COMMUNICATIONS_AND_IT_EXPENSE,CUSTOMER_ID,END_DATE,INTEREST_EXPENSE,INTEREST_INCOME,LAST_CUSTOMER_REPLIED_TO_OFFER_INDICATOR,LAST_CUSTOMER_REPLY_TIME,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS2,STATUS_DATE2,STATUS_REASON
420.2165019,1147,30/09/2017,699.6099182,169.6203455,FALSE,0,,22/07/2018,Education,TRUE,FALSE,5,01/09/2017,Inactive,03/09/2017,Inactive Client
732.2194683,1147,30/09/2017,838.1750098,25.95710442,FALSE,0,,11/05/2018,FinancialPlan,TRUE,FALSE,3,01/09/2017,Inactive,03/09/2017,Inactive Client
977.4810401,1147,30/09/2017,146.7317373,821.9051067,FALSE,0,,26/07/2018,RetirementBrokerage,TRUE,FALSE,4,01/09/2017,Inactive,03/09/2017,Inactive Client
117.7430609,1148,30/04/2016,130.7547715,662.0152728,TRUE,24,More Generous Investing,24/04/2016,Brokerage,TRUE,TRUE,0,01/04/2016,Active,24/04/2016,Active Client
773.1592101,1148,30/04/2016,820.5646657,783.1376045,TRUE,130,,07/07/2016,Savings,TRUE,FALSE,2,01/04/2016,Inactive,24/04/2016,Inactive Client
543.3127783,1148,30/04/2016,865.9261323,342.9262098,FALSE,0,,28/08/2017,Education,TRUE,FALSE,2,01/04/2016,Inactive,24/04/2016,Inactive Client
973.6631082,1148,30/04/2016,238.9597119,206.2876841,TRUE,121,Wealth Comes in Many Forms,24/04/2016,FinancialPlan,TRUE,TRUE,1,01/04/2016,Active,24/04/2016,Active Client
230.6814112,1148,30/04/2016,100.358901,325.5624591,TRUE,13,More Generous Investing,24/04/2016,RetirementBrokerage,TRUE,TRUE,3,01/04/2016,Active,24/04/2016,Active Client
708.7901909,1148,30/04/2016,724.1682042,41.08633369,TRUE,75,Now Prove It,24/04/2016,RetirementPlan,TRUE,TRUE,0,01/04/2016,Active,24/04/2016,Active Client
449.386087,1148,30/04/2016,137.5221873,339.8110506,FALSE,0,,01/09/2016,ManagedPortfolio,TRUE,FALSE,4,01/04/2016,Inactive,24/04/2016,Inactive Client
964.1588419,1149,31/07/2016,498.9108193,589.0005577,TRUE,48,Now Prove It,23/07/2016,RetirementBrokerage,TRUE,TRUE,0,01/07/2016,Active,23/07/2016,Active Client
532.1600179,1149,31/07/2016,797.3121095,589.3255988,TRUE,137,The Best Things in Life Are Not Fees,23/07/2016,RetirementPlan,TRUE,TRUE,1,01/07/2016,Active,23/07/2016,Active Client
420.0390356,1149,31/07/2016,633.8311091,849.4641753,FALSE,0,,28/02/2017,ManagedPortfolio,TRUE,FALSE,1,01/07/2016,Inactive,23/07/2016,Inactive Client
564.4920062,1149,31/07/2016,881.9538193,860.644037,TRUE,21,Wealth Comes in Many Forms,23/07/2016,RetirementBasic,TRUE,TRUE,5,01/07/2016,Active,23/07/2016,Active Client
353.9370183,1150,31/08/2016,498.4238235,985.6331273,FALSE,0,,04/04/2018,Cash,TRUE,FALSE,0,01/08/2016,Inactive,24/08/2016,Inactive Client
753.5383374,1150,31/08/2016,812.4422084,274.760519,TRUE,45,Now Prove It,24/08/2016,Brokerage,TRUE,TRUE,1,01/08/2016,Active,24/08/2016,Active Client
510.9075095,1150,31/08/2016,310.6908514,306.6422639,TRUE,123,The Best Things in Life Are Not Fees,24/08/2016,Savings,TRUE,TRUE,2,01/08/2016,Active,24/08/2016,Active Client
676.8501675,1150,31/08/2016,964.6564285,117.3526812,TRUE,14,More Generous Investing,24/08/2016,FinancialPlan,TRUE,TRUE,4,01/08/2016,Active,24/08/2016,Active Client
530.1328575,1150,31/08/2016,168.5833214,947.3643182,FALSE,0,,06/06/2017,RetirementBrokerage,TRUE,FALSE,2,01/08/2016,Inactive,24/08/2016,Inactive Client
533.3117477,1150,31/08/2016,857.6368642,842.9492444,TRUE,147,,25/03/2018,RetirementPlan,TRUE,FALSE,4,01/08/2016,Inactive,24/08/2016,Inactive Client
558.2806443,1150,31/08/2016,388.1187295,553.2691625,FALSE,0,,22/06/2018,ManagedPortfolio,TRUE,FALSE,0,01/08/2016,Inactive,24/08/2016,Inactive Client
430.5556884,1150,31/08/2016,946.6321462,68.34313091,FALSE,0,,14/04/2018,RetirementBasic,TRUE,FALSE,2,01/08/2016,Inactive,24/08/2016,Inactive Client
982.8733753,1151,31/03/2018,153.5746224,96.55202712,TRUE,142,,08/08/2016,Cash,TRUE,FALSE,2,01/03/2018,Inactive,07/03/2018,Inactive Client
16.57010766,1151,31/03/2018,422.0609325,20.60463352,FALSE,0,,16/03/2017,Brokerage,TRUE,FALSE,4,01/03/2018,Inactive,07/03/2018,Inactive Client
976.5271927,1151,31/03/2018,246.0680067,502.1337509,FALSE,0,,03/01/2018,Savings,TRUE,FALSE,4,01/03/2018,Inactive,07/03/2018,Inactive Client
838.5810906,1151,31/03/2018,865.6741551,962.9994329,TRUE,48,Now Prove It,07/03/2016,FinancialPlan,TRUE,TRUE,4,01/03/2018,Active,07/03/2018,Active Client
566.1219125,1152,30/09/2016,818.9865654,191.0255912,TRUE,14,More Generous Investing,22/09/2016,RetirementBrokerage,TRUE,TRUE,3,01/09/2016,Active,22/09/2016,Active Client
284.0622602,1152,30/09/2016,489.2731295,257.1705638,TRUE,83,Now Prove It,22/09/2016,RetirementPlan,TRUE,TRUE,0,01/09/2016,Active,22/09/2016,Active Client
249.6428582,1152,30/09/2016,423.6086626,592.9291342,FALSE,0,,22/06/2018,ManagedPortfolio,TRUE,FALSE,0,01/09/2016,Inactive,22/09/2016,Inactive Client
288.2891225,1152,30/09/2016,284.1161761,540.6286823,TRUE,4,More Generous Investing,22/09/2016,RetirementBasic,TRUE,TRUE,5,01/09/2016,Active,22/09/2016,Active Client
138.4152654,1153,30/06/2017,341.0816677,84.48582026,TRUE,147,The Best Things in Life Are Not Fees,04/06/2017,Cash,TRUE,TRUE,3,01/06/2017,Active,04/06/2017,Active Client
488.6704879,1153,30/06/2017,956.4403882,575.3362331,TRUE,28,More Generous Investing,04/06/2017,Savings,TRUE,TRUE,1,01/06/2017,Active,04/06/2017,Active Client
194.470157,1153,30/06/2017,872.1058355,403.3487709,TRUE,9,More Generous Investing,04/06/2017,Education,TRUE,TRUE,3,01/06/2017,Active,04/06/2017,Active Client
58.46270358,1154,31/08/2016,44.51322224,750.1374714,TRUE,69,Now Prove It,28/08/2016,Savings,TRUE,TRUE,0,01/08/2016,Active,28/08/2016,Active Client
549.8196025,1154,31/08/2016,270.7969263,726.4975606,TRUE,83,More Generous Investing,28/08/2016,RetirementBasic,TRUE,TRUE,4,01/08/2016,Active,28/08/2016,Active Client
304.5904874,1155,30/06/2017,11.0424742,369.5715803,FALSE,0,,23/06/2017,Cash,TRUE,FALSE,4,01/06/2017,Inactive,16/06/2017,Inactive Client
53.66432439,1155,30/06/2017,852.7495872,239.4973746,TRUE,27,Now Prove It,16/06/2017,RetirementBrokerage,TRUE,TRUE,2,01/06/2017,Active,16/06/2017,Active Client
244.1127354,1155,30/06/2017,705.1522333,181.1179357,FALSE,0,,05/04/2018,RetirementPlan,TRUE,FALSE,1,01/06/2017,Inactive,16/06/2017,Inactive Client
935.4773348,1155,30/06/2017,376.5653819,987.6972573,FALSE,0,,26/03/2018,ManagedPortfolio,TRUE,FALSE,1,01/06/2017,Inactive,16/06/2017,Inactive Client
538.4854811,1155,30/06/2017,525.8510596,228.4074224,FALSE,0,,21/07/2017,RetirementBasic,TRUE,FALSE,1,01/06/2017,Inactive,16/06/2017,Inactive Client
907.5724115,1156,31/12/2016,849.1799184,376.6443543,TRUE,133,,03/06/2018,Cash,TRUE,FALSE,0,01/12/2016,Inactive,22/12/2016,Inactive Client
154.9103125,1156,31/12/2016,44.22328708,246.3498199,TRUE,43,More Generous Investing,22/12/2016,RetirementBrokerage,TRUE,TRUE,5,01/12/2016,Active,22/12/2016,Active Client
646.265253,1156,31/12/2016,537.8514185,292.1375116,TRUE,89,Wealth Comes in Many Forms,22/12/2016,RetirementPlan,TRUE,TRUE,0,01/12/2016,Active,22/12/2016,Active Client
0.515442406,1156,31/12/2016,618.0293944,211.6499278,TRUE,32,More Generous Investing,22/12/2016,RetirementBasic,TRUE,TRUE,0,01/12/2016,Active,22/12/2016,Active Client
902.4597845,1157,31/07/2018,214.2565363,394.9192089,TRUE,60,Now Prove It,24/07/2018,RetirementBrokerage,TRUE,TRUE,1,01/07/2018,Active,24/07/2018,Active Client
758.378052,1157,31/07/2018,301.9169288,622.3279975,TRUE,12,Now Prove It,24/07/2018,RetirementPlan,TRUE,TRUE,0,01/07/2018,Active,24/07/2018,Active Client
216.2453963,1157,31/07/2018,985.3003513,862.578639,TRUE,126,Now Prove It,24/07/2018,RetirementBasic,TRUE,TRUE,0,01/07/2018,Active,24/07/2018,Active Client
937.2479313,1158,31/03/2017,733.3807734,935.6040446,TRUE,121,A Loan With A View,13/03/2017,Cash,TRUE,TRUE,5,01/03/2017,Active,13/03/2017,Active Client
913.892162,1158,31/03/2017,32.71365115,236.1187387,TRUE,92,A Loan With A View,13/03/2017,Brokerage,TRUE,TRUE,1,01/03/2017,Active,13/03/2017,Active Client
359.9312827,1158,31/03/2017,126.9282246,838.193679,FALSE,0,,21/04/2018,Savings,TRUE,FALSE,5,01/03/2017,Inactive,13/03/2017,Inactive Client
928.2313879,1158,31/03/2017,904.625797,998.7827014,TRUE,139,,20/09/2017,Education,TRUE,FALSE,1,01/03/2017,Inactive,13/03/2017,Inactive Client
17.31973779,1158,31/03/2017,826.7063159,311.7220306,FALSE,0,,04/07/2017,FinancialPlan,TRUE,FALSE,3,01/03/2017,Inactive,13/03/2017,Inactive Client
273.1588959,1158,31/03/2017,150.3273895,864.9804961,FALSE,0,,16/12/2017,RetirementBrokerage,TRUE,FALSE,3,01/03/2017,Inactive,13/03/2017,Inactive Client
822.7030626,1159,30/09/2018,856.9407948,288.9368461,TRUE,6,More Generous Investing,23/09/2016,Savings,TRUE,TRUE,0,01/09/2018,Active,23/09/2018,Active Client
3.406736959,1159,30/09/2018,544.3959318,719.6058767,TRUE,138,The Best Things in Life Are Not Fees,23/09/2016,Education,TRUE,TRUE,1,01/09/2018,Active,23/09/2018,Active Client
302.6070144,1159,30/09/2018,470.7519283,136.12012,TRUE,108,A Loan With A View,23/09/2016,FinancialPlan,TRUE,TRUE,0,01/09/2018,Active,23/09/2018,Active Client
767.8470948,1159,30/09/2018,117.610502,397.901773,TRUE,143,,12/12/2017,RetirementBrokerage,TRUE,FALSE,3,01/09/2018,Inactive,23/09/2018,Inactive Client
17.05487152,1159,30/09/2018,758.8542326,409.3610448,FALSE,0,,06/10/2017,RetirementPlan,TRUE,FALSE,4,01/09/2018,Inactive,23/09/2018,Inactive Client
111.3624655,1159,30/09/2018,265.1632906,952.5021367,FALSE,0,,03/02/2018,ManagedPortfolio,TRUE,FALSE,5,01/09/2018,Inactive,23/09/2018,Inactive Client
313.4239204,1159,30/09/2018,230.9672704,407.4856326,TRUE,95,The Best Things in Life Are Not Fees,23/09/2016,RetirementBasic,TRUE,TRUE,3,01/09/2018,Active,23/09/2018,Active Client
608.118575,1160,30/04/2016,231.3472083,526.0880573,FALSE,0,,22/03/2018,Cash,TRUE,FALSE,0,01/04/2016,Inactive,10/04/2016,Inactive Client
207.6309445,1160,30/04/2016,930.1072234,379.652098,TRUE,140,,01/12/2016,Brokerage,TRUE,FALSE,0,01/04/2016,Inactive,10/04/2016,Inactive Client
389.5806815,1160,30/04/2016,459.5465577,529.0292811,FALSE,0,,30/11/2016,Savings,TRUE,FALSE,1,01/04/2016,Inactive,10/04/2016,Inactive Client
306.6952373,1160,30/04/2016,581.1626195,606.2343864,FALSE,0,,14/08/2016,Education,TRUE,FALSE,4,01/04/2016,Inactive,10/04/2016,Inactive Client
468.3101918,1160,30/04/2016,931.7441232,233.2723289,TRUE,29,Now Prove It,10/04/2016,RetirementBrokerage,TRUE,TRUE,4,01/04/2016,Active,10/04/2016,Active Client
802.8477874,1160,30/04/2016,158.8660541,602.0062178,TRUE,4,More Generous Investing,10/04/2016,RetirementPlan,TRUE,TRUE,4,01/04/2016,Active,10/04/2016,Active Client
157.273728,1160,30/04/2016,560.2093496,895.1696425,FALSE,0,,19/02/2018,ManagedPortfolio,TRUE,FALSE,2,01/04/2016,Inactive,10/04/2016,Inactive Client
525.3791134,1160,30/04/2016,85.08101587,182.1146326,TRUE,118,Now Prove It,10/04/2016,RetirementBasic,TRUE,TRUE,4,01/04/2016,Active,10/04/2016,Active Client
717.552455,1161,31/03/2017,501.7940106,801.3176068,FALSE,0,,24/11/2017,Cash,TRUE,FALSE,3,01/03/2017,Inactive,21/03/2017,Inactive Client
648.4359925,1161,31/03/2017,946.3832143,936.8955909,TRUE,63,Now Prove It,21/03/2017,FinancialPlan,TRUE,TRUE,1,01/03/2017,Active,21/03/2017,Active Client
913.6412226,1161,31/03/2017,74.4449685,238.5891987,FALSE,0,,07/12/2017,RetirementBrokerage,TRUE,FALSE,5,01/03/2017,Inactive,21/03/2017,Inactive Client
155.3146313,1161,31/03/2017,647.7614634,437.5409605,TRUE,119,The Best Things in Life Are Not Fees,21/03/2017,RetirementPlan,TRUE,TRUE,2,01/03/2017,Active,21/03/2017,Active Client
856.6271799,1161,31/03/2017,786.9210372,502.2090016,TRUE,122,The Best Things in Life Are Not Fees,21/03/2017,ManagedPortfolio,TRUE,TRUE,5,01/03/2017,Active,21/03/2017,Active Client
932.5764638,1161,31/03/2017,223.1679426,792.673063,FALSE,0,,13/05/2018,RetirementBasic,TRUE,FALSE,5,01/03/2017,Inactive,21/03/2017,Inactive Client
888.696793,1162,29/02/2016,359.0853615,643.9989081,TRUE,52,More Generous Investing,10/02/2016,FinancialPlan,TRUE,TRUE,3,01/02/2016,Active,10/02/2016,Active Client
272.0872238,1162,29/02/2016,53.10147163,789.9657317,TRUE,13,More Generous Investing,10/02/2016,RetirementPlan,TRUE,TRUE,0,01/02/2016,Active,10/02/2016,Active Client
663.9611225,1162,29/02/2016,252.9324335,801.2026025,TRUE,119,,06/02/2018,ManagedPortfolio,TRUE,FALSE,1,01/02/2016,Inactive,10/02/2016,Inactive Client
529.8505484,1162,29/02/2016,376.2928223,160.8381229,TRUE,106,,04/12/2017,RetirementBasic,TRUE,FALSE,4,01/02/2016,Inactive,10/02/2016,Inactive Client
967.4226714,1163,31/01/2016,894.6743693,732.6588177,TRUE,111,,29/05/2018,Cash,TRUE,FALSE,5,01/01/2016,Inactive,11/01/2016,Inactive Client
680.975589,1163,31/01/2016,228.2778813,342.0520354,FALSE,0,,08/06/2017,Brokerage,TRUE,FALSE,3,01/01/2016,Inactive,11/01/2016,Inactive Client
978.1708414,1163,31/01/2016,427.8578506,644.8458072,TRUE,4,More Generous Investing,11/01/2016,FinancialPlan,TRUE,TRUE,1,01/01/2016,Active,11/01/2016,Active Client
792.6455166,1163,31/01/2016,905.1997051,853.1967075,TRUE,144,,03/02/2016,RetirementBrokerage,TRUE,FALSE,5,01/01/2016,Inactive,11/01/2016,Inactive Client
320.0664698,1163,31/01/2016,938.4951038,753.9621877,TRUE,113,Wealth Comes in Many Forms,11/01/2016,RetirementPlan,TRUE,TRUE,1,01/01/2016,Active,11/01/2016,Active Client
262.3593978,1163,31/01/2016,430.2443205,113.4467938,TRUE,20,Now Prove It,11/01/2016,ManagedPortfolio,TRUE,TRUE,0,01/01/2016,Active,11/01/2016,Active Client
742.9531343,1164,30/09/2018,33.91370227,998.5810703,TRUE,38,Now Prove It,13/09/2016,FinancialPlan,TRUE,TRUE,0,01/09/2018,Active,13/09/2018,Active Client
67.43822886,1164,30/09/2018,9.549211327,475.7655979,FALSE,0,,26/03/2018,RetirementBrokerage,TRUE,FALSE,5,01/09/2018,Inactive,13/09/2018,Inactive Client
166.6485408,1164,30/09/2018,138.5014767,72.25064077,TRUE,123,The Best Things in Life Are Not Fees,13/09/2016,RetirementPlan,TRUE,TRUE,0,01/09/2018,Active,13/09/2018,Active Client
368.8661458,1164,30/09/2018,402.3273251,310.0849524,TRUE,103,Wealth Comes in Many Forms,13/09/2016,ManagedPortfolio,TRUE,TRUE,4,01/09/2018,Active,13/09/2018,Active Client
689.1522265,1164,30/09/2018,571.5679823,207.3641728,FALSE,0,,03/04/2018,RetirementBasic,TRUE,FALSE,0,01/09/2018,Inactive,13/09/2018,Inactive Client
563.8896886,1165,31/08/2016,679.586385,218.9036056,TRUE,148,,08/08/2016,Cash,TRUE,FALSE,2,01/07/2016,Inactive,01/08/2016,Inactive Client
514.1347029,1165,31/08/2016,441.0733573,936.8502503,TRUE,44,More Generous Investing,01/08/2016,FinancialPlan,TRUE,TRUE,2,01/07/2016,Active,01/08/2016,Active Client
153.2105354,1165,31/08/2016,979.9820331,165.1249267,TRUE,108,The Best Things in Life Are Not Fees,01/08/2016,RetirementBrokerage,TRUE,TRUE,5,01/07/2016,Active,01/08/2016,Active Client
878.702757,1165,31/08/2016,846.9698245,747.6548837,TRUE,55,A Loan With A View,01/08/2016,RetirementPlan,TRUE,TRUE,3,01/07/2016,Active,01/08/2016,Active Client
997.8554117,1165,31/08/2016,538.0894711,347.1980383,FALSE,0,,17/04/2018,ManagedPortfolio,TRUE,FALSE,4,01/07/2016,Inactive,01/08/2016,Inactive Client
213.5632585,1166,29/02/2016,183.965244,85.58818831,TRUE,112,Now Prove It,14/02/2016,RetirementBrokerage,TRUE,TRUE,1,01/02/2016,Active,14/02/2016,Active Client
311.7555261,1166,29/02/2016,465.301355,917.222312,FALSE,0,,10/12/2016,RetirementPlan,TRUE,FALSE,4,01/02/2016,Inactive,14/02/2016,Inactive Client
297.3632479,1167,30/06/2017,513.7056831,66.4046887,TRUE,16,Now Prove It,13/06/2017,RetirementBrokerage,TRUE,TRUE,5,01/06/2017,Active,13/06/2017,Active Client
986.7361546,1167,30/06/2017,599.2163244,891.1581861,FALSE,0,,12/09/2018,RetirementPlan,TRUE,FALSE,4,01/06/2017,Inactive,13/06/2017,Inactive Client
920.8585613,1167,30/06/2017,208.2818515,947.6703333,FALSE,0,,18/10/2017,ManagedPortfolio,TRUE,FALSE,4,01/06/2017,Inactive,13/06/2017,Inactive Client
544.8609374,1168,31/12/2017,809.550581,43.80320913,TRUE,47,Now Prove It,18/12/2017,RetirementBrokerage,TRUE,TRUE,3,01/12/2017,Active,18/12/2017,Active Client
81.77093216,1168,31/12/2017,437.174062,675.2894588,TRUE,125,A Loan With A View,18/12/2017,RetirementPlan,TRUE,TRUE,4,01/12/2017,Active,18/12/2017,Active Client
130.9379645,1168,31/12/2017,643.1617687,462.8863643,TRUE,11,More Generous Investing,18/12/2017,RetirementBasic,TRUE,TRUE,1,01/12/2017,Active,18/12/2017,Active Client
46.93017972,1169,30/06/2018,584.6007532,62.29657814,FALSE,0,,10/08/2016,Cash,TRUE,FALSE,4,01/06/2018,Inactive,23/06/2018,Inactive Client
935.1877077,1169,30/06/2018,980.1025815,308.481902,FALSE,0,,10/11/2017,Brokerage,TRUE,FALSE,1,01/06/2018,Inactive,23/06/2018,Inactive Client
297.4946067,1169,30/06/2018,939.3048983,949.8599851,TRUE,18,Wealth Comes in Many Forms,23/06/2016,Savings,TRUE,TRUE,5,01/06/2018,Active,23/06/2018,Active Client
218.0155997,1169,30/06/2018,387.5372601,234.5313123,TRUE,131,The Best Things in Life Are Not Fees,23/06/2016,Education,TRUE,TRUE,2,01/06/2018,Active,23/06/2018,Active Client
561.4351856,1169,30/06/2018,211.1072306,994.7386469,TRUE,141,The Best Things in Life Are Not Fees,23/06/2016,FinancialPlan,TRUE,TRUE,4,01/06/2018,Active,23/06/2018,Active Client
197.5328034,1169,30/06/2018,675.735013,642.7114484,FALSE,0,,01/09/2016,RetirementBrokerage,TRUE,FALSE,1,01/06/2018,Inactive,23/06/2018,Inactive Client
929.4581716,1169,30/06/2018,912.6381144,578.8925955,TRUE,56,More Generous Investing,23/06/2016,RetirementBasic,TRUE,TRUE,5,01/06/2018,Active,23/06/2018,Active Client
392.767129,1170,31/08/2016,255.2367911,499.0613174,TRUE,9,More Generous Investing,28/08/2016,Brokerage,TRUE,TRUE,1,01/08/2016,Active,28/08/2016,Active Client
770.9785935,1170,31/08/2016,885.3310439,926.113242,TRUE,50,Now Prove It,28/08/2016,Savings,TRUE,TRUE,4,01/08/2016,Active,28/08/2016,Active Client
82.25352858,1170,31/08/2016,58.87963871,531.4598746,TRUE,142,,21/09/2017,Education,TRUE,FALSE,4,01/08/2016,Inactive,28/08/2016,Inactive Client
928.8956223,1170,31/08/2016,540.2970139,243.4499565,TRUE,63,Now Prove It,28/08/2016,FinancialPlan,TRUE,TRUE,5,01/08/2016,Active,28/08/2016,Active Client
237.2233327,1170,31/08/2016,539.2416406,686.5305129,FALSE,0,,09/09/2017,RetirementBrokerage,TRUE,FALSE,2,01/08/2016,Inactive,28/08/2016,Inactive Client
799.7091743,1170,31/08/2016,365.9067205,802.0289498,FALSE,0,,15/04/2018,RetirementPlan,TRUE,FALSE,5,01/08/2016,Inactive,28/08/2016,Inactive Client
242.6516451,1170,31/08/2016,42.0961347,761.7870011,FALSE,0,,24/10/2016,ManagedPortfolio,TRUE,FALSE,4,01/08/2016,Inactive,28/08/2016,Inactive Client
927.0279323,1170,31/08/2016,208.4547249,853.6694536,FALSE,0,,01/10/2017,RetirementBasic,TRUE,FALSE,1,01/08/2016,Inactive,28/08/2016,Inactive Client
938.9989882,1171,31/07/2018,422.07215,521.1528706,TRUE,137,,23/09/2018,Cash,TRUE,FALSE,2,01/07/2018,Inactive,23/07/2018,Inactive Client
74.99714736,1171,31/07/2018,164.1202993,873.0195887,TRUE,122,,05/09/2018,Brokerage,TRUE,FALSE,3,01/07/2018,Inactive,23/07/2018,Inactive Client
863.087536,1171,31/07/2018,716.3912786,256.4779465,TRUE,15,More Generous Investing,23/07/2018,FinancialPlan,TRUE,TRUE,2,01/07/2018,Active,23/07/2018,Active Client
886.2871555,1171,31/07/2018,340.0576213,458.3022562,TRUE,130,A Loan With A View,23/07/2018,RetirementBrokerage,TRUE,TRUE,1,01/07/2018,Active,23/07/2018,Active Client
75.88330985,1171,31/07/2018,184.4379235,326.8108469,TRUE,110,The Best Things in Life Are Not Fees,23/07/2018,RetirementPlan,TRUE,TRUE,5,01/07/2018,Active,23/07/2018,Active Client
220.4942481,1172,28/02/2018,156.1932888,715.216435,TRUE,33,More Generous Investing,05/02/2018,Savings,TRUE,TRUE,4,01/02/2018,Active,05/02/2018,Active Client
728.8796999,1172,28/02/2018,685.506396,773.7109793,TRUE,15,More Generous Investing,05/02/2018,RetirementBasic,TRUE,TRUE,1,01/02/2018,Active,05/02/2018,Active Client
759.1292425,1173,31/08/2018,984.0052569,483.4118869,FALSE,0,,04/09/2018,Cash,TRUE,FALSE,4,01/08/2018,Inactive,20/08/2018,Inactive Client
969.7025106,1173,31/08/2018,522.7368038,958.966501,TRUE,34,More Generous Investing,20/08/2018,Brokerage,TRUE,TRUE,4,01/08/2018,Active,20/08/2018,Active Client
693.9254196,1173,31/08/2018,612.2749659,532.7690951,TRUE,116,The Best Things in Life Are Not Fees,20/08/2018,Savings,TRUE,TRUE,1,01/08/2018,Active,20/08/2018,Active Client
603.4096304,1173,31/08/2018,71.22648035,753.8596368,TRUE,100,,16/09/2018,Education,TRUE,FALSE,2,01/08/2018,Inactive,20/08/2018,Inactive Client
249.3772319,1173,31/08/2018,528.0362167,234.6777804,TRUE,126,The Best Things in Life Are Not Fees,20/08/2018,FinancialPlan,TRUE,TRUE,3,01/08/2018,Active,20/08/2018,Active Client
147.9416908,1174,31/05/2017,467.0158962,188.618928,TRUE,47,More Generous Investing,20/05/2017,FinancialPlan,TRUE,TRUE,1,01/05/2017,Active,20/05/2017,Active Client
956.9572022,1174,31/05/2017,980.1185856,567.9325236,FALSE,0,,19/06/2018,RetirementBrokerage,TRUE,FALSE,0,01/05/2017,Inactive,20/05/2017,Inactive Client
939.7207008,1174,31/05/2017,698.0382876,440.0571378,TRUE,129,The Best Things in Life Are Not Fees,20/05/2017,RetirementPlan,TRUE,TRUE,2,01/05/2017,Active,20/05/2017,Active Client
810.8705166,1174,31/05/2017,389.9539371,409.6459263,TRUE,150,The Best Things in Life Are Not Fees,20/05/2017,ManagedPortfolio,TRUE,TRUE,0,01/05/2017,Active,20/05/2017,Active Client
638.0420677,1174,31/05/2017,333.8629681,779.8074874,FALSE,0,,08/07/2017,RetirementBasic,TRUE,FALSE,4,01/05/2017,Inactive,20/05/2017,Inactive Client
961.5945407,1175,30/06/2017,312.7682026,29.18009957,TRUE,136,,15/10/2017,Cash,TRUE,FALSE,5,01/05/2017,Inactive,01/06/2017,Inactive Client
892.5619639,1175,30/06/2017,869.4664215,402.828106,TRUE,132,,07/07/2018,Brokerage,TRUE,FALSE,5,01/05/2017,Inactive,01/06/2017,Inactive Client
483.3733566,1175,30/06/2017,379.8591649,584.3730949,TRUE,16,More Generous Investing,01/06/2017,Savings,TRUE,TRUE,1,01/05/2017,Active,01/06/2017,Active Client
135.1988646,1175,30/06/2017,424.7165618,780.061792,TRUE,65,A Loan With A View,01/06/2017,Education,TRUE,TRUE,5,01/05/2017,Active,01/06/2017,Active Client
963.6280684,1175,30/06/2017,815.8751392,934.504539,TRUE,96,Wealth Comes in Many Forms,01/06/2017,FinancialPlan,TRUE,TRUE,5,01/05/2017,Active,01/06/2017,Active Client
526.9167048,1175,30/06/2017,210.9957035,142.5912091,FALSE,0,,22/05/2018,RetirementBrokerage,TRUE,FALSE,1,01/05/2017,Inactive,01/06/2017,Inactive Client
709.4870611,1175,30/06/2017,759.9089557,728.6443102,TRUE,29,More Generous Investing,01/06/2017,RetirementBasic,TRUE,TRUE,0,01/05/2017,Active,01/06/2017,Active Client
163.031357,1176,30/09/2018,264.6489115,508.1561573,FALSE,0,,15/09/2018,Cash,TRUE,FALSE,2,01/09/2018,Inactive,04/09/2018,Inactive Client
794.2302148,1176,30/09/2018,722.8817722,199.9420315,TRUE,136,,26/09/2018,Brokerage,TRUE,FALSE,4,01/09/2018,Inactive,04/09/2018,Inactive Client
570.2380661,1176,30/09/2018,802.0904694,360.1352731,TRUE,42,More Generous Investing,04/09/2018,Savings,TRUE,TRUE,1,01/09/2018,Active,04/09/2018,Active Client
757.2109547,1176,30/09/2018,53.95802135,762.6264708,TRUE,119,,08/09/2018,Education,TRUE,FALSE,2,01/09/2018,Inactive,04/09/2018,Inactive Client
894.4986175,1176,30/09/2018,404.6828224,858.3446693,TRUE,33,Now Prove It,04/09/2018,RetirementBasic,TRUE,TRUE,5,01/09/2018,Active,04/09/2018,Active Client
900.2491888,1177,31/05/2017,714.7060156,777.108656,FALSE,0,,04/09/2018,Cash,TRUE,FALSE,3,01/05/2017,Inactive,17/05/2017,Inactive Client
163.6119159,1177,31/05/2017,827.7937379,857.9059832,FALSE,0,,10/08/2018,Brokerage,TRUE,FALSE,5,01/05/2017,Inactive,17/05/2017,Inactive Client
956.9167414,1177,31/05/2017,854.0870093,560.2540432,TRUE,42,Now Prove It,17/05/2017,Savings,TRUE,TRUE,3,01/05/2017,Active,17/05/2017,Active Client
858.8154645,1177,31/05/2017,246.5963281,261.950321,FALSE,0,,10/11/2017,Education,TRUE,FALSE,1,01/05/2017,Inactive,17/05/2017,Inactive Client
485.7187695,1177,31/05/2017,953.9988518,551.8397277,TRUE,48,Now Prove It,17/05/2017,FinancialPlan,TRUE,TRUE,5,01/05/2017,Active,17/05/2017,Active Client
21.78512249,1177,31/05/2017,684.0492353,392.1316238,TRUE,75,Now Prove It,17/05/2017,RetirementBasic,TRUE,TRUE,1,01/05/2017,Active,17/05/2017,Active Client
