ACQUISITION_COST,AGE_RANGE,ANNUAL_INCOME,BIRTH_YEAR,CONTACT_PREFERENCE,CREDIT_AUTHORITY_LEVEL,CREDIT_SCORE,CURRENT_EMPLOYMENT_START_DATE,CUSTOMER_BEHAVIOR,CUSTOMER_ID,DATE_FIRST_ACCOUNT_OPENED,DATE_LAST_ACCOUNT_OPENED,EDUCATION_LEVEL,EFFECTIVE_DATE,EMPLOYMENT_STATUS,FAMILY_SIZE,GENDER,HEAD_OF_HOUSEHOLD_INDICATOR,HOME_OWNER_INDICATOR,IMPORTANCE_LEVEL_CODE,INTERNET_BANKING_INDICATOR,LOYALTY_RATING_CODE,MARITAL_STATUS,MARKET_GROUP,MONTHLY_HOUSING_COST,MONTHLY_NET_INCOME,NUMBER_OF_DEPENDENT_CHILDREN,PREFERRED_COMMUNICATION_FORM,PRIMARY_SPOKEN_LANGUAGE,PRIMARY_WRITTEN_LANGUAGE,PROFESSION,PURSUIT,REFERRALS_VALUE_CODE,RELATIONSHIP_START_DATE,RETIREMENT_AGE,SATISFACTION_RATING_FROM_SURVEY,SPECIAL_TERMS_INDICATOR,STATUS,STATUS_DATE,WALLET_SHARE_PERCENTAGE,ASSETS,FUNDS_UNDER_MANAGEMENT,TOP_SPENDING_CATEGORY
56.66081732,23 to 30,86733,1987,email,High,667.3344654,09/12/2014,Moderate,1206,03/04/2016,03/04/2016,High School,03/04/2016,Unemployed,3,Male,1,1,Low priority,0,67078,Married,Accumulating,1300.995,4336.65,1,Email,English,English,Lawyer,Capital Acquisition,Low,03/04/2016,67,neutral,0,Active,03/04/2016,47,110820,100000,Recreation
99.70936643,55 to 65,91804,1954,phone,Low,799.6159688,20/06/2014,Growth,1512,28/04/2016,28/04/2016,PhD,28/04/2016,Retired,1,Female,1,1,High priority,0,105053,Single,Accumulating,1377.06,4590.2,0,Other,Arabic,Arabic,Professor,Increase Net Worth,Very High,28/04/2016,67,very satisfied,0,Active,28/04/2016,7,163548,180000,Transportaion
14.66637993,40 to 55,61254,1963,none,Medium,725.320133,26/04/2016,Moderate,1542,13/06/2017,13/06/2017,University,13/06/2017,Employed,4,Female,1,1,High priority,0,65368,Married,Accumulating,918.81,3062.7,2,Email,English,English,Accountant,Estate Planning,Medium,13/06/2017,67,satisfied,0,Active,13/06/2017,69,106328,100000,Utilities
7.996018817,55 to 65,75970,1953,phone,Low,724.8022639,27/11/2015,Growth,1586,08/06/2016,08/06/2016,PhD,08/06/2016,Homemaker,1,Female,0,1,High priority,1,97698,Single,Accumulating,1139.55,3798.5,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,08/06/2016,67,very satisfied,1,Active,08/06/2016,52,139336,150000,Transportaion
48.43564004,65 and over,121788.75,1948,mail,Low,738.4234836,09/08/2016,Growth,1599,04/04/2016,04/04/2016,PhD,04/04/2018,Homemaker,2,Male,0,1,High priority,1,117312,Married,Accumulating,1826.83125,6089.4375,0,Teleconference,English,English,Data Scientist,Increase Net Worth,High,04/04/2016,67,very satisfied,0,Inactive,04/04/2018,51,168845,180000,Insurance
26.75127952,65 and over,124580,1949,email,Very High,677.1812366,09/11/2016,Aggressive,1694,14/03/2017,14/03/2017,PhD,14/03/2017,Homemaker,1,Female,1,0,Normal priority,1,64556,Single,Spending,1868.7,6229,0,In Person,English,English,Professor,Increase Net Worth,Very High,14/03/2017,67,very satisfied,1,Active,14/03/2017,26,207107,750000,Transportaion
48.90478878,40 to 55,134211,1967,email,Very Low,745.5650696,22/10/2015,Growth,1786,21/03/2017,21/03/2017,University,21/03/2017,Employed,4,Male,1,0,High priority,0,87752,Married,Accumulating,2013.165,6710.55,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Very High,21/03/2017,67,very satisfied,1,Active,21/03/2017,55,203170,80000,Personal
60.1541058,40 to 55,103498,1975,none,Low,790.6666511,20/08/2015,Growth,1288,11/01/2016,11/01/2016,College,11/01/2016,Employed,4,Male,1,1,High priority,1,64820,Married,Accumulating,1552.47,5174.9,2,Teleconference,English,English,Data Scientist,Estate Planning,Very Low,11/01/2016,67,satisfied,0,Active,11/01/2016,11,154227,150000,Food
92.55053213,55 to 65,121235,1954,mail,Very Low,773.9525098,27/01/2014,Growth,1306,18/10/2016,18/10/2016,University,18/10/2016,Employed,2,Female,1,0,High priority,0,134216,Married,Accumulating,1818.525,6061.75,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,18/10/2016,67,very satisfied,0,Active,18/10/2016,74,192800,80000,Transportaion
94.23502196,65 and over,113664,1936,mail,Very High,714.6302505,02/03/2015,Aggressive,1311,24/07/2017,24/07/2017,Professional,24/07/2017,Selfemployed,1,Female,1,0,Normal priority,0,143492,Divorced,Spending,1704.96,5683.2,0,In Person,Arabic,Arabic,Software Developer,Retirement Planning,Very High,24/07/2017,67,very satisfied,1,Active,24/07/2017,46,209517,750000,Uncategorized
59.45113118,30 to 40,66575,1985,none,High,656.3790035,26/09/2015,Conserviti,1723,13/08/2016,13/08/2016,High School,13/08/2016,Employed,3,Male,1,1,Low priority,0,54133,Married,Accumulating,998.625,3328.75,1,Email,English,English,Lawyer,Capital Acquisition,Very High,13/08/2016,67,neutral,1,Active,13/08/2016,36,83972,300000,Recreation
79.73874604,30 to 40,100286,1978,none,Medium,795.6528185,29/01/2015,Growth,1774,23/07/2016,23/07/2016,College,23/07/2016,Employed,3,Male,1,1,High priority,0,121312,Married,Accumulating,1504.29,5014.3,1,Email,English,English,Accountant,Estate Planning,Medium,23/07/2016,67,satisfied,1,Active,23/07/2016,12,141030,1250000,Housing
41.80900255,65 and over,142778,1934,none,Very High,718.6976867,26/04/2014,Aggressive,1170,28/08/2016,28/08/2016,Professional,28/08/2016,Selfemployed,1,Female,0,0,Normal priority,1,89223,Divorced,Gifting,2141.67,7138.9,0,Video Conference,English,English,Software Developer,Retirement Planning,Very High,28/08/2016,67,very dissatisfied,0,Active,28/08/2016,42,251763,1250000,Uncategorized
8.173688594,23 to 30,50661,1993,mail,Very High,700.7976078,08/05/2016,Conserviti,1266,22/12/2017,22/12/2017,High School,22/12/2017,Unemployed,3,Male,1,1,Low priority,0,110502,Married,Starting,759.915,2533.05,1,Email,English,English,Trades person,Education Planning,Very High,22/12/2017,67,dissatisfied,0,Active,22/12/2017,70,55587,300000,Recreation
10.32592303,23 to 30,95470,1989,none,Medium,753.4543048,09/05/2015,Moderate,1382,23/12/2016,23/12/2016,High School,23/12/2016,Unemployed,3,Male,1,1,Low priority,0,64049,Married,Accumulating,1432.05,4773.5,1,Email,English,English,Lawyer,Capital Acquisition,Low,23/12/2016,67,neutral,1,Active,23/12/2016,28,122228,100000,Recreation
90.20444251,65 and over,178811.25,1936,mail,Very High,670.7815245,25/10/2016,Aggressive,1590,11/03/2016,11/03/2016,Professional,11/03/2018,Selfemployed,2,Male,1,0,Normal priority,1,141673,Married,Gifting,2682.16875,8940.5625,0,Video Conference,English,English,Software Developer,Retirement Planning,Very High,11/03/2016,67,very dissatisfied,1,Inactive,11/03/2018,75,249308,1250000,Uncategorized
87.87234669,30 to 40,66189,1983,none,High,777.5912731,18/09/2015,Moderate,1626,29/11/2017,29/11/2017,High School,29/11/2017,Employed,3,Male,1,1,Low priority,1,124653,Married,Accumulating,992.835,3309.45,1,Email,Arabic,Arabic,Lawyer,Capital Acquisition,Very High,29/11/2017,67,neutral,1,Active,29/11/2017,73,87541,300000,Recreation
46.98326837,40 to 55,121559,1970,email,Low,701.4292643,17/04/2014,Growth,1681,18/10/2016,18/10/2016,University,18/10/2016,Employed,4,Male,1,1,High priority,1,140052,Married,Accumulating,1823.385,6077.95,2,Teleconference,English,English,Data Scientist,Estate Planning,Very High,18/10/2016,67,satisfied,1,Active,18/10/2016,61,182165,180000,Personal
9.665479288,40 to 55,102106,1966,mail,Low,661.2530955,18/05/2015,Growth,1122,26/12/2016,26/12/2016,University,26/12/2016,Employed,4,Male,0,1,High priority,0,136657,Married,Accumulating,1531.59,5105.3,2,Teleconference,English,English,Data Scientist,Estate Planning,Very Low,26/12/2016,67,satisfied,1,Active,26/12/2016,15,159247,150000,Personal
55.65581811,55 to 65,98086,1955,email,Low,719.5026907,08/01/2016,Growth,1145,14/09/2018,14/09/2018,University,14/09/2018,Employed,2,Female,1,1,High priority,1,105679,Married,Accumulating,1471.29,4904.3,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Medium,14/09/2018,67,very satisfied,0,Active,14/09/2018,8,159412,180000,Transportaion
96.40175644,40 to 55,56754,1963,mail,Medium,786.6514133,02/07/2015,Moderate,1247,26/12/2016,26/12/2016,University,26/12/2016,Employed,4,Female,1,1,High priority,0,67452,Married,Accumulating,851.31,2837.7,2,Email,English,English,Physician,Capital Acquisition,Very High,26/12/2016,67,satisfied,0,Active,26/12/2016,43,94225,100000,Utilities
65.65840535,30 to 40,133169,1982,email,Low,746.374596,17/04/2014,Growth,1304,05/05/2016,05/05/2016,College,05/05/2016,Employed,3,Male,1,0,High priority,0,62082,Married,Accumulating,1997.535,6658.45,1,Teleconference,English,English,Data Scientist,Estate Planning,Very High,05/05/2016,67,satisfied,1,Active,05/05/2016,57,185705,150000,Recreation
60.9460816,40 to 55,108400,1974,none,Low,707.9707146,26/01/2016,Growth,1488,15/04/2018,15/04/2018,College,15/04/2018,Employed,4,Male,0,1,High priority,0,87158,Married,Accumulating,1626,5420,2,Email,English,English,Accountant,Estate Planning,High,15/04/2018,67,satisfied,1,Active,15/04/2018,46,154568,150000,Food
18.94674128,40 to 55,122801,1972,none,Low,738.5638196,30/11/2015,Growth,1491,04/07/2017,04/07/2017,College,04/07/2017,Employed,4,Male,1,1,High priority,1,57563,Married,Accumulating,1842.015,6140.05,2,Teleconference,English,English,Data Scientist,Estate Planning,Very High,04/07/2017,67,satisfied,0,Active,04/07/2017,63,179968,180000,Food
53.9373432,30 to 40,90640,1980,mail,Medium,738.7433296,11/06/2017,Moderate,1595,06/04/2018,06/04/2018,College,06/04/2018,Employed,3,Male,1,1,Low priority,1,142981,Married,Accumulating,1359.6,4532,1,Email,Arabic,Arabic,Physician,Capital Acquisition,Medium,06/04/2018,67,satisfied,0,Active,06/04/2018,25,128759,1250000,Recreation
83.57985219,55 to 65,128916.25,1959,none,Low,737.8123296,21/11/2017,Growth,1664,13/09/2016,13/09/2016,University,13/09/2018,Employed,4,Male,1,1,High priority,1,85184,Married,Accumulating,1933.74375,6445.8125,2,Teleconference,English,English,Data Scientist,Estate Planning,High,13/09/2016,67,satisfied,0,Inactive,13/09/2018,3,160804,180000,Health
36.46124329,55 to 65,101139,1957,none,Low,792.876816,27/03/2014,Growth,1773,24/04/2016,24/04/2016,PhD,24/04/2016,Homemaker,4,Female,1,1,High priority,1,130270,Married,Accumulating,1517.085,5056.95,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,24/04/2016,67,very satisfied,1,Active,24/04/2016,22,166108,180000,Health
77.88580209,40 to 55,75270,1976,phone,Medium,708.3518135,11/10/2015,Moderate,1802,17/05/2017,17/05/2017,College,17/05/2017,Employed,4,Male,0,1,Low priority,1,92800,Married,Accumulating,1129.05,3763.5,2,Email,Arabic,Arabic,Physician,Capital Acquisition,High,17/05/2017,67,satisfied,0,Active,17/05/2017,55,109398,100000,Food
14.0016731,23 to 30,65955,1993,none,Very High,785.6870043,20/08/2017,Conserviti,1008,03/02/2018,03/02/2018,High School,03/02/2018,Unemployed,3,Male,0,1,Low priority,0,72520,Married,Starting,989.325,3297.75,1,Email,English,English,Lawyer,Education Planning,High,03/02/2018,67,neutral,1,Active,03/02/2018,66,79001,300000,Recreation
46.98673433,23 to 30,48225,1992,mail,Very High,698.9150654,21/08/2015,Conserviti,1172,05/02/2018,05/02/2018,High School,05/02/2018,Unemployed,3,Male,1,1,Low priority,1,53103,Married,Starting,723.375,2411.25,1,Email,English,English,Trades person,Education Planning,Very High,05/02/2018,67,neutral,1,Active,05/02/2018,26,56036,300000,Recreation
35.25721935,23 to 30,53381,1993,email,Very High,658.5446528,01/10/2015,Conserviti,1391,22/12/2017,22/12/2017,High School,22/12/2017,Unemployed,3,Male,1,1,Low priority,0,75893,Married,Starting,800.715,2669.05,1,Email,English,English,Trades person,Education Planning,Very High,22/12/2017,67,neutral,0,Active,22/12/2017,46,61269,300000,Recreation
74.43713061,40 to 55,80074,1971,email,Medium,716.3773457,27/10/2017,Moderate,1504,03/01/2018,03/01/2018,College,03/01/2018,Employed,4,Male,1,1,High priority,1,93958,Married,Accumulating,1201.11,4003.7,2,Email,English,English,Physician,Capital Acquisition,High,03/01/2018,67,satisfied,1,Active,03/01/2018,11,120374,1250000,Food
1.326134829,23 to 30,48657,1988,email,Very High,713.8224771,15/12/2016,Conserviti,1516,22/12/2017,22/12/2017,High School,22/12/2017,Employed,3,Male,1,1,Low priority,1,53904,Married,Starting,729.855,2432.85,1,Email,Arabic,Arabic,Lawyer,Education Planning,Very High,22/12/2017,67,neutral,1,Active,22/12/2017,13,59967,300000,Recreation
84.41236968,23 to 30,72854,1987,none,High,746.3825077,19/11/2015,Moderate,1302,17/05/2017,17/05/2017,High School,17/05/2017,Unemployed,3,Male,1,1,Low priority,0,142682,Married,Accumulating,1092.81,3642.7,1,Email,English,English,Lawyer,Capital Acquisition,Very High,17/05/2017,67,neutral,1,Active,17/05/2017,34,91402,300000,Recreation
21.1198096,65 and over,134769,1942,none,Very High,711.7126429,29/12/2015,Aggressive,1485,24/10/2016,24/10/2016,Professional,24/10/2016,Retired,1,Female,1,0,Normal priority,1,136888,Divorced,Spending,2021.535,6738.45,0,In Person,English,English,Software Developer,Retirement Planning,Very High,24/10/2016,67,very satisfied,0,Active,24/10/2016,53,231580,1250000,Savings
6.818563567,65 and over,127025,1934,none,Very High,738.1226255,04/11/2014,Aggressive,1683,24/06/2016,24/06/2016,Professional,24/06/2016,Selfemployed,1,Female,1,0,Normal priority,0,72760,Divorced,Gifting,1905.375,6351.25,0,In Person,Arabic,Arabic,Software Developer,Retirement Planning,Very High,24/06/2016,67,very satisfied,0,Active,24/06/2016,16,230279,1250000,Uncategorized
31.94756858,23 to 30,79302,1990,phone,High,702.1196223,27/03/2016,Moderate,1798,20/08/2018,20/08/2018,High School,20/08/2018,Unemployed,3,Male,1,1,Low priority,0,128121,Married,Accumulating,1189.53,3965.1,1,Email,English,English,Lawyer,Capital Acquisition,High,20/08/2018,67,neutral,1,Active,20/08/2018,7,99866,300000,Recreation
85.44776313,40 to 55,94649,1975,email,Medium,687.7626638,17/07/2014,Growth,1812,12/06/2016,12/06/2016,College,12/06/2016,Employed,4,Male,1,1,High priority,0,49821,Married,Accumulating,1419.735,4732.45,2,Email,English,English,Accountant,Estate Planning,Low,12/06/2016,67,satisfied,1,Active,12/06/2016,12,138714,1250000,Food
18.95447603,23 to 30,49406,1991,phone,Very High,675.8102696,08/09/2016,Conserviti,1902,05/03/2017,05/03/2017,High School,05/03/2017,Unemployed,3,Male,1,1,Low priority,1,141150,Married,Starting,741.09,2470.3,1,Email,English,English,Trades person,Education Planning,Very High,05/03/2017,67,neutral,1,Active,05/03/2017,54,56759,300000,Recreation
4.278374435,30 to 40,55935,1985,none,Very High,675.279928,21/08/2015,Conserviti,1047,05/02/2018,05/02/2018,High School,05/02/2018,Employed,3,Male,1,1,Low priority,1,75046,Married,Starting,839.025,2796.75,1,Email,English,English,Lawyer,Education Planning,Very High,05/02/2018,67,neutral,1,Active,05/02/2018,48,70615,300000,Recreation
57.59003335,65 and over,88409,1943,mail,Low,784.6104768,20/05/2016,Growth,1190,12/10/2017,12/10/2017,Professional,12/10/2017,Retired,1,Female,1,1,High priority,1,87208,Divorced,Accumulating,1326.135,4420.45,0,In Person,Arabic,Arabic,Professor,Increase Net Worth,Very High,12/10/2017,67,very satisfied,1,Active,12/10/2017,61,167729,180000,Savings
46.47682431,40 to 55,66529,1976,none,High,703.6009632,02/07/2015,Moderate,1400,24/08/2016,24/08/2016,College,24/08/2016,Employed,4,Male,0,1,Low priority,0,62585,Married,Accumulating,997.935,3326.45,2,Email,English,English,Physician,Capital Acquisition,Very High,24/08/2016,67,satisfied,1,Active,24/08/2016,24,99428,100000,Food
37.18397046,40 to 55,115725,1972,phone,Low,794.236599,22/08/2015,Growth,1427,17/05/2017,17/05/2017,College,17/05/2017,Employed,4,Male,1,1,High priority,0,82139,Married,Accumulating,1735.875,5786.25,2,Teleconference,English,English,Data Scientist,Estate Planning,Very High,17/05/2017,67,satisfied,0,Active,17/05/2017,54,166368,150000,Food
74.81241858,30 to 40,98155,1978,phone,Medium,699.3482955,11/02/2017,Growth,1458,01/08/2018,01/08/2018,College,01/08/2018,Employed,3,Male,1,1,High priority,1,126045,Married,Accumulating,1472.325,4907.75,1,Email,English,English,Physician,Capital Acquisition,Very High,01/08/2018,67,satisfied,1,Active,01/08/2018,71,135279,1250000,Housing
64.25261808,55 to 65,139170,1952,phone,Very High,774.5770687,22/10/2015,Aggressive,1546,23/07/2018,23/07/2018,PhD,23/07/2018,Homemaker,1,Female,0,0,Normal priority,0,67587,Single,Spending,2087.55,6958.5,0,In Person,English,English,Professor,Increase Net Worth,Very High,23/07/2018,67,very satisfied,1,Active,23/07/2018,9,223938,750000,Transportaion
20.89902796,55 to 65,103388.75,1959,mail,Low,684.8717192,17/11/2017,Growth,1651,07/03/2016,07/03/2016,PhD,07/03/2018,Homemaker,4,Male,1,1,High priority,0,92267,Married,Accumulating,1550.83125,5169.4375,2,Teleconference,Arabic,Arabic,Data Scientist,Philanthropy,Very Low,07/03/2016,67,satisfied,0,Inactive,07/03/2018,9,142636,150000,Health
57.85656813,65 and over,140742,1941,mail,Very High,766.7389675,03/09/2015,Aggressive,1434,13/03/2018,13/03/2018,Professional,13/03/2018,Retired,1,Female,1,0,Normal priority,0,59327,Single,Gifting,2111.13,7037.1,0,In Person,English,English,Software Developer,Retirement Planning,Very High,13/03/2018,67,very satisfied,0,Active,13/03/2018,61,237648,1250000,Savings
75.92162854,23 to 30,53989,1992,phone,Very High,776.355313,02/01/2015,Conserviti,1473,13/08/2016,13/08/2016,High School,13/08/2016,Unemployed,3,Male,1,1,Low priority,1,136376,Married,Starting,809.835,2699.45,1,Email,English,English,Trades person,Education Planning,Very High,13/08/2016,67,neutral,0,Active,13/08/2016,41,62595,300000,Recreation
71.41930883,65 and over,135847,1950,phone,Very High,713.9853235,03/02/2015,Aggressive,1616,04/07/2017,04/07/2017,PhD,04/07/2017,Retired,1,Female,0,0,Normal priority,1,60117,Single,Spending,2037.705,6792.35,0,In Person,English,English,Professor,Increase Net Worth,Very High,04/07/2017,67,very satisfied,1,Active,04/07/2017,59,226747,750000,Transportaion
24.32181938,40 to 55,69974,1975,phone,High,695.5761932,22/03/2014,Moderate,1722,16/09/2016,16/09/2016,College,16/09/2016,Employed,4,Male,1,1,Low priority,0,68166,Married,Accumulating,1049.61,3498.7,2,Email,English,English,Physician,Capital Acquisition,Medium,16/09/2016,67,satisfied,0,Active,16/09/2016,26,108147,100000,Food
99.10734971,65 and over,138788,1949,mail,Very High,672.0241737,27/10/2015,Aggressive,1878,01/05/2017,01/05/2017,PhD,01/05/2017,Homemaker,1,Female,1,0,Normal priority,1,102502,Single,Spending,2081.82,6939.4,0,In Person,English,English,Professor,Increase Net Worth,Very High,01/05/2017,67,very satisfied,0,Active,01/05/2017,21,228026,750000,Transportaion
29.06146215,40 to 55,80373,1968,none,Medium,674.9828355,30/10/2016,Growth,1922,25/05/2017,25/05/2017,University,25/05/2017,Employed,4,Male,0,1,High priority,1,122063,Married,Accumulating,1205.595,4018.65,2,Email,English,English,Accountant,Estate Planning,Low,25/05/2017,67,satisfied,0,Active,25/05/2017,15,130476,1250000,Personal
16.90656886,40 to 55,79942,1962,phone,Medium,769.5232086,21/01/2015,Growth,1137,28/04/2016,28/04/2016,University,28/04/2016,Employed,4,Female,0,1,High priority,0,122884,Married,Accumulating,1199.13,3997.1,2,Email,English,English,Accountant,Estate Planning,Very High,28/04/2016,67,satisfied,1,Active,28/04/2016,60,123222,1250000,Utilities
15.36519399,40 to 55,119694,1968,email,Low,657.0183937,03/07/2016,Growth,1323,30/01/2017,30/01/2017,University,30/01/2017,Homemaker,4,Male,1,1,High priority,1,102202,Married,Accumulating,1795.41,5984.7,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Very High,30/01/2017,67,very satisfied,0,Active,30/01/2017,35,185609,180000,Personal
1.631222564,23 to 30,56860,1989,email,Very High,687.0134069,20/06/2015,Conserviti,1399,23/07/2016,23/07/2016,High School,23/07/2016,Employed,3,Male,1,1,Low priority,0,94142,Married,Starting,852.9,2843,1,Email,English,English,Lawyer,Education Planning,Low,23/07/2016,67,neutral,0,Active,23/07/2016,48,71913,300000,Recreation
60.43098234,65 and over,72332,1944,none,Low,796.4292287,01/08/2017,Growth,1608,06/08/2018,06/08/2018,PhD,06/08/2018,Homemaker,1,Female,0,1,High priority,1,52425,Single,Accumulating,1084.98,3616.6,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,06/08/2018,67,very satisfied,0,Active,06/08/2018,22,136879,180000,Savings
19.45034138,40 to 55,55146,1976,mail,High,723.4268232,21/06/2015,Moderate,1644,28/02/2016,28/02/2016,College,28/02/2016,Employed,4,Male,1,1,Low priority,0,121933,Married,Accumulating,827.19,2757.3,2,Email,English,English,Physician,Capital Acquisition,Medium,28/02/2016,67,satisfied,0,Active,28/02/2016,71,87329,300000,Food
76.39342692,65 and over,68254,1949,none,Low,692.7395345,31/03/2015,Growth,1770,14/09/2018,14/09/2018,PhD,14/09/2018,Retired,1,Female,1,1,High priority,0,45510,Single,Accumulating,1023.81,3412.7,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,14/09/2018,67,very satisfied,1,Active,14/09/2018,67,133419,150000,Transportaion
37.09874008,55 to 65,138727,1956,email,Very High,748.3116041,17/09/2014,Aggressive,1822,04/05/2016,04/05/2016,PhD,04/05/2016,Homemaker,1,Female,1,0,High priority,0,136210,Single,Spending,2080.905,6936.35,0,In Person,English,English,Professor,Increase Net Worth,Very High,04/05/2016,67,very satisfied,1,Active,04/05/2016,30,222283,750000,Health
75.62472866,40 to 55,96305,1972,mail,Medium,672.9788466,10/02/2015,Growth,1663,11/01/2016,11/01/2016,College,11/01/2016,Employed,4,Male,1,1,High priority,0,55598,Married,Accumulating,1444.575,4815.25,2,Email,Arabic,Arabic,Accountant,Estate Planning,Medium,11/01/2016,67,satisfied,0,Active,11/01/2016,64,143557,1250000,Food
8.928080462,65 and over,110415,1937,mail,Very High,665.5037717,14/12/2015,Aggressive,1682,19/05/2016,19/05/2016,Professional,19/05/2016,Selfemployed,1,Female,1,0,Normal priority,0,128691,Divorced,Spending,1656.225,5520.75,0,In Person,English,English,Professor,Increase Net Worth,Very High,19/05/2016,67,very satisfied,1,Active,19/05/2016,2,203637,750000,Giving
96.80516132,55 to 65,136281.25,1954,phone,Low,668.0865671,17/06/2015,Growth,1089,06/05/2016,06/05/2016,PhD,06/05/2018,Homemaker,2,Male,1,1,High priority,1,111830,Married,Accumulating,2044.21875,6814.0625,0,Other,English,English,Professor,Increase Net Worth,Very Low,06/05/2016,67,very satisfied,1,Inactive,06/05/2018,31,181323,180000,Transportaion
8.205620905,65 and over,137063,1946,phone,Very High,654.556132,19/10/2014,Aggressive,1100,23/02/2016,23/02/2016,PhD,23/02/2016,Homemaker,1,Female,1,0,Normal priority,1,109492,Single,Spending,2055.945,6853.15,0,In Person,Arabic,Arabic,Professor,Increase Net Worth,Low,23/02/2016,67,very satisfied,1,Active,23/02/2016,9,223410,1250000,Insurance
39.03755734,30 to 40,59662,1980,mail,High,738.0736446,26/09/2015,Conserviti,1155,16/06/2017,16/06/2017,College,16/06/2017,Employed,3,Male,1,1,Low priority,1,141036,Married,Accumulating,894.93,2983.1,1,Email,English,English,Physician,Capital Acquisition,Very High,16/06/2017,67,satisfied,0,Active,16/06/2017,74,87817,300000,Recreation
95.96577902,65 and over,174797.5,1935,email,Very High,670.4025041,13/01/2017,Aggressive,1267,04/02/2016,04/02/2016,Professional,03/02/2018,Selfemployed,2,Male,1,0,Normal priority,0,112386,Married,Gifting,2621.9625,8739.875,0,In Person,English,English,Software Developer,Retirement Planning,Low,04/02/2016,67,very satisfied,0,Inactive,03/02/2018,2,244872,1250000,Uncategorized
59.46019921,30 to 40,79496.25,1986,none,High,674.6992006,21/10/2017,Conserviti,1367,05/01/2016,05/01/2016,High School,04/01/2018,Unemployed,2,Female,1,1,Low priority,0,53704,Divorced,Accumulating,1192.44375,3974.8125,1,Email,English,English,Lawyer,Education Planning,Very High,05/01/2016,67,neutral,0,Inactive,04/01/2018,42,78360,300000,Recreation
25.60135356,65 and over,139103.75,1944,none,Very Low,752.6197798,02/02/2015,Growth,1952,05/07/2016,05/07/2016,Professional,05/07/2018,Retired,2,Male,1,0,Normal priority,0,103105,Married,Accumulating,2086.55625,6955.1875,0,In Person,English,English,Professor,Increase Net Worth,Very High,05/07/2016,67,very satisfied,1,Inactive,05/07/2018,71,197322,80000,Savings
9.783599908,65 and over,141364,1939,email,Very High,794.2184463,02/02/2014,Aggressive,1062,12/06/2016,12/06/2016,Professional,12/06/2016,Retired,1,Female,1,0,Normal priority,1,73790,Divorced,Gifting,2120.46,7068.2,0,In Person,English,English,Software Developer,Retirement Planning,Very High,12/06/2016,67,very satisfied,0,Active,12/06/2016,6,242410,1250000,Giving
65.3131643,40 to 55,103860,1976,mail,Medium,789.413879,09/10/2016,Moderate,1082,20/02/2016,20/02/2016,College,19/02/2018,Employed,4,Female,1,1,Low priority,0,99810,Married,Accumulating,1557.9,5193,2,Email,Arabic,Arabic,Accountant,Estate Planning,Medium,20/02/2016,67,satisfied,1,Inactive,19/02/2018,15,124058,100000,Food
83.72011807,55 to 65,100526,1954,phone,Low,728.9458202,04/11/2014,Growth,1218,23/04/2016,23/04/2016,PhD,23/04/2016,Homemaker,2,Female,0,1,High priority,0,60914,Married,Accumulating,1507.89,5026.3,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,23/04/2016,67,very satisfied,0,Active,23/04/2016,2,167100,180000,Transportaion
60.51806242,40 to 55,110016.25,1976,phone,Medium,783.4963642,10/07/2016,Moderate,1242,05/01/2016,05/01/2016,College,04/01/2018,Employed,4,Female,0,1,Low priority,1,100098,Married,Accumulating,1650.24375,5500.8125,2,Email,English,English,Accountant,Estate Planning,Medium,05/01/2016,67,satisfied,0,Inactive,04/01/2018,43,131106,1250000,Food
79.65479183,65 and over,122770,1940,email,Very High,713.1887213,05/05/2015,Aggressive,1380,01/11/2017,01/11/2017,Professional,01/11/2017,Retired,1,Female,1,0,Normal priority,0,81651,Single,Spending,1841.55,6138.5,0,In Person,English,English,Professor,Increase Net Worth,Low,01/11/2017,67,very satisfied,1,Active,01/11/2017,71,213590,750000,Savings
18.06538891,65 and over,79970,1949,phone,Low,661.4035182,17/02/2017,Growth,1749,12/03/2016,12/03/2016,PhD,12/03/2018,Homemaker,2,Male,1,1,High priority,0,120901,Married,Accumulating,1199.55,3998.5,0,Teleconference,English,English,Data Scientist,Philanthropy,Low,12/03/2016,67,satisfied,0,Inactive,12/03/2018,71,123824,150000,Transportaion
10.00754823,55 to 65,72114,1960,email,Medium,674.9833157,13/04/2016,Growth,1834,06/07/2017,06/07/2017,University,06/07/2017,Homemaker,4,Female,1,1,High priority,1,132224,Married,Accumulating,1081.71,3605.7,2,Teleconference,English,English,Data Scientist,Estate Planning,Low,06/07/2017,67,satisfied,1,Active,06/07/2017,34,126536,1250000,Health
