ASSETS,CUSTOMER_ID,FUNDS_UNDER_MANAGEMENT,TOP_SPENDING_CATEGORY
190571,1276,180000,Food
190571,1276,180000,Food
190571,1276,180000,Food
190571,1276,180000,Food
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
68757,1277,300000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
118246,1278,100000,Recreation
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
248518,1279,1250000,Uncategorized
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
81701,1280,300000,Personal
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
154577,1281,150000,Housing
190066,1282,180000,Utilities
190066,1282,180000,Utilities
190066,1282,180000,Utilities
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
221920,1283,750000,Transportaion
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
182590,1284,80000,Savings
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
125761,1285,100000,Recreation
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
204624,1286,750000,Savings
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
97015,1287,300000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
154227,1288,150000,Food
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
162905,1289,150000,Personal
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
129260,1290,100000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
54891,1291,300000,Recreation
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
222835,1292,1250000,Savings
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
96311,1293,100000,Food
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
162349,1294,1250000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
104467,1295,100000,Recreation
64082,1296,300000,Recreation
64082,1296,300000,Recreation
64082,1296,300000,Recreation
167019,1297,150000,Housing
167019,1297,150000,Housing
167019,1297,150000,Housing
167019,1297,150000,Housing
167019,1297,150000,Housing
167019,1297,150000,Housing
167019,1297,150000,Housing
167019,1297,150000,Housing
138286,1298,150000,Health
138286,1298,150000,Health
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
192391,1299,750000,Savings
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
237888,1300,1250000,Giving
74454,1301,300000,Housing
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
91402,1302,300000,Recreation
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
214319,1303,750000,Transportaion
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
185705,1304,150000,Recreation
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
224435,1305,750000,Insurance
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
192800,1306,80000,Transportaion
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
95609,1307,100000,Personal
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
212066,1308,750000,Uncategorized
197899,1309,750000,Transportaion
197899,1309,750000,Transportaion
197899,1309,750000,Transportaion
197899,1309,750000,Transportaion
197899,1309,750000,Transportaion
197899,1309,750000,Transportaion
197899,1309,750000,Transportaion
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
166896,1310,180000,Health
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
209517,1311,750000,Uncategorized
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
111894,1312,300000,Recreation
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
181202,1313,180000,Health
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
192849,1314,80000,Insurance
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
56634,1315,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
83768,1316,300000,Recreation
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
246909,1317,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
242710,1318,1250000,Savings
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
144541,1319,1250000,Recreation
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
158229,1320,180000,Insurance
59660,1321,300000,Recreation
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
138601,1322,150000,Transportaion
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
185609,1323,180000,Personal
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
159253,1324,180000,Transportaion
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
158129,1325,150000,Food
