ACTIVITY_FEES,COMMUNICATIONS_AND_IT_EXPENSE,CUSTOMER_ID,END_DATE,INTEREST_EXPENSE,INTEREST_INCOME,LAST_CUSTOMER_REPLIED_TO_OFFER_INDICATOR,LAST_CUSTOMER_REPLY_TIME,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS,STATUS_DATE,STATUS_REASON
106436.13188363703,356.62948422647065,1297,2018-02-28,85.121787055417,89.34762163841103,True,100,,2018-06-22,RetirementBasic,True,False,2,2018-02-01,Inactive,2018-02-05,Inactive Client
3943.306881840872,708.0830515414299,1298,2018-08-31,103.73826013479331,413.65349174075106,False,0.0,,2018-08-23,Cash,True,False,3,2018-08-01,Inactive,2018-08-20,Inactive Client
3943.306881840872,8.549934695168325,1298,2018-08-31,269.7356644586107,147.83679579177021,True,47,More Generous Investing,2018-08-20,Savings,True,True,1,2018-08-01,Active,2018-08-20,Active Client
3943.306881840872,873.6255066033307,1298,2018-08-31,432.59304488305264,81.99504527696605,False,0.0,,2018-08-29,Education,True,False,0,2018-08-01,Inactive,2018-08-20,Inactive Client
3943.306881840872,103.19953497825651,1298,2018-08-31,203.772602519321,138.9611926543514,False,0.0,,2018-09-09,FinancialPlan,True,False,2,2018-08-01,Inactive,2018-08-20,Inactive Client
3943.306881840872,285.8153639175646,1298,2018-08-31,387.21450953056757,988.5570755547035,True,150,,2018-08-26,RetirementBrokerage,True,False,0,2018-08-01,Inactive,2018-08-20,Inactive Client
3943.306881840872,69.97029123763224,1298,2018-08-31,470.4570052882644,498.9384337509895,False,0.0,,2018-09-08,RetirementPlan,True,False,4,2018-08-01,Inactive,2018-08-20,Inactive Client
3943.306881840872,836.3691187288618,1298,2018-08-31,750.9496555709574,347.15064567284304,True,136,,2018-08-29,ManagedPortfolio,True,False,5,2018-08-01,Inactive,2018-08-20,Inactive Client
3943.306881840872,19.466904202575286,1298,2018-08-31,958.8119868847482,106.66281466377592,True,132,The Best Things in Life Are Not Fees,2018-08-20,RetirementBasic,True,True,5,2018-08-01,Active,2018-08-20,Active Client
75993.27567170061,300.15565957474956,1299,2017-05-31,348.1304071670191,725.5531503530361,True,16,More Generous Investing,2017-05-20,RetirementBrokerage,True,True,1,2017-05-01,Active,2017-05-20,Active Client
75993.27567170061,89.56952847837191,1299,2017-05-31,930.3274005990121,413.7257113637835,True,65,A Loan With A View,2017-05-20,RetirementPlan,True,True,5,2017-05-01,Active,2017-05-20,Active Client
75993.27567170061,105.7902223062902,1299,2017-05-31,579.1574877176839,1.2051638847561585,False,0.0,,2017-06-04,ManagedPortfolio,True,False,5,2017-05-01,Inactive,2017-05-20,Inactive Client
75993.27567170061,97.89348798472281,1299,2017-05-31,706.4813763285298,381.10485187670025,True,31,Wealth Comes in Many Forms,2017-05-20,RetirementBasic,True,True,1,2017-05-01,Active,2017-05-20,Active Client
84338.36545186586,313.2257576713168,1300,2017-06-30,257.468465705182,710.4677307887573,True,29,More Generous Investing,2017-06-01,FinancialPlan,True,True,0,2017-05-01,Active,2017-06-01,Active Client
84338.36545186586,526.7933865715495,1300,2017-06-30,154.5765908525078,821.7095938571545,False,0.0,,2017-06-10,RetirementBrokerage,True,False,2,2017-05-01,Inactive,2017-06-01,Inactive Client
84338.36545186586,121.05052789243913,1300,2017-06-30,88.87513186608575,823.5361488586506,True,136,The Best Things in Life Are Not Fees,2017-06-01,RetirementPlan,True,True,4,2017-05-01,Active,2017-06-01,Active Client
84338.36545186586,281.68179382395715,1300,2017-06-30,170.37394298307095,147.00595508069048,True,42,More Generous Investing,2017-06-01,ManagedPortfolio,True,True,1,2017-05-01,Active,2017-06-01,Active Client
84338.36545186586,603.5803953704041,1300,2017-06-30,973.7912571747315,36.000539826291615,True,119,,2017-08-24,RetirementBasic,True,False,2,2017-05-01,Inactive,2017-06-01,Inactive Client
222.2344772985649,995.208942709349,1301,2018-09-30,15.555689767860207,407.820322601997,True,33,Now Prove It,2018-09-04,RetirementBrokerage,True,True,5,2018-09-01,Active,2018-09-04,Active Client
222.2344772985649,672.580731302638,1301,2018-09-30,292.5782134453404,210.29877330128278,False,0.0,,2018-09-11,RetirementPlan,True,False,3,2018-09-01,Inactive,2018-09-04,Inactive Client
222.2344772985649,101.89467689402987,1301,2018-09-30,882.6367311990239,373.81058087695686,False,0.0,,2018-09-18,ManagedPortfolio,True,False,5,2018-09-01,Inactive,2018-09-04,Inactive Client
29589.658072828377,838.7046407647204,1302,2017-05-31,306.9485295701152,606.6295432982547,True,42,Now Prove It,2017-05-17,FinancialPlan,True,True,3,2017-05-01,Active,2017-05-17,Active Client
29589.658072828377,302.71886252126524,1302,2017-05-31,280.225912758313,75.73057327886356,True,28,A Loan With A View,2017-05-17,RetirementBrokerage,True,True,1,2017-05-01,Active,2017-05-17,Active Client
29589.658072828377,961.0069666350163,1302,2017-05-31,898.8529981374944,787.554158241557,True,48,Now Prove It,2017-05-17,RetirementPlan,True,True,5,2017-05-01,Active,2017-05-17,Active Client
82037.34444883828,322.17126478983585,1303,2017-11-30,991.1826120243277,875.6010039136826,True,75,Now Prove It,2017-11-01,Cash,True,True,1,2017-10-01,Active,2017-11-01,Active Client
82037.34444883828,744.3880987292454,1303,2017-11-30,382.3632747903152,122.14434830620702,True,12,Now Prove It,2017-11-01,Savings,True,True,4,2017-10-01,Active,2017-11-01,Active Client
82037.34444883828,906.8310009927148,1303,2017-11-30,82.29893676123073,462.630738226203,True,42,Wealth Comes in Many Forms,2017-11-01,Education,True,True,4,2017-10-01,Active,2017-11-01,Active Client
113807.35973189349,894.5254133370663,1304,2016-05-31,793.9808318825086,693.5106161923069,True,68,Now Prove It,2016-05-05,Brokerage,True,True,1,2016-05-01,Active,2016-05-05,Active Client
113807.35973189349,284.44938836951195,1304,2016-05-31,320.3652437846755,97.37449080185745,True,94,Now Prove It,2016-05-05,Savings,True,True,1,2016-05-01,Active,2016-05-05,Active Client
113807.35973189349,462.18170824837233,1304,2016-05-31,113.6957285256261,552.4241910547825,False,0.0,,2017-11-03,Education,True,False,2,2016-05-01,Inactive,2016-05-05,Inactive Client
113807.35973189349,783.0002570500749,1304,2016-05-31,186.11844529275956,497.7181488761089,True,57,A Loan With A View,2016-05-05,FinancialPlan,True,True,0,2016-05-01,Active,2016-05-05,Active Client
113807.35973189349,601.9548085552889,1304,2016-05-31,943.9857072569797,915.1834897901437,False,0.0,,2018-09-13,RetirementBrokerage,True,False,2,2016-05-01,Inactive,2016-05-05,Inactive Client
113807.35973189349,640.0505716293688,1304,2016-05-31,358.98720566704304,608.5554996602019,True,129,,2017-09-03,RetirementPlan,True,False,3,2016-05-01,Inactive,2016-05-05,Inactive Client
103349.1785223532,995.501332266871,1305,2016-01-31,431.97870381328056,641.6883947474105,True,4,More Generous Investing,2016-01-03,Brokerage,True,True,1,2016-01-01,Active,2016-01-03,Active Client
103349.1785223532,244.21228449916515,1305,2016-01-31,31.14542944776102,333.7259531377574,False,0.0,,2016-09-08,Savings,True,False,1,2016-01-01,Inactive,2016-01-03,Inactive Client
103349.1785223532,780.3213494649799,1305,2016-01-31,173.10855167294932,330.813867850501,False,0.0,,2017-02-12,Education,True,False,5,2016-01-01,Inactive,2016-01-03,Inactive Client
103349.1785223532,158.73085876473874,1305,2016-01-31,220.60671564654842,553.4389043623182,True,40,Wealth Comes in Many Forms,2016-01-03,FinancialPlan,True,True,1,2016-01-01,Active,2016-01-03,Active Client
103349.1785223532,812.5704007225252,1305,2016-01-31,785.848982758679,588.0047387003133,True,75,Now Prove It,2016-01-03,RetirementBrokerage,True,True,5,2016-01-01,Active,2016-01-03,Active Client
103349.1785223532,11.766740081042549,1305,2016-01-31,714.6278852986253,719.2716487487968,True,72,Wealth Comes in Many Forms,2016-01-03,RetirementPlan,True,True,0,2016-01-01,Active,2016-01-03,Active Client
37331.93974751528,340.695732960909,1306,2016-10-31,729.3090721295637,955.1530355062657,True,80,Now Prove It,2016-10-18,Cash,True,True,5,2016-10-01,Active,2016-10-18,Active Client
37331.93974751528,128.2228209288081,1306,2016-10-31,302.20143138832077,276.9919352849822,True,76,A Loan With A View,2016-10-18,Brokerage,True,True,5,2016-10-01,Active,2016-10-18,Active Client
37331.93974751528,58.690960099190995,1306,2016-10-31,793.8687705153667,109.88170595357988,False,0.0,,2017-08-08,Savings,True,False,4,2016-10-01,Inactive,2016-10-18,Inactive Client
37331.93974751528,869.6258435331938,1306,2016-10-31,629.9315014096437,281.8026226522383,False,0.0,,2018-02-16,Education,True,False,3,2016-10-01,Inactive,2016-10-18,Inactive Client
37331.93974751528,612.9245898182825,1306,2016-10-31,170.87544000668504,788.6779168455317,False,0.0,,2018-08-20,FinancialPlan,True,False,4,2016-10-01,Inactive,2016-10-18,Inactive Client
33957.0602336866,64.32006317588822,1307,2016-05-31,958.5525125332524,679.6832149173947,True,7,More Generous Investing,2016-05-19,Savings,True,True,0,2016-05-01,Active,2016-05-19,Active Client
33957.0602336866,141.30389556916623,1307,2016-05-31,931.4283630603845,132.6299084307,True,145,,2017-10-14,Education,True,False,1,2016-05-01,Inactive,2016-05-19,Inactive Client
33957.0602336866,452.25551385669615,1307,2016-05-31,702.3187481511917,161.29136733575143,True,9,More Generous Investing,2016-05-19,FinancialPlan,True,True,2,2016-05-01,Active,2016-05-19,Active Client
33957.0602336866,528.1731514737941,1307,2016-05-31,312.0509791456884,244.9401045193701,True,44,More Generous Investing,2016-05-19,RetirementBasic,True,True,2,2016-05-01,Active,2016-05-19,Active Client
43679.34732408266,47.172663452688695,1308,2016-06-30,593.4698911920532,857.180792904925,False,0.0,,2017-11-04,Cash,True,False,4,2016-06-01,Inactive,2016-06-24,Inactive Client
43679.34732408266,522.4320553553716,1308,2016-06-30,972.9182811722608,265.66415159276556,True,3,More Generous Investing,2016-06-24,Brokerage,True,True,0,2016-06-01,Active,2016-06-24,Active Client
43679.34732408266,549.058071823125,1308,2016-06-30,445.6589511559103,346.0219127970624,True,29,More Generous Investing,2016-06-24,Savings,True,True,3,2016-06-01,Active,2016-06-24,Active Client
43679.34732408266,804.5190586906164,1308,2016-06-30,162.421109559594,660.759327899634,True,77,Now Prove It,2016-06-24,FinancialPlan,True,True,1,2016-06-01,Active,2016-06-24,Active Client
3014.1770625242857,242.05504996675143,1309,2018-03-31,769.2418811195381,994.5955999148272,True,101,Now Prove It,2018-03-13,FinancialPlan,True,True,3,2018-03-01,Active,2018-03-13,Active Client
3014.1770625242857,102.69280980333362,1309,2018-03-31,386.7857431045098,262.9619822663086,True,66,More Generous Investing,2018-03-13,RetirementBrokerage,True,True,1,2018-03-01,Active,2018-03-13,Active Client
3014.1770625242857,519.2570091437888,1309,2018-03-31,278.5510934271449,748.5250470821263,True,35,Wealth Comes in Many Forms,2018-03-13,RetirementPlan,True,True,2,2018-03-01,Active,2018-03-13,Active Client
4834.840055430143,621.3047087964844,1310,2018-03-31,204.92374328982206,293.9982432960566,True,54,Now Prove It,2016-03-09,FinancialPlan,True,True,3,2018-03-01,Active,2018-03-09,Active Client
4834.840055430143,465.5000953237885,1310,2018-03-31,418.34560162122665,663.332004736361,True,79,Wealth Comes in Many Forms,2016-03-09,RetirementBrokerage,True,True,0,2018-03-01,Active,2018-03-09,Active Client
4834.840055430143,803.6023457042702,1310,2018-03-31,888.7235278321228,390.57350018359904,True,26,A Loan With A View,2016-03-09,RetirementPlan,True,True,5,2018-03-01,Active,2018-03-09,Active Client
4834.840055430143,353.93536529656546,1310,2018-03-31,321.15068209327075,472.10941432413,True,129,,2017-05-12,ManagedPortfolio,True,False,3,2018-03-01,Inactive,2018-03-09,Inactive Client
90361.59518052061,933.1172758571238,1311,2017-07-31,535.0953783426855,167.10149843018712,True,43,More Generous Investing,2017-07-24,RetirementBrokerage,True,True,4,2017-07-01,Active,2017-07-24,Active Client
90361.59518052061,993.686022642899,1311,2017-07-31,779.8488579318062,497.84445659283165,True,60,A Loan With A View,2017-07-24,RetirementPlan,True,True,4,2017-07-01,Active,2017-07-24,Active Client
90361.59518052061,819.9676854301017,1311,2017-07-31,657.6914251198247,402.06076695402055,True,141,,2018-09-09,ManagedPortfolio,True,False,4,2017-07-01,Inactive,2017-07-24,Inactive Client
90361.59518052061,794.1498168880148,1311,2017-07-31,804.7391933757482,901.554157481901,True,11,More Generous Investing,2017-07-24,RetirementBasic,True,True,1,2017-07-01,Active,2017-07-24,Active Client
75649.2885161152,693.628588136391,1312,2016-06-30,161.9070308067982,179.30559003626863,True,15,Now Prove It,2016-06-12,RetirementBrokerage,True,True,5,2016-06-01,Active,2016-06-12,Active Client
75649.2885161152,49.648518403270074,1312,2016-06-30,178.95335952508594,195.4554684084122,True,89,A Loan With A View,2016-06-12,RetirementPlan,True,True,3,2016-06-01,Active,2016-06-12,Active Client
75649.2885161152,863.9899988195286,1312,2016-06-30,874.8131951513926,276.34594963463434,False,0.0,,2017-02-19,ManagedPortfolio,True,False,4,2016-06-01,Inactive,2016-06-12,Inactive Client
75649.2885161152,836.4965359487923,1312,2016-06-30,632.384698296924,840.2568331499087,True,59,More Generous Investing,2016-06-12,RetirementBasic,True,True,5,2016-06-01,Active,2016-06-12,Active Client
1159.696710037262,622.4437720815046,1313,2018-02-28,600.447609633563,801.7758332125898,True,19,Now Prove It,2016-02-18,RetirementBrokerage,True,True,0,2018-02-01,Active,2018-02-17,Active Client
1159.696710037262,860.2891378559315,1313,2018-02-28,216.91279177684063,378.4627672998458,False,0.0,,2017-11-10,RetirementPlan,True,False,2,2018-02-01,Inactive,2018-02-17,Inactive Client
35139.47648820658,163.74869342633437,1314,2016-02-29,217.89367150642596,342.0085695483001,True,23,More Generous Investing,2016-02-13,Cash,True,True,1,2016-02-01,Active,2016-02-13,Active Client
35139.47648820658,955.4427020429391,1314,2016-02-29,564.7941278819549,162.33435561662372,True,110,,2016-06-23,Brokerage,True,False,0,2016-02-01,Inactive,2016-02-13,Inactive Client
35139.47648820658,540.0021815039846,1314,2016-02-29,166.19297759089451,156.99937181787877,True,15,More Generous Investing,2016-02-13,Savings,True,True,0,2016-02-01,Active,2016-02-13,Active Client
35139.47648820658,143.46301475060312,1314,2016-02-29,325.8657123501032,662.7974453198245,False,0.0,,2017-12-29,Education,True,False,3,2016-02-01,Inactive,2016-02-13,Inactive Client
7362.746889717402,136.22166119181657,1315,2017-10-31,896.889759398634,757.4177918681326,True,66,Now Prove It,2017-10-12,Savings,True,True,2,2017-10-01,Active,2017-10-12,Active Client
7362.746889717402,718.8443295145113,1315,2017-10-31,244.2500633369189,653.5109021518372,True,148,,2018-02-01,Education,True,False,0,2017-10-01,Inactive,2017-10-12,Inactive Client
7362.746889717402,773.4353687108731,1315,2017-10-31,668.5089921379376,934.6955112845125,True,121,,2018-07-28,FinancialPlan,True,False,5,2017-10-01,Inactive,2017-10-12,Inactive Client
7362.746889717402,976.8909711273424,1315,2017-10-31,572.4856959001751,151.6143211031291,False,0.0,,2017-12-06,RetirementBrokerage,True,False,0,2017-10-01,Inactive,2017-10-12,Inactive Client
7362.746889717402,784.4770354761117,1315,2017-10-31,815.5258682438036,714.8300214680348,True,3,More Generous Investing,2017-10-12,RetirementBasic,True,True,3,2017-10-01,Active,2017-10-12,Active Client
50984.13702611912,95.17019116723763,1316,2016-12-31,55.28339923576518,891.8316889837772,True,31,More Generous Investing,2016-11-30,Cash,True,True,1,2016-11-01,Active,2016-11-30,Active Client
50984.13702611912,666.236563941049,1316,2016-12-31,962.9073609260014,469.2931958562387,False,0.0,,2017-04-21,Brokerage,True,False,1,2016-11-01,Inactive,2016-11-30,Inactive Client
50984.13702611912,634.628268944523,1316,2016-12-31,557.0201831785672,55.41733867479349,True,54,Now Prove It,2016-11-30,Savings,True,True,3,2016-11-01,Active,2016-11-30,Active Client
50984.13702611912,334.2552586352401,1316,2016-12-31,838.2983867894578,441.81848393325936,True,13,Now Prove It,2016-11-30,Education,True,True,0,2016-11-01,Active,2016-11-30,Active Client
50984.13702611912,354.4720192571903,1316,2016-12-31,604.3727678252286,942.2950871256771,True,137,,2017-07-12,FinancialPlan,True,False,1,2016-11-01,Inactive,2016-11-30,Inactive Client
50984.13702611912,864.0120200225506,1316,2016-12-31,298.1231503777103,662.0302310122845,False,0.0,,2017-12-19,RetirementBrokerage,True,False,1,2016-11-01,Inactive,2016-11-30,Inactive Client
50984.13702611912,271.88370566406263,1316,2016-12-31,828.2638244482237,786.7308846520366,True,98,,2018-01-10,RetirementPlan,True,False,3,2016-11-01,Inactive,2016-11-30,Inactive Client
50984.13702611912,475.17180534056047,1316,2016-12-31,543.217027051297,537.0122823132359,True,138,,2018-02-13,ManagedPortfolio,True,False,4,2016-11-01,Inactive,2016-11-30,Inactive Client
50984.13702611912,760.66952139932,1316,2016-12-31,562.2667753038411,962.0662773067734,False,0.0,,2018-06-09,RetirementBasic,True,False,2,2016-11-01,Inactive,2016-11-30,Inactive Client
137806.84523690827,236.20638047284353,1317,2016-05-31,88.03545382164796,472.84024240671533,True,50,Now Prove It,2016-05-03,Cash,True,True,2,2016-05-01,Active,2016-05-03,Active Client
137806.84523690827,305.9431956159405,1317,2016-05-31,108.87197780940421,998.6199940285483,True,65,Now Prove It,2016-05-03,Brokerage,True,True,2,2016-05-01,Active,2016-05-03,Active Client
137806.84523690827,991.4345338694485,1317,2016-05-31,649.4067627413006,181.3703952863981,False,0.0,,2018-07-30,Savings,True,False,3,2016-05-01,Inactive,2016-05-03,Inactive Client
47789.29486330131,413.4413673811376,1318,2016-10-31,247.2731747573245,714.2787680757573,True,14,Now Prove It,2016-10-17,Savings,True,True,2,2016-10-01,Active,2016-10-17,Active Client
47789.29486330131,337.3032313568003,1318,2016-10-31,298.3809919685807,289.5520088174301,True,50,Wealth Comes in Many Forms,2016-10-17,Education,True,True,2,2016-10-01,Active,2016-10-17,Active Client
47789.29486330131,259.0179939994314,1318,2016-10-31,275.8930484538553,17.29366030232739,True,48,A Loan With A View,2016-10-17,FinancialPlan,True,True,0,2016-10-01,Active,2016-10-17,Active Client
47789.29486330131,673.7266789430561,1318,2016-10-31,633.5077986581437,122.86425684620345,False,0.0,,2017-07-26,RetirementBrokerage,True,False,3,2016-10-01,Inactive,2016-10-17,Inactive Client
47789.29486330131,123.88803056089131,1318,2016-10-31,433.13797559066387,471.82590427122574,False,0.0,,2018-01-08,RetirementPlan,True,False,3,2016-10-01,Inactive,2016-10-17,Inactive Client
47789.29486330131,595.8939164294966,1318,2016-10-31,546.2314430419492,508.71419892361746,True,55,Now Prove It,2016-10-17,RetirementBasic,True,True,0,2016-10-01,Active,2016-10-17,Active Client
81919.06655751576,227.565635274725,1319,2017-03-31,392.87710108553637,551.778060001668,True,150,,2017-06-03,Cash,True,False,0,2017-03-01,Inactive,2017-03-14,Inactive Client
81919.06655751576,563.25605783932,1319,2017-03-31,861.5690310113376,255.4115780936153,True,28,More Generous Investing,2017-03-14,Savings,True,True,5,2017-03-01,Active,2017-03-14,Active Client
81919.06655751576,131.6314234273734,1319,2017-03-31,836.9149517866954,372.96889138284206,True,92,Wealth Comes in Many Forms,2017-03-14,Education,True,True,3,2017-03-01,Active,2017-03-14,Active Client
81919.06655751576,964.0039909273075,1319,2017-03-31,946.4413716731452,216.85749874637034,True,98,A Loan With A View,2017-03-14,FinancialPlan,True,True,3,2017-03-01,Active,2017-03-14,Active Client
81919.06655751576,112.44048613905078,1319,2017-03-31,506.60866684944017,193.9198610714199,False,0.0,,2018-06-07,RetirementBrokerage,True,False,3,2017-03-01,Inactive,2017-03-14,Inactive Client
81919.06655751576,625.4640332577235,1319,2017-03-31,91.66329657615213,274.810013801878,True,44,Now Prove It,2017-03-14,RetirementBasic,True,True,5,2017-03-01,Active,2017-03-14,Active Client
43389.77199034754,62.15244948157459,1320,2016-01-31,932.528343663417,761.8416523885631,False,0.0,,2017-05-02,Cash,True,False,2,2016-01-01,Inactive,2016-01-11,Inactive Client
43389.77199034754,182.76086244030938,1320,2016-01-31,433.0356226520201,344.3609920678807,True,87,Now Prove It,2016-01-11,Savings,True,True,0,2016-01-01,Active,2016-01-11,Active Client
43389.77199034754,370.34434473205147,1320,2016-01-31,422.1943662874555,640.9889532727699,True,79,Now Prove It,2016-01-11,ManagedPortfolio,True,True,0,2016-01-01,Active,2016-01-11,Active Client
1492.1601612058275,555.1415577715761,1321,2018-09-30,841.3950177768752,278.0244381275534,True,48,Now Prove It,2018-09-02,Savings,True,True,5,2018-09-01,Active,2018-09-02,Active Client
1492.1601612058275,636.3815416760796,1321,2018-09-30,525.5002964094155,751.8064980372069,True,38,Now Prove It,2018-09-02,RetirementBasic,True,True,1,2018-09-01,Active,2018-09-02,Active Client
52749.72778267884,129.40194358153462,1322,2016-05-31,530.3726930384971,852.5650413944563,True,122,,2017-06-28,Cash,True,False,2,2016-05-01,Inactive,2016-05-04,Inactive Client
52749.72778267884,884.3522308510794,1322,2016-05-31,62.3082086934009,340.52343053838337,True,61,Now Prove It,2016-05-04,Savings,True,True,5,2016-05-01,Active,2016-05-04,Active Client
52749.72778267884,720.645534859045,1322,2016-05-31,862.3488323949963,937.7658362175292,True,61,,2017-08-14,Education,True,False,3,2016-05-01,Inactive,2016-05-04,Inactive Client
52749.72778267884,447.38685658081795,1322,2016-05-31,875.4997693171913,836.6344854299912,True,65,More Generous Investing,2016-05-04,RetirementBasic,True,True,1,2016-05-01,Active,2016-05-04,Active Client
32859.06099958394,590.174334305162,1323,2017-01-31,110.2044477194038,472.6649861598301,True,74,Wealth Comes in Many Forms,2017-01-30,Cash,True,True,0,2017-01-01,Active,2017-01-30,Active Client
32859.06099958394,842.6778369500745,1323,2017-01-31,274.7292207677947,987.1201724632015,True,20,Now Prove It,2017-01-30,Brokerage,True,True,5,2017-01-01,Active,2017-01-30,Active Client
32859.06099958394,900.914936815255,1323,2017-01-31,498.1832177629954,219.98893115848588,False,0.0,,2018-04-04,Savings,True,False,0,2017-01-01,Inactive,2017-01-30,Inactive Client
28319.66158441958,317.7537696553628,1324,2017-06-30,157.6875527639716,519.1388530300278,True,19,More Generous Investing,2017-06-16,FinancialPlan,True,True,2,2017-06-01,Active,2017-06-16,Active Client
28319.66158441958,900.4178833150771,1324,2017-06-30,703.4021657006293,397.3723594134636,False,0.0,,2017-10-10,RetirementBrokerage,True,False,3,2017-06-01,Inactive,2017-06-16,Inactive Client
28319.66158441958,746.9194187588621,1324,2017-06-30,575.8659583369014,304.0267110680619,True,135,The Best Things in Life Are Not Fees,2017-06-16,RetirementPlan,True,True,4,2017-06-01,Active,2017-06-16,Active Client
28319.66158441958,595.189383353079,1324,2017-06-30,429.12697947648235,443.49863091954603,True,49,Now Prove It,2017-06-16,ManagedPortfolio,True,True,2,2017-06-01,Active,2017-06-16,Active Client
28319.66158441958,759.8172151863093,1324,2017-06-30,86.12391374892437,800.3258727209109,False,0.0,,2018-01-05,RetirementBasic,True,False,2,2017-06-01,Inactive,2017-06-16,Inactive Client
38154.580325523704,565.290347228768,1325,2016-03-31,213.2417601556396,207.80990067649319,True,94,Now Prove It,2016-03-26,Savings,True,True,4,2016-03-01,Active,2016-03-26,Active Client
38154.580325523704,342.89078538958205,1325,2016-03-31,741.0013076776834,374.0269340589069,True,3,More Generous Investing,2016-03-26,RetirementBasic,True,True,3,2016-03-01,Active,2016-03-26,Active Client
3508.3598553498055,890.9578866862593,1326,2018-07-31,917.583204032257,798.1710299240971,False,0.0,,2018-09-07,Cash,True,False,4,2018-07-01,Inactive,2018-07-21,Inactive Client
3508.3598553498055,804.3081808070426,1326,2018-07-31,625.6102770720826,692.2070076632194,True,19,More Generous Investing,2018-07-21,FinancialPlan,True,True,3,2018-07-01,Active,2018-07-21,Active Client
3508.3598553498055,477.48290568629443,1326,2018-07-31,989.7163093001092,182.43147410450607,False,0.0,,2018-09-27,RetirementBrokerage,True,False,0,2018-07-01,Inactive,2018-07-21,Inactive Client
3508.3598553498055,571.8707778380764,1326,2018-07-31,670.5785284833894,128.61646184807518,True,100,Now Prove It,2018-07-21,RetirementPlan,True,True,0,2018-07-01,Active,2018-07-21,Active Client
3508.3598553498055,387.7792635538136,1326,2018-07-31,759.4929722421035,220.37214437031156,True,117,A Loan With A View,2018-07-21,ManagedPortfolio,True,True,5,2018-07-01,Active,2018-07-21,Active Client
3508.3598553498055,566.1764134372125,1326,2018-07-31,130.66517722234693,195.02689201020718,True,133,,2018-08-11,RetirementBasic,True,False,2,2018-07-01,Inactive,2018-07-21,Inactive Client
51092.59187342772,519.7361244030849,1327,2018-05-31,305.93874294600295,809.8121340686835,True,61,Now Prove It,2018-05-24,FinancialPlan,True,True,0,2018-05-01,Active,2018-05-24,Active Client
51092.59187342772,154.26742562055966,1327,2018-05-31,759.2860309898527,251.80197779460667,False,0.0,,2018-09-20,RetirementBrokerage,True,False,1,2018-05-01,Inactive,2018-05-24,Inactive Client
51092.59187342772,398.8945844722865,1327,2018-05-31,826.1506595180291,68.34273822892797,True,93,A Loan With A View,2018-05-24,RetirementPlan,True,True,2,2018-05-01,Active,2018-05-24,Active Client
51092.59187342772,986.1912330391103,1327,2018-05-31,761.9515283944526,743.1552747890296,False,0.0,,2018-07-23,ManagedPortfolio,True,False,1,2018-05-01,Inactive,2018-05-24,Inactive Client
2839.2540686219386,859.0421677380559,1328,2016-04-30,113.07884683762886,383.98782937212815,True,23,Now Prove It,2016-04-10,FinancialPlan,True,True,5,2016-04-01,Active,2016-04-10,Active Client
2839.2540686219386,485.3520023663353,1328,2016-04-30,737.4749289963589,631.179268788274,True,133,,2017-08-13,RetirementBrokerage,True,False,0,2016-04-01,Inactive,2016-04-10,Inactive Client
2839.2540686219386,380.5379229040085,1328,2016-04-30,172.86267551044054,769.3899640524388,False,0.0,,2017-06-06,RetirementPlan,True,False,0,2016-04-01,Inactive,2016-04-10,Inactive Client
21905.29652578117,265.2379774331137,1329,2016-03-31,385.04933754251675,557.7510116001032,True,47,Now Prove It,2016-03-08,FinancialPlan,True,True,0,2016-03-01,Active,2016-03-08,Active Client
21905.29652578117,679.3625000353871,1329,2016-03-31,284.74101963912915,568.0646474869719,False,0.0,,2016-12-18,RetirementBrokerage,True,False,0,2016-03-01,Inactive,2016-03-08,Inactive Client
21905.29652578117,485.7938835904864,1329,2016-03-31,401.06172292442176,903.3872198011705,True,2,More Generous Investing,2016-03-08,RetirementPlan,True,True,3,2016-03-01,Active,2016-03-08,Active Client
21905.29652578117,262.59912046455736,1329,2016-03-31,724.8108274345899,21.388864789400344,True,143,The Best Things in Life Are Not Fees,2016-03-08,ManagedPortfolio,True,True,5,2016-03-01,Active,2016-03-08,Active Client
21905.29652578117,472.19801720277985,1329,2016-03-31,329.5365871284944,272.1819593800598,True,145,,2016-11-25,RetirementBasic,True,False,2,2016-03-01,Inactive,2016-03-08,Inactive Client
12595.587177134723,132.07672646758394,1330,2018-01-31,603.0456996140274,862.4000969580914,False,0.0,,2016-10-08,Cash,True,False,5,2018-01-01,Inactive,2018-01-26,Inactive Client
12595.587177134723,127.80174933556331,1330,2018-01-31,110.1580635586199,398.7297202969925,True,95,,2016-11-28,Brokerage,True,False,1,2018-01-01,Inactive,2018-01-26,Inactive Client
12595.587177134723,719.8333946628904,1330,2018-01-31,501.3591101893645,960.7213559182353,False,0.0,,2016-06-21,Savings,True,False,5,2018-01-01,Inactive,2018-01-26,Inactive Client
12595.587177134723,956.8585285719224,1330,2018-01-31,237.7779801955195,250.79809711640587,True,52,Now Prove It,2016-01-27,RetirementBrokerage,True,True,0,2018-01-01,Active,2018-01-26,Active Client
