ACCOUNT_ID,ALGO_INSTRUMENT_ID,ALGO_PORTFOLIO_ID,ALGO_POSITION_ID,BOOK_VALUE,CURRENCY,EFFECTIVE_DATE,FINANCIAL_ASSET_ID,MARKET_VALUE,OPEN_POSITION_INDICATOR,POSITION_ID,POSITION_SIZE,SHORT_POSITION_INDICATOR,VALUATION_DATE
116399,133281,71408,112220,125.52360083257535,USD,1973-11-09,54987,257.67103109666533,False,1214,28.120408437259858,False,1960-03-05
137949,95977,63303,124665,277.17456209108997,USD,1953-08-27,105939,378.52017736251275,True,1215,356.2196648574685,False,2009-07-14
120204,99527,143104,94107,613.4770139396745,EUR,1974-04-21,132432,409.7050933142448,False,1216,261.90217140233693,False,1988-01-16
84856,129959,45154,136371,893.2822740550919,EUR,1995-11-04,77910,999.5368331967766,False,1217,207.77106662332656,False,2014-02-26
46095,101259,46214,84841,508.09810573728686,USD,1959-03-06,111725,415.2748470653661,False,1218,190.16188079131098,True,1978-02-09
106333,127286,106929,85913,127.99957125403371,USD,1961-09-13,132371,227.6723345995737,True,1219,481.546510906843,True,2010-03-15
57525,84611,93109,127759,489.92323542615674,USD,1993-11-04,47219,353.93961908235127,False,1220,473.7205251114016,False,1955-05-07
99782,87771,133926,65973,275.360725876906,CAD,1978-05-06,127556,457.2250048813352,True,1221,735.8581942374565,False,1973-05-06
74409,56816,110907,124190,789.6315607659739,USD,1952-05-26,137160,231.23812455910735,True,1222,62.90642596081845,True,1995-04-20
109301,133005,49734,71220,745.9356509212425,EUR,2014-06-13,82875,586.2144944018845,True,1223,459.14269820075066,False,1958-11-02
56052,82440,136775,64066,897.9011141681422,CAD,2010-08-16,59040,278.6935036570555,True,1224,701.3071616302009,False,2010-06-16
85311,85338,78817,53256,451.0612636438522,CAD,1970-12-22,130414,990.6718800140164,True,1225,310.59586000283144,False,2012-03-27
109995,56153,95663,135269,137.3938078241796,GBP,1973-02-07,140224,987.3464688394207,False,1226,896.4604082537173,False,2004-08-07
107474,106180,128211,98543,447.7847592651508,CAD,1958-05-12,53855,548.0115134820312,True,1227,133.99775293150756,True,1999-05-28
70197,108668,120374,56966,218.48664126529889,CAD,2014-05-20,144384,244.4904143796658,False,1228,677.889500345654,True,1953-12-02
62601,90996,79971,48353,229.63103744899317,USD,1960-08-25,128180,386.68838566374444,False,1229,519.0698855849589,False,1974-04-03
136520,131588,123143,61733,881.4236256227208,GBP,1956-10-06,104683,878.0736232201865,True,1230,328.0944984861477,True,1959-04-25
69729,104046,82044,69590,103.58626322636904,EUR,1961-10-09,73302,53.19996200522332,True,1231,722.6676959515145,False,2015-07-14
91345,132884,133400,93213,859.5495555789023,CAD,1973-12-24,86107,120.38743894652615,False,1232,79.43543465220459,False,1997-01-20
78371,137397,88508,78292,522.619069919946,CAD,2016-09-05,52827,651.4749767074884,False,1233,785.2206413797858,True,1990-12-31
93308,58862,105068,121948,121.61883454400274,GBP,1967-06-01,136493,0.051822623111470345,False,1234,488.4228087134708,False,2005-05-03
98076,143198,135729,73426,823.8451086850939,EUR,1986-09-04,45880,931.3836412339455,True,1235,134.4831109012753,False,1966-06-18
81371,79969,72815,119869,5.298934436456085,EUR,2006-05-23,69055,997.7703066842199,False,1236,643.8461331327607,True,1963-04-14
118060,125697,68856,46925,794.898910542458,CAD,2011-08-24,100235,528.7723218972258,True,1237,122.1500812017754,False,1990-09-10
51688,51168,133800,142281,838.816065696113,EUR,1993-07-09,50181,816.1412228344391,False,1238,178.16286455300096,True,1980-11-19
127508,86796,58060,108298,487.8585951258278,CAD,2013-12-17,92667,365.360794589366,True,1239,434.43164357314856,True,1988-10-18
132450,50719,102390,101707,683.9288840564147,CAD,1960-06-13,113040,352.94736778549355,True,1240,516.2022231238014,True,1981-06-25
107640,125343,50332,118100,425.6353921571855,EUR,1978-06-23,83974,703.1584174745649,False,1241,608.4878350932,True,1984-06-17
93654,74837,142535,71439,3.195903243347496,CAD,1966-02-24,72168,656.9067580781742,True,1242,506.24747801846314,False,1991-08-29
88289,112490,89649,76831,462.96104882377176,GBP,1977-09-13,75338,928.2896288644984,True,1243,41.305230055860385,False,2010-11-23
123217,95581,87515,124459,676.7189774755834,CAD,1981-04-29,67802,218.1412662335144,False,1244,508.95942296739037,True,1996-06-16
48171,112530,94245,92198,926.0996233225676,CAD,1963-03-19,108815,502.54955415330124,False,1245,751.4547209921456,False,1972-06-09
75257,87156,82542,45119,541.9865321841485,CAD,2009-05-20,97248,368.12011892768504,True,1246,655.7714327627925,False,1989-08-11
119094,131821,104576,118727,75.52895851533374,CAD,2007-11-15,70430,378.2467642103653,True,1247,789.4674239995225,True,1958-05-03
49238,94496,72721,53605,191.9884903059586,USD,1978-02-22,92824,463.17203987880623,True,1248,505.9804111433469,False,1989-05-21
73711,52088,70521,69218,255.3196077166676,USD,1997-04-26,138140,526.4017131960753,True,1249,292.4141517872717,False,1975-06-15
88734,134736,135851,112254,1.0532393273233691,CAD,1972-08-21,97588,578.4414395822979,True,1250,625.9984730524797,True,2003-04-06
59146,91243,103293,138029,783.7772229820334,CAD,2015-06-21,50871,422.7247427659865,True,1251,292.1411924548297,False,1965-01-05
102680,86702,59158,59857,176.48766755418416,EUR,2005-11-22,134128,66.75209099888475,True,1252,92.09147725506051,True,1989-10-07
80135,100122,138760,72849,431.0151690869988,EUR,2000-09-05,132753,319.51038549331366,False,1253,489.1077121004475,True,2007-07-22
130277,66236,96195,138085,439.8270203317171,GBP,1959-08-13,55974,542.9878398173638,True,1254,242.99498917545037,False,1988-12-05
57791,78269,45535,94037,269.50891742762786,USD,1952-08-13,123039,965.053883519151,True,1255,549.0460011231564,True,1955-11-03
92129,133820,53628,142527,518.071242462611,CAD,1964-08-14,77565,146.05741341271266,False,1256,954.6198178598363,False,1975-10-09
106153,127223,111707,138012,272.23769694030517,CAD,1960-11-12,50068,770.8082643778076,True,1257,716.8722254315485,True,1967-05-12
55278,133342,101130,86650,512.146839373219,USD,2003-12-02,78128,569.2720469417194,True,1258,756.1341500658059,False,2015-04-23
95632,106074,113748,76773,606.4795077737406,EUR,1960-03-05,71487,96.788851917249,True,1259,996.4069591832784,False,2016-10-07
62326,73082,134326,128632,428.0840187381671,EUR,1951-11-02,63117,892.7394569501683,False,1260,156.71695557499777,False,1950-11-12
110350,128434,54328,84458,991.4638626477283,EUR,1998-08-08,71496,872.4827475160814,False,1261,244.24044194012436,False,1958-04-03
72198,133310,124693,140576,425.23991003902466,USD,1963-05-21,90325,406.0744274697273,True,1262,595.4779718117953,False,2016-02-28
79583,117197,123717,98604,887.6943194118896,CAD,2015-02-19,82680,341.7224049605948,True,1263,155.73514529621514,False,2005-05-26
61397,72479,124920,60000,594.3533204533437,EUR,1974-12-18,87297,937.7379469430241,True,1264,217.97481141732706,True,1989-10-09
102712,100448,139101,120086,563.9043237176696,USD,2003-11-25,139030,190.91563057101607,False,1265,381.6302160814241,False,1999-07-11
50063,66847,80745,45727,415.7002485282658,GBP,1983-05-09,96982,759.0269099511944,False,1266,954.0328458098387,True,1982-07-23
120957,142586,133552,134437,290.94806801000107,CAD,2001-08-08,48566,584.904095032234,False,1267,356.07195135061676,True,1967-09-30
104852,68908,56330,83882,477.0736575087434,EUR,1990-10-05,104122,830.0404359057981,True,1268,156.52508414061245,False,1950-07-28
103921,127928,79386,73984,752.2616822223079,CAD,2016-03-30,56600,383.8705957228116,False,1269,423.37275076808874,True,2010-03-15
96368,46450,63804,136798,677.2433193053756,CAD,2012-04-12,127139,535.2148976446489,False,1270,232.1452637005686,False,1965-07-15
69099,135342,67101,142302,587.9671385395143,CAD,2001-01-03,116180,139.56622656004586,False,1271,891.9653604840543,True,1987-09-15
68301,87233,115909,124549,28.71433887612744,CAD,1953-12-03,87598,84.83026434361163,True,1272,832.98371185929,True,1955-05-08
122855,63906,143509,135173,718.6551122340456,GBP,1953-12-02,98911,589.3571693925973,False,1273,537.864058150132,True,1952-01-02
77633,97806,136179,107501,301.4964878815775,CAD,1976-12-29,126363,389.38313355920474,True,1274,781.0008440465853,True,1994-11-11
59218,70126,87278,110461,197.50439086233274,CAD,1979-09-08,105519,832.5382066335956,True,1275,47.03703803180429,False,2003-04-11
61555,55114,52141,63503,894.7769360476584,EUR,1975-04-15,83998,199.2752316280657,False,1276,924.6400966857394,False,2008-04-04
128323,113794,71292,76845,905.9611983147022,CAD,1994-11-11,96272,452.5730943224115,False,1277,874.4131216869151,True,1994-03-04
52602,69982,109959,129858,292.678427324498,GBP,1982-05-11,132232,569.1276050556866,True,1278,142.03933391930772,True,1999-07-27
131316,144559,119366,120501,468.6526447568751,USD,1999-02-16,90954,535.9471773295576,False,1279,301.2180397715247,False,1992-01-28
143336,96289,79214,107880,460.0745931607067,EUR,1997-01-28,87365,952.7978950236494,True,1280,170.343546429942,True,1976-06-19
123897,129684,101582,45728,153.72814331454703,EUR,2015-01-20,58681,485.83077454804476,True,1281,424.0130764891273,True,1998-06-23
135505,143551,130091,80065,456.63142373076585,EUR,2006-03-08,66541,685.8618239131016,True,1282,605.2138906103808,True,1962-11-29
114947,95736,135966,115532,843.1790697459178,GBP,1979-07-13,85371,827.8318661672632,False,1283,1.596731337640084,False,1970-10-12
100173,77615,108516,63725,995.1662794567281,GBP,1964-03-08,112127,705.8022864696703,False,1284,141.39524592880227,True,1960-09-27
99440,132408,108967,119243,328.55605167376956,CAD,2004-07-17,116164,52.983631074910676,False,1285,534.9031998985032,True,1961-04-18
64277,45852,116542,135728,272.4748722258785,USD,2003-04-14,101752,265.710598764633,False,1286,42.277354475092025,True,2001-10-31
125461,124538,136005,144940,365.6766973309965,CAD,2001-10-26,64941,884.810298773174,True,1287,26.842428600448862,True,1953-07-27
78313,143038,74095,110402,882.3705998093756,CAD,1986-06-30,82878,419.48752878038624,False,1288,408.356137613531,True,1991-07-04
51209,101474,50222,90481,827.4010242692923,EUR,1979-05-27,57687,246.88812742391548,True,1289,693.1587159709331,False,1980-11-10
79290,99887,85382,134624,741.616984313013,EUR,2000-04-30,74115,726.7707691609845,False,1290,890.6450232178664,False,1965-04-03
94060,95529,61404,46139,106.18311819673914,GBP,1970-05-24,113823,983.7359333753005,True,1291,591.4978082202368,False,2015-05-09
87961,80092,60982,142063,997.5053706369025,CAD,2002-05-20,113777,834.7373942974738,False,1292,961.5324379926805,True,1973-04-11
141049,136313,50109,72705,813.6933660260612,USD,2005-07-04,132200,28.73130691832844,True,1293,596.992857282244,False,1987-11-24
52733,81467,129071,106966,779.9128187996962,USD,1974-10-13,74191,201.20000869626992,False,1294,844.60503437145,True,2012-08-15
78325,73991,71260,68917,71.67574598060801,EUR,2014-06-20,113547,948.4329240326208,False,1295,418.27150895891424,True,1993-01-11
127257,102871,130739,81723,869.2500023972544,EUR,1974-08-08,115471,696.7902862225567,True,1296,521.4448352177914,True,1986-06-11
45610,96274,92798,134238,860.1890878730329,EUR,1963-02-05,94865,503.9902700298239,False,1297,352.2807445630876,False,1974-03-14
135630,114679,53596,64218,560.8401448956864,USD,1984-08-16,105501,937.2099179327317,True,1298,499.7391480471743,True,2017-03-09
134458,108640,48939,48491,209.8386241061288,USD,2011-07-18,47646,198.63426094535063,False,1299,770.5294428387866,False,1984-06-12
59192,110583,112404,141458,656.4642964287867,EUR,2011-03-06,49474,587.9184770710682,False,1300,71.69851572324579,True,1983-05-14
52229,107259,69282,131507,756.3841719889642,GBP,1986-02-19,120541,789.9291665193957,True,1301,325.4488476200719,False,2016-05-03
132038,70495,65008,99127,146.2956036099247,CAD,2011-09-25,62108,448.16565465889335,True,1302,899.9841237968483,True,1967-04-01
142179,120676,50843,90681,131.3179531561584,CAD,2015-11-17,62358,714.1847014058825,True,1303,406.1232002877386,False,2007-04-22
93711,130564,92289,57742,765.07111922281,USD,1970-02-08,65936,850.9279388526365,False,1304,791.2186124528682,False,1985-05-13
117854,56123,118952,108426,170.83627288465192,USD,1969-04-09,116047,0.49120083182607766,True,1305,549.7522329249564,True,1952-04-02
135259,144489,102047,85944,159.49990204779007,EUR,1997-10-10,57174,168.99490347148077,False,1306,170.9468827900934,True,1997-05-24
106717,72102,110670,93635,597.4018985141836,CAD,1969-10-08,114880,399.6460434953441,True,1307,966.6513102672023,False,1983-09-10
104892,75798,138666,95285,630.9593981045488,GBP,1997-12-24,108229,674.5181846824669,False,1308,150.9095058475457,True,1987-04-06
116130,131016,134096,80906,696.5381853034802,CAD,1959-10-22,143723,985.7610158111262,False,1309,726.5096860184989,False,1961-03-24
102925,115442,65020,68677,951.8028066975528,EUR,1983-04-24,95831,153.6153456457016,True,1310,204.46747021239682,True,2009-10-30
104752,95666,78417,112726,808.4796286766025,CAD,1996-10-25,144279,804.4281004605343,False,1311,236.54948384253964,True,2014-07-12
71063,60819,109056,68880,439.1635188507137,USD,2011-11-22,85326,390.0132319320731,False,1312,981.3270885506012,False,1973-01-31
74341,102098,138251,82652,280.58055815977747,EUR,1981-03-21,127748,62.682702359821455,True,1313,89.58443455249665,False,1976-10-06
59235,48296,130079,49434,287.15872700580223,EUR,2017-03-21,132892,225.19387752040666,False,1314,691.5980261793225,False,1993-02-26
96141,126112,54039,139043,130.3626277548855,GBP,1997-06-21,45592,812.9522874115606,True,1315,76.36861560942013,True,1992-12-08
108496,121719,79985,129720,929.3040856541967,CAD,2016-08-02,101176,37.37960807234842,True,1316,408.1176872045671,False,2006-01-10
66660,84005,87366,83111,571.0551268157163,EUR,1965-02-17,124080,337.7428008451776,True,1317,664.3662735326664,True,2002-07-12
51788,144098,85196,82845,288.5566037428835,CAD,2003-09-03,144703,339.6374574912786,False,1318,910.2580670544595,False,1969-09-26
64525,139817,111228,61882,896.4819087251636,EUR,1988-07-20,141088,245.55578012288137,True,1319,506.8412326560696,False,1954-08-19
73303,87829,117046,78471,504.86744880605517,EUR,1960-07-28,55287,327.81773187269533,True,1320,589.9716749849201,False,2005-12-12
131743,83176,134386,90032,220.4745389160134,GBP,1961-11-17,110080,914.4756455095795,False,1321,881.1987907638098,False,1959-07-14
54449,134005,105340,108173,927.7807079293856,GBP,1953-04-29,134301,423.68175457545766,False,1322,129.40637410202893,False,1968-10-31
62600,127946,121686,125683,593.3184472646974,GBP,2014-09-04,48282,733.8819258875651,True,1323,86.58456373831092,False,1973-09-11
92741,129333,127543,64185,870.5985642207025,USD,1959-09-12,51046,168.29134433742033,False,1324,640.9436320454098,False,1979-07-29
64314,66303,70597,45268,724.0892412336098,USD,2009-06-01,56889,634.775473789607,False,1325,228.85862412883657,True,1985-11-15
120073,63355,88140,82571,277.2500250207958,CAD,1972-08-31,99874,127.7183564158067,True,1326,301.77795727124436,True,1961-06-17
52979,85393,105935,81708,434.51266337053676,USD,1963-09-04,56976,903.5286943838761,True,1327,15.112473894890508,False,2011-03-19
109929,129779,92635,75713,538.6978662312164,USD,1974-09-01,81078,433.5466431346474,True,1328,112.08131693935152,True,1954-03-24
68651,132449,83002,76145,160.79536237222587,GBP,2017-01-31,138674,69.50517025835784,False,1329,202.219923993944,True,1999-09-26
138279,83788,97460,129026,172.7861813050166,EUR,1995-12-29,56094,434.529059952225,True,1330,486.1689205965953,False,1980-01-03
56380,104128,88500,50282,281.3230778917389,USD,1951-07-31,110813,96.98956587842112,False,1331,338.51503432476477,False,1981-05-14
104047,65240,59447,125880,130.59242059558153,GBP,1959-04-22,122813,778.0110612740157,True,1332,219.91752124777813,False,2009-11-16
99352,82998,89956,54393,801.7681212051398,CAD,1984-01-30,75636,333.9142226589705,True,1333,448.9774630743191,True,1979-05-30
112164,120249,49783,144090,696.1782232763352,GBP,2016-11-16,144467,476.2035718198699,False,1334,620.2258429136474,True,1963-10-23
132837,138315,46035,80009,63.02361748965512,GBP,1951-11-05,134477,66.45668114707466,False,1335,886.891390247349,False,1953-08-26
120356,138590,95572,54551,400.84972665892354,CAD,1988-02-26,69809,103.54775727997179,True,1336,292.944946862548,False,1988-02-19
85797,136483,132179,130517,724.8264434550342,CAD,2007-05-30,92946,899.0503446366039,False,1337,678.4675002942473,True,2015-01-04
75447,111686,50572,54590,703.1450128114348,EUR,1982-02-19,144723,474.17267308311347,True,1338,55.87320041630401,True,1970-06-30
129387,54766,103622,50954,982.0232072670317,GBP,1980-08-11,60502,860.8297180884357,True,1339,829.3702600995844,False,1992-07-20
133060,80884,141827,76229,617.3256001027934,EUR,1978-01-24,56135,481.0397529546164,True,1340,978.7762462964951,False,2007-05-02
124677,107668,82426,115080,280.51093540108593,EUR,1989-01-05,101116,219.80018317755463,True,1341,43.768853900346535,True,1977-09-26
72708,68494,63650,134081,485.4967739438085,EUR,1996-08-15,74831,456.3669977549623,True,1342,715.1546550045656,False,1981-07-08
87260,59184,116328,143047,862.7226195154399,CAD,1970-12-09,97920,169.6910119938677,False,1343,751.6907850368815,False,1975-11-17
57736,50736,138374,58256,241.77816931526147,EUR,1984-06-03,127220,455.0056442132019,False,1344,854.1927311791819,True,1977-07-09
114383,135909,92550,92243,977.2530837073492,USD,2008-10-17,54166,649.3721521156315,True,1345,831.6633746898765,True,1963-01-24
127489,75646,129971,124354,257.1991798564242,GBP,1975-05-16,85411,30.07397275764366,False,1346,701.5001525979585,False,1962-10-08
100692,124377,80551,70621,490.56386223692675,CAD,1953-05-14,96224,443.0988643957727,False,1347,780.4917977474488,True,2009-07-30
92732,115020,84779,51847,319.3394495236489,EUR,1990-02-10,58145,547.0248215247108,False,1348,838.1578978267105,True,2004-08-11
87258,130595,61293,91508,34.8357042290677,CAD,1996-02-16,123244,247.5585890495839,False,1349,818.7211699426288,False,2008-07-26
80559,128649,67945,137815,696.5643403558445,USD,2016-05-08,89716,890.6173574872221,True,1350,965.7808603468758,False,2001-08-13
118046,54446,62944,119009,10.320464181627845,CAD,2008-11-01,60665,81.47107754898848,False,1351,783.5877374253168,True,2001-08-02
144473,57913,53332,102768,661.6849163237115,CAD,1961-04-02,88413,806.8756704063113,False,1352,464.6379157513513,False,1991-06-22
78529,71856,55184,64778,140.6161475828709,GBP,2007-10-29,98370,0.317800643387621,True,1353,390.22230139151316,False,1958-02-07
67035,133046,137810,78822,562.5239111774957,EUR,2008-08-08,86482,477.1039552636944,False,1354,370.8771658956221,True,2002-01-12
103321,96369,100701,80956,742.7203436016923,GBP,2009-03-15,71785,759.8139033660401,False,1355,964.884617733398,False,2011-07-22
136011,55001,57731,143442,323.8501033324779,GBP,2016-06-05,49077,373.0512226182773,False,1356,989.6184941246344,False,1958-04-21
83252,50902,114350,128055,510.3161878165232,USD,2007-12-29,45392,591.6005322356218,True,1357,680.5535893934538,True,1977-01-05
120569,88583,134144,128664,448.96510966296415,GBP,1963-01-06,108526,62.761220425584284,False,1358,581.5221527289432,True,1967-03-15
49380,62252,97983,121445,217.03367985927335,EUR,1980-04-15,84857,508.73892995109713,False,1359,400.98874309815983,False,1963-03-18
134597,76007,93467,60349,389.7873325879793,USD,2007-05-31,82489,420.1807249448318,False,1360,163.1179456139184,True,2010-05-19
127711,141627,108399,62526,384.8955579472517,EUR,1980-02-18,56763,58.91497059159477,True,1361,850.4265335155329,True,2015-11-13
129040,46563,48967,130645,203.57159668514063,GBP,1950-09-08,83988,482.84853034872333,False,1362,37.83140340757197,False,1992-12-08
45993,61614,61368,84637,575.0654650530985,USD,1993-09-16,52799,377.6727654533327,False,1363,89.73174343629387,True,1991-08-10
101956,134729,54139,128878,166.7577180812171,USD,1975-03-04,99248,869.9793822509785,True,1364,929.310642399597,True,1983-08-20
132762,47475,60884,53375,433.09756081139807,EUR,1967-09-18,65455,690.093496200693,True,1365,141.15596609099762,True,2004-09-29
52943,60781,137937,55814,952.1489430886135,GBP,1957-07-30,114297,178.65954585246868,True,1366,810.5872257827509,True,1999-07-28
51595,113744,98758,95561,574.515605843275,EUR,2003-05-22,132335,395.2834756023505,False,1367,521.9351622032965,False,1992-02-12
140970,121394,65035,55704,493.7561514201518,USD,1978-08-14,135551,887.6606069743113,True,1368,294.8470866887195,True,1985-04-23
137271,132913,100329,100831,787.9275155175319,EUR,1976-02-16,49490,249.54368276788247,True,1369,975.9881478839981,False,2009-08-27
77153,81186,61476,122991,604.582713297244,EUR,1987-05-22,106554,983.5868615185965,True,1370,651.7820049868801,True,2013-05-31
86600,97194,143648,130106,164.294193644347,USD,2000-01-03,103426,804.175805126265,True,1371,127.60927919573345,True,1964-09-12
140164,85078,93116,127492,608.0068389174198,GBP,1994-12-19,126007,841.4065698609123,True,1372,12.181275396442148,False,1971-11-06
63494,85187,97049,75055,936.0104810105212,GBP,1953-02-15,109126,460.76269033236997,True,1373,28.365045114588977,False,1992-08-11
54183,47566,85943,99642,957.2651689143804,CAD,1952-03-17,114545,190.282298606805,False,1374,952.8386874687812,False,1997-01-23
140929,70072,136275,132326,11.004821626670275,USD,2009-02-22,56127,304.5017757318984,True,1375,233.21498784512394,False,1963-12-01
72603,101756,122958,89970,345.5455152825513,GBP,1989-01-25,138750,309.0123732335226,False,1376,808.5054319818889,True,1960-03-04
115201,101816,72360,72631,225.71925317709773,USD,1961-07-16,60510,309.60058957022363,False,1377,411.36975101532687,False,1958-10-19
68237,59146,120457,120745,479.00005920301714,EUR,2013-02-26,57291,91.72394241426896,True,1378,498.50511998373213,True,1987-08-18
74252,110834,113598,114819,470.61872506653276,CAD,1956-05-19,140775,149.37914783122653,False,1379,52.447166902959005,False,1973-05-24
61064,66308,123723,49686,521.6212171774674,USD,1983-02-23,69361,602.3982664570689,True,1380,61.08091369217432,True,1996-05-14
105472,103596,105326,120768,291.4120308445032,CAD,1992-02-18,87182,28.933114464530675,True,1381,320.76388358895997,True,2014-11-08
122244,76837,60349,69016,695.4369725079835,EUR,1973-05-19,138154,242.9100827816567,True,1382,9.679425799987353,False,2005-05-16
139012,84153,116638,139520,940.2239837750237,USD,2010-02-23,133404,396.91357208248644,True,1383,961.9476365286032,False,1974-11-21
97647,136759,69182,60585,902.7540188161134,CAD,1954-04-03,93597,443.87779507945385,False,1384,756.1612792437646,True,1994-08-28
47616,68137,86629,141023,51.462888937604745,CAD,1975-05-06,113590,179.90476005417298,True,1385,269.69142762454425,False,2015-05-17
118431,62593,112538,133215,516.2193580918819,USD,2015-07-19,144438,773.3777431384756,True,1386,783.615887055108,True,1997-02-06
67655,132873,115750,95096,713.7031319553905,CAD,2013-07-01,125814,300.5805648366272,False,1387,460.3171047464444,False,1996-04-23
139882,58295,122781,57195,145.07948311085633,USD,2016-03-14,68528,283.8614474641488,True,1388,483.6809103153653,False,2016-04-25
69066,142914,94359,103788,143.5065870892157,GBP,1963-10-15,104435,207.6503912203388,False,1389,567.4360167141556,False,2002-02-13
137624,50678,115958,123878,749.8181681816849,USD,1972-01-05,60266,477.214891524087,False,1390,98.03590658345907,False,1976-10-20
122384,139273,133547,119477,340.2637912209946,CAD,1976-09-21,96676,193.53126521293746,False,1391,110.44090734378209,True,1996-08-06
142335,50277,118543,126201,257.89323039095933,EUR,1970-02-27,73083,218.70981597668137,True,1392,624.3469361389518,True,1954-07-07
45850,103129,84684,143099,701.3333788003073,EUR,2009-07-31,112705,777.8318252780019,False,1393,680.2930383588762,False,1983-02-14
81320,79878,88737,56619,146.37108025622757,CAD,1951-07-10,132888,902.9154223238438,True,1394,757.5917767254617,False,1996-01-23
76388,70738,105288,60235,229.9567269808636,USD,2016-08-18,130214,577.8559634052897,False,1395,264.2115108938917,True,1969-10-06
83369,79205,58721,53487,132.25601910990386,EUR,2008-05-24,118678,574.2729111627467,True,1396,119.74245159189512,False,1971-02-23
82838,139231,109825,77132,178.39409911631066,GBP,1972-05-11,143969,670.122645959539,True,1397,847.3759834858876,True,2005-03-14
53404,61894,61204,92407,716.589523587634,USD,2007-04-13,109529,463.6348149058364,True,1398,380.6890114547563,True,1999-02-11
62601,122762,119625,78924,621.3658630227355,USD,1972-08-30,106831,376.62225151351134,False,1399,852.9455931306362,False,1985-07-26
138682,74535,86430,89087,96.60316881997194,GBP,1960-12-04,105300,630.0310527290145,True,1400,299.8899146030186,True,1951-10-11
75361,67504,81800,144260,351.97728520205203,CAD,1981-01-25,136898,16.419894995585835,False,1401,970.9661211768907,True,1995-06-02
126185,107861,45844,98234,609.9180267790935,CAD,1999-12-29,59078,777.9216607966073,False,1402,7.058516934222877,False,1998-04-05
141026,74324,133018,66889,453.4279107294708,CAD,1975-12-27,60929,559.1528100374171,True,1403,585.106085224279,False,2014-02-08
94962,120086,66900,88544,431.14627143904215,CAD,1971-01-28,72550,447.6756526725951,True,1404,353.4623248132958,False,2000-11-02
117060,90186,93556,54619,402.1495569687086,EUR,1970-10-11,139000,980.48955751901,True,1405,249.08172731143546,True,2015-02-17
107688,95797,75137,133338,68.05753628874503,EUR,1959-04-18,60961,458.5302556110544,False,1406,271.4755149980026,False,1976-10-12
72064,65170,87229,130432,40.38233147649334,GBP,1980-10-13,45073,935.0979985674663,True,1407,94.21754082061551,True,2001-08-29
135977,136670,118227,83502,819.5219189962967,GBP,2010-10-23,67017,716.1029669662595,True,1408,128.16259585541218,True,1956-09-30
139090,103971,100579,88482,810.6311364359029,USD,1970-01-04,127834,262.600713754212,True,1409,27.267027517482695,True,2012-08-11
125467,103460,120494,100057,949.9296828446008,CAD,2002-12-24,90714,968.7935505013028,False,1410,395.92521455125683,True,2012-11-16
91086,64418,144054,84090,469.622490000921,GBP,1957-04-25,118522,879.0082059449527,False,1411,169.3541984998676,True,1967-09-27
92972,108011,130651,79664,546.2823977632382,CAD,1956-06-29,77882,316.12391766453374,False,1412,865.4231772668109,False,1989-12-27
138111,135083,126655,92521,139.23402969161043,USD,2009-03-04,76872,745.1269116816768,True,1413,215.53134972926284,False,1957-02-08
121925,112581,111640,100264,540.2065344725429,USD,1959-07-14,101920,733.8735394962926,False,1414,447.46718338444657,False,1950-03-15
83040,51515,78802,45964,298.07041723275734,CAD,1975-11-22,59226,728.112602895779,True,1415,927.9668483412354,False,1991-07-29
119440,95755,102957,68667,298.4884884121293,GBP,2009-04-17,141099,964.2136241509286,True,1416,325.77586221553156,True,1981-08-20
85212,139677,87236,81258,97.01299664676239,EUR,2000-11-14,91638,688.5530013427848,False,1417,202.1100405910008,True,2008-11-07
131609,97257,82053,138768,389.27092188276475,CAD,1955-09-01,82779,423.66240821043186,True,1418,225.54882406059866,True,1954-09-09
100258,97009,67046,47326,468.1090861876136,GBP,1960-05-24,114188,448.5635891898042,True,1419,811.4086600093825,True,2005-06-01
127627,46757,131094,140629,724.0151029394107,USD,1992-02-19,126391,131.19083567918221,True,1420,765.1282795022198,True,1969-05-16
117803,99870,51851,68802,843.3170079759618,USD,2015-08-29,99801,343.49884866719884,False,1421,168.13000687497072,True,2000-11-16
94675,66935,74067,125325,402.09139091484604,CAD,1951-08-18,65776,264.81130738919694,True,1422,736.0224662153473,False,1953-02-15
106805,75841,79232,117422,330.3707306802996,CAD,1965-06-21,53564,294.05724383712317,True,1423,898.8243070071202,True,1990-05-18
103904,129796,72177,73055,755.3493906729386,USD,1960-06-03,142108,389.5747708341393,False,1424,664.1736614005852,False,2008-11-04
52642,103306,60822,48223,355.4869346935699,GBP,1959-10-09,96069,79.75125961633256,False,1425,757.9083855982395,True,1950-12-26
68103,78829,56645,74523,487.0258449355988,GBP,1979-02-02,120393,742.3636764919206,True,1426,648.5917287068426,False,1950-08-15
55796,133355,67984,60680,674.7974056690572,EUR,2015-03-10,115520,978.844310201502,True,1427,41.664214889102084,True,1973-03-09
53840,52225,61182,50542,747.2638560157512,USD,2006-09-16,103447,701.5630946198498,True,1428,836.9654716793945,False,1985-04-18
105196,142394,97108,91244,213.35720477516256,CAD,1970-04-15,98223,456.3871099115657,False,1429,977.4403558470809,True,1975-03-10
144062,54465,97503,107335,451.6391162101347,GBP,1983-06-24,113938,192.53881761283782,True,1430,467.18076250191683,False,1956-11-16
