ACTIVITY_FEES,AMOUNT_OF_MANAGEMENT_FEES,ARREARS,AVERAGE_SENTIMENT_SCORE,END_DATE,HOUSEHOLD_ID,INTEREST_EXPENSE,INTEREST_INCOME,LAST_HOUSEHOLD_REPLIED_TO_OFFER_INDICATOR,LAST_HOUSEHOLD_REPLY_TIME,LAST_INBOUND_COMMUNICATION_DATE,LAST_INBOUND_COMMUNICATION_ID,LAST_OUTBOUND_COMMUNICATION_DATE,LAST_OUTBOUND_COMMUNICATION_ID,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,LATEST_SENTIMENT_SCORE,LIFETIME_VALUE,MANAGEMENT_FEES,NUMBER_OF_ACCOUNTS,NUMBER_OF_ACTIVE_ACCOUNTS,NUMBER_OF_CALLS,NUMBER_OF_COMMUNICATIONS,NUMBER_OF_COMPLAINTS,NUMBER_OF_EMAILS,NUMBER_OF_NEW_ACCOUNTS_OPENED,NUMBER_OF_OPEN_COMPLAINTS,NUMBER_OF_TRADING_PERIODS,NUMBER_OF_TRANSACTIONS,OTHER_NON_INTEREST_EXPENSE,OTHER_NON_INTEREST_INCOME,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS,STATUS_DATE,STATUS_REASON,TOTAL_AMOUNT_OF_ALL_FEES,TOTAL_AMOUNT_OF_BUY_TRADES,TOTAL_AMOUNT_OF_COMMISSION,TOTAL_AMOUNT_OF_DEPOSITS,TOTAL_AMOUNT_OF_INTEREST_EARNED,TOTAL_AMOUNT_OF_INTEREST_FEES,TOTAL_AMOUNT_OF_MARKET_CHANGE,TOTAL_AMOUNT_OF_SELL_TRADES,TOTAL_AMOUNT_OF_TRANSACTION_FEES,TOTAL_AMOUNT_OF_WAIVED_FEES,TOTAL_AMOUNT_OF_WITHDRAWALS,TOTAL_CALL_TIME,TOTAL_CLOSING_BALANCE,TOTAL_CLOSING_CASH_BALANCE,TOTAL_INWARD_CALLS,TOTAL_INWARD_COMMUNICATIONS,TOTAL_INWARD_EMAILS,TOTAL_NUMBER_OF_ACCOUNTS,TOTAL_NUMBER_OF_ACTIVE_COMMUNICATION_THREADS,TOTAL_NUMBER_OF_ALL_FEES,TOTAL_NUMBER_OF_BUY_TRADES,TOTAL_NUMBER_OF_DEPOSITS,TOTAL_NUMBER_OF_SELL_TRADES,TOTAL_NUMBER_OF_UNITS_BOUGHT,TOTAL_NUMBER_OF_UNITS_SOLD,TOTAL_NUMBER_OF_WITHDRAWALS,TOTAL_OUTWARD_CALLS,TOTAL_OUTWARD_COMMUNICATIONS,TOTAL_OUTWARD_EMAILS,TRADING_VOLUME,TYPE,USER_DEFINED_BOOLEAN_1,USER_DEFINED_BOOLEAN_2,USER_DEFINED_BOOLEAN_3,USER_DEFINED_BOOLEAN_4,USER_DEFINED_BOOLEAN_5,USER_DEFINED_DATE_1,USER_DEFINED_DATE_2,USER_DEFINED_DATE_3,USER_DEFINED_DATE_4,USER_DEFINED_DATE_5,USER_DEFINED_INTEGER_1,USER_DEFINED_INTEGER_2,USER_DEFINED_INTEGER_3,USER_DEFINED_INTEGER_4,USER_DEFINED_INTEGER_5,USER_DEFINED_NUMERIC_1,USER_DEFINED_NUMERIC_2,USER_DEFINED_NUMERIC_3,USER_DEFINED_NUMERIC_4,USER_DEFINED_NUMERIC_5,USER_DEFINED_STRING_1,USER_DEFINED_STRING_2,USER_DEFINED_STRING_3,USER_DEFINED_STRING_4,USER_DEFINED_STRING_5,WAIVED_FEES,WAIVED_INTEREST_EXPENSE,WAIVED_INTEREST_INCOME,WAIVED_NON_INTEREST_EXPENSE
43723.65810010068,,,,2016-08-31,1029,291.92364967101196,769.6511027697552,False,0.0,,101443,,73765,,2018-02-08,,,457.8723268919789,,,,,,,,,,,347.2262100722451,371.32262036416705,Cash,True,False,4,2016-08-01,Inactive,2016-08-28,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,669.6691953438792,929.3319158104721,871.1554066519143
43723.65810010068,,,,2016-08-31,1029,485.67218340278083,961.665703960756,True,27,2016-08-28,52325,2016-08-28,94235,Now Prove It,2016-08-28,,,729.7111241217956,,,,,,,,,,,546.2139043298909,375.8530503691065,FinancialPlan,True,True,2,2016-08-01,Active,2016-08-28,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,649.4000647744314,451.9832286025809,628.2272986291707
43723.65810010068,,,,2016-08-31,1029,581.8834749665871,878.4489114370069,True,108,2016-08-28,70825,2016-08-28,100948,The Best Things in Life Are Not Fees,2016-08-28,,,673.7670670466042,,,,,,,,,,,907.4810756257374,218.5470301882093,RetirementBrokerage,True,True,1,2016-08-01,Active,2016-08-28,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,499.5104319111841,427.255902910916,442.14489700924867
43723.65810010068,,,,2016-08-31,1029,340.0225398554405,665.744476759103,True,37,2016-08-28,66891,2016-08-28,75389,The Best Things in Life Are Not Fees,2016-08-28,,,554.2003150618692,,,,,,,,,,,371.30662267892455,838.1887495827158,RetirementPlan,True,True,1,2016-08-01,Active,2016-08-28,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,294.6640622723652,337.9181205393109,812.4918385509385
43723.65810010068,,,,2016-08-31,1029,970.4475508861045,230.9241021746527,False,0.0,,105360,,134917,,2017-11-05,,,324.9955102543669,,,,,,,,,,,50.25172571106632,62.884735613841194,ManagedPortfolio,True,False,1,2016-08-01,Inactive,2016-08-28,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,147.79921884757792,539.5667233709613,148.04679438299578
43723.65810010068,,,,2016-08-31,1029,859.8103918245421,438.74436406948035,True,133,,93856,,67572,,2017-08-23,,,812.6691685465702,,,,,,,,,,,636.2015653334598,851.9967027967052,RetirementBasic,True,False,0,2016-08-01,Inactive,2016-08-28,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,296.2502777623599,328.68839618278264,954.2449987675092
3427.916517222731,,,,2017-06-30,1030,967.2267505929046,264.1912089762136,True,43,2017-06-16,47534,2017-06-16,122966,More Generous Investing,2017-06-16,,,911.7689636523003,,,,,,,,,,,766.2047183112913,668.3447559900218,Savings,True,True,5,2017-06-01,Active,2017-06-16,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,290.234991549469,678.3792422957055,176.25837757264324
3427.916517222731,,,,2017-06-30,1030,671.5084253776116,684.5195677044511,False,0.0,,59302,,56539,,2018-03-25,,,290.2953295967741,,,,,,,,,,,897.7010755593942,500.19538225096505,Education,True,False,0,2017-06-01,Inactive,2017-06-16,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,410.8394582151199,496.4448117215598,913.7322398993872
46360.617351516266,,,,2016-12-31,1031,112.99193248358519,362.1846104169959,True,32,2016-12-22,126337,2016-12-22,78778,More Generous Investing,2016-12-22,,,590.8932320659253,,,,,,,,,,,379.2371797971449,981.8654976241181,FinancialPlan,True,True,0,2016-12-01,Active,2016-12-22,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,540.9966418137,910.6643392340656,933.6846847699164
46360.617351516266,,,,2016-12-31,1031,321.0216505510566,731.2664182988087,True,60,2016-12-22,110585,2016-12-22,87622,Now Prove It,2016-12-22,,,152.2553277645215,,,,,,,,,,,126.87928917118741,32.87573943888967,RetirementBrokerage,True,True,1,2016-12-01,Active,2016-12-22,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,477.7205525007445,753.7012370524292,209.77632370247423
46360.617351516266,,,,2016-12-31,1031,431.2316443640739,345.26526842262905,True,12,2016-12-22,54840,2016-12-22,83407,Now Prove It,2016-12-22,,,421.90172091738776,,,,,,,,,,,516.047539784957,698.9280586396973,RetirementPlan,True,True,0,2016-12-01,Active,2016-12-22,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,826.3831143390545,469.02256202505856,283.4663614585003
8079.488630140409,,,,2018-07-31,1032,974.6087812856663,147.25362798701642,True,126,2018-07-24,119241,2018-07-24,133798,Now Prove It,2018-07-24,,,268.7253105167207,,,,,,,,,,,66.63209847818138,531.2224016752697,RetirementBrokerage,True,True,0,2018-07-01,Active,2018-07-24,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,368.33770607627577,638.0362303857439,786.5060950350573
8079.488630140409,,,,2018-07-31,1032,837.2962317184604,718.1583249670592,True,121,2018-07-24,76363,2018-07-24,137978,A Loan With A View,2018-07-24,,,970.0037063725727,,,,,,,,,,,500.2629011160478,264.68702665633856,RetirementPlan,True,True,5,2018-07-01,Active,2018-07-24,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,712.2207161151457,589.9883686579404,524.425210590772
8079.488630140409,,,,2018-07-31,1032,428.35013225674777,438.7627653154784,False,0.0,,80483,,78493,,2018-08-08,,,681.4601833533851,,,,,,,,,,,564.0186607003064,322.67047173234664,ManagedPortfolio,True,False,1,2018-07-01,Inactive,2018-07-24,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,267.9257629142121,36.34921485811222,356.1376781661
8079.488630140409,,,,2018-07-31,1032,146.6177226882287,51.92915537161488,True,66,2018-07-24,57272,2018-07-24,126636,Wealth Comes in Many Forms,2018-07-24,,,532.3736985493996,,,,,,,,,,,677.2319039824431,378.5675503353101,RetirementBasic,True,True,5,2018-07-01,Active,2018-07-24,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,525.809705215752,744.8755212870475,980.7404653026381
54249.83877148861,,,,2017-03-31,1033,305.9965036830962,623.9716772886301,True,139,,97623,,107731,,2018-03-11,,,218.44427303109265,,,,,,,,,,,288.7118370425689,731.2426265951817,Cash,True,False,1,2017-03-01,Inactive,2017-03-13,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,488.28472913714495,684.1716787490654,476.8133967244785
54249.83877148861,,,,2017-03-31,1033,623.4960772036919,197.92249220765763,False,0.0,,60583,,51067,,2017-04-22,,,270.15391380707075,,,,,,,,,,,303.62098160129756,830.0084177210625,Brokerage,True,False,3,2017-03-01,Inactive,2017-03-13,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,692.5002390104884,863.4863639015158,750.5780623892224
54249.83877148861,,,,2017-03-31,1033,79.79927238738178,766.12669382347,False,0.0,,129500,,106519,,2017-06-06,,,682.2555223903548,,,,,,,,,,,519.9891735311437,929.8304462790605,Savings,True,False,3,2017-03-01,Inactive,2017-03-13,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,75.06275847644588,511.25545416802686,335.30937801936955
54249.83877148861,,,,2017-03-31,1033,870.190944753951,808.0605351171162,True,6,2017-03-13,126325,2017-03-13,91133,More Generous Investing,2017-03-13,,,106.61356138619843,,,,,,,,,,,893.9289097721891,902.5240573445712,RetirementBrokerage,True,True,0,2017-03-01,Active,2017-03-13,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,304.2079930806596,581.5173223005554,332.4102789912099
54249.83877148861,,,,2017-03-31,1033,552.7166163708375,462.35819389784984,True,138,2017-03-13,134745,2017-03-13,100462,The Best Things in Life Are Not Fees,2017-03-13,,,857.7743508522613,,,,,,,,,,,562.9749413291717,696.6268581268265,RetirementPlan,True,True,1,2017-03-01,Active,2017-03-13,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,732.2331414599172,100.0015021821617,539.6123284423318
54249.83877148861,,,,2017-03-31,1033,407.9174833926579,593.3016943978284,True,108,,129485,,69950,,2017-10-18,,,235.0991827458011,,,,,,,,,,,991.2124354520096,965.7932183261903,ManagedPortfolio,True,False,0,2017-03-01,Inactive,2017-03-13,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,464.81357025894545,870.8214022831488,922.7959676441799
54249.83877148861,,,,2017-03-31,1033,488.9578716578066,521.8971731203651,True,143,2017-03-13,126918,2017-03-13,73356,The Best Things in Life Are Not Fees,2017-03-13,,,34.38926250214702,,,,,,,,,,,17.88561199783157,174.13749397318418,RetirementBasic,True,True,3,2017-03-01,Active,2017-03-13,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,891.1342805179585,806.4824447885125,399.2644495485048
96.63166202493376,,,,2018-09-30,1034,529.5169362715807,399.7809695978741,False,0.0,,84115,,97678,,2017-09-24,,,100.80568591483818,,,,,,,,,,,89.77771369338706,398.73595601152135,Cash,True,False,4,2018-09-01,Inactive,2018-09-23,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,772.7831621484587,404.93845507918724,490.56004025156716
96.63166202493376,,,,2018-09-30,1034,307.939310453178,87.93117407856832,True,83,2016-09-23,79805,2016-09-23,76024,Wealth Comes in Many Forms,2016-09-23,,,731.4597396614284,,,,,,,,,,,509.3159219306203,298.67445994654054,Brokerage,True,True,5,2018-09-01,Active,2018-09-23,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202.0164819867599,58.27043174668065,67.21282281337012
96.63166202493376,,,,2018-09-30,1034,434.53982014501787,836.7980270944522,True,95,2016-09-23,59353,2016-09-23,88438,The Best Things in Life Are Not Fees,2016-09-23,,,878.1041276994345,,,,,,,,,,,770.5444878520253,889.9698889310397,Savings,True,True,3,2018-09-01,Active,2018-09-23,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,291.45383651788296,872.5406466318304,130.96830442725866
96.63166202493376,,,,2018-09-30,1034,907.0394025996322,839.3273065649032,False,0.0,,72814,,50278,,2016-09-27,,,759.2507023044443,,,,,,,,,,,88.8012810497812,161.66874566420998,Education,True,False,0,2018-09-01,Inactive,2018-09-23,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,940.0945984310039,692.097469208188,740.5973444011307
96.63166202493376,,,,2018-09-30,1034,687.6090019281133,358.3805779785683,True,140,2016-09-23,95520,2016-09-23,102868,The Best Things in Life Are Not Fees,2016-09-23,,,280.7855295630049,,,,,,,,,,,655.7007270556408,617.3617676020309,FinancialPlan,True,True,0,2018-09-01,Active,2018-09-23,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,889.5097437154678,494.86055940367555,823.6944057109253
96.63166202493376,,,,2018-09-30,1034,290.06137392625664,612.9111220665712,False,0.0,,83878,,111449,,2016-12-26,,,368.74119995765795,,,,,,,,,,,158.23730992659412,81.50327332333757,RetirementBrokerage,True,False,1,2018-09-01,Inactive,2018-09-23,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,631.3142600277351,540.1915047947796,484.19148257109566
96.63166202493376,,,,2018-09-30,1034,832.4514438504182,526.8826997032971,False,0.0,,118204,,116313,,2018-01-18,,,962.5071529432381,,,,,,,,,,,126.20735585454534,925.3463788640843,RetirementPlan,True,False,4,2018-09-01,Inactive,2018-09-23,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,598.1888931970507,571.5695436141382,757.3353828937212
19281.70382426863,,,,2016-04-30,1035,192.2512826155789,69.85698524202705,True,29,2016-04-10,88334,2016-04-10,57531,Now Prove It,2016-04-10,,,818.6656515878415,,,,,,,,,,,145.6953910001721,264.4642191845583,Savings,True,True,4,2016-04-01,Active,2016-04-10,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,982.1940867048904,239.6903518203081,715.9858102240271
19281.70382426863,,,,2016-04-30,1035,211.60366887081244,412.25120781277207,True,4,2016-04-10,118314,2016-04-10,54209,More Generous Investing,2016-04-10,,,529.242192746908,,,,,,,,,,,69.91344915033298,106.16382832567534,RetirementBasic,True,True,4,2016-04-01,Active,2016-04-10,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,295.9541619323207,161.17528198553006,772.7936145927328
64249.47377373687,,,,2017-03-31,1036,948.2487807601948,689.1468272725836,False,0.0,,113517,,65019,,2017-07-08,,,310.4869033054183,,,,,,,,,,,921.3346312332586,291.0149777936947,Cash,True,False,2,2017-03-01,Inactive,2017-03-21,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,504.85324512967844,314.4059713541467,515.2949224487223
64249.47377373687,,,,2017-03-31,1036,969.8687414782933,462.34113000631197,True,118,2017-03-21,128248,2017-03-21,90099,Now Prove It,2017-03-21,,,791.1634119973322,,,,,,,,,,,923.9294096798413,988.8862837590468,RetirementBrokerage,True,True,4,2017-03-01,Active,2017-03-21,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,978.3071185221673,596.8943636631267,506.77075385529514
64249.47377373687,,,,2017-03-31,1036,162.5274528503845,158.70465689382357,True,74,2017-03-21,65024,2017-03-21,86901,Wealth Comes in Many Forms,2017-03-21,,,302.21275083130445,,,,,,,,,,,251.3468492997824,98.97704281116859,RetirementPlan,True,True,3,2017-03-01,Active,2017-03-21,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,784.3018777224298,712.244348279163,147.48215910847057
64249.47377373687,,,,2017-03-31,1036,380.8191584872032,775.1837514596214,True,63,2017-03-21,55472,2017-03-21,59013,Now Prove It,2017-03-21,,,854.0889541751253,,,,,,,,,,,398.62721488084946,609.136958908598,RetirementBasic,True,True,1,2017-03-01,Active,2017-03-21,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,573.5488768549658,196.65227691283243,82.87100752611177
157055.14264100054,,,,2016-02-29,1037,242.6529091059558,593.6614715012637,False,0.0,,112335,,98350,,2018-06-25,,,439.0456516890483,,,,,,,,,,,815.169743847183,336.8503328235011,Cash,True,False,5,2016-02-01,Inactive,2016-02-10,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,543.3013420739835,698.3932345040076,573.1242343783554
157055.14264100054,,,,2016-02-29,1037,551.2881851513553,345.3057648405973,False,0.0,,113999,,100901,,2016-12-05,,,702.7938274299356,,,,,,,,,,,165.40582499292782,625.3165929415508,Brokerage,True,False,2,2016-02-01,Inactive,2016-02-10,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,510.5567196828772,710.1877622282973,480.5427264512391
157055.14264100054,,,,2016-02-29,1037,894.3773216146087,653.1797614139169,True,122,,53886,,73073,,2017-10-07,,,646.6348445943565,,,,,,,,,,,896.4454611692389,978.5887475452515,Savings,True,False,5,2016-02-01,Inactive,2016-02-10,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,293.39491481342094,18.67867626760437,62.688099208664276
157055.14264100054,,,,2016-02-29,1037,594.1731677303866,8.887802933778707,False,0.0,,83994,,101388,,2017-10-22,,,698.7281992139949,,,,,,,,,,,844.459829685752,761.3847711948479,Education,True,False,5,2016-02-01,Inactive,2016-02-10,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,481.683551608987,790.195024485352,434.86012946961694
157055.14264100054,,,,2016-02-29,1037,716.3860864622003,969.4444105691908,True,52,2016-02-10,79055,2016-02-10,107835,More Generous Investing,2016-02-10,,,967.7285887015922,,,,,,,,,,,807.5692345407024,666.9781294909895,RetirementBrokerage,True,True,3,2016-02-01,Active,2016-02-10,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,999.6447304527493,722.7690913341029,9.816479268524189
157055.14264100054,,,,2016-02-29,1037,39.92462922912964,494.76476782041175,True,13,2016-02-10,106478,2016-02-10,113049,More Generous Investing,2016-02-10,,,197.499804122569,,,,,,,,,,,765.9106564266458,934.6669863463812,RetirementPlan,True,True,0,2016-02-01,Active,2016-02-10,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,670.7052800950446,182.94776134754176,67.89573223504485
157055.14264100054,,,,2016-02-29,1037,376.4690214435008,122.98710235518406,True,119,,119962,,76684,,2018-06-15,,,374.60345398660434,,,,,,,,,,,771.7860982418321,274.7464574890498,ManagedPortfolio,True,False,1,2016-02-01,Inactive,2016-02-10,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,444.95116989974184,21.93873603249065,404.3214682501359
157055.14264100054,,,,2016-02-29,1037,511.86062311724066,818.1176917676728,True,106,2016-02-10,119200,2016-02-10,64273,Wealth Comes in Many Forms,2016-02-10,,,983.7193850475179,,,,,,,,,,,398.11116601308544,978.3806558677317,RetirementBasic,True,True,4,2016-02-01,Active,2016-02-10,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,991.4930345171028,504.054563585461,907.2625519780166
24653.96662511507,,,,2016-01-31,1038,307.4948159040389,192.44688031120955,True,111,,100524,,67037,,2017-02-13,,,564.5700378558279,,,,,,,,,,,818.5716287031898,373.64918980697513,Cash,True,False,5,2016-01-01,Inactive,2016-01-11,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,803.0933536018388,135.99662843630873,128.7253192068092
24653.96662511507,,,,2016-01-31,1038,879.96258957781,220.27121048215298,True,105,2016-01-11,84736,2016-01-11,89231,Wealth Comes in Many Forms,2016-01-11,,,743.4627487858722,,,,,,,,,,,908.6530721302404,784.4600087615861,Brokerage,True,True,3,2016-01-01,Active,2016-01-11,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,411.99848032149066,625.1934275113415,65.159388529333
24653.96662511507,,,,2016-01-31,1038,731.9052366574284,672.538540673608,True,4,2016-01-11,144734,2016-01-11,86782,More Generous Investing,2016-01-11,,,382.12001195978274,,,,,,,,,,,90.19537231011621,59.96805468394905,Savings,True,True,1,2016-01-01,Active,2016-01-11,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,736.0367885473196,713.0263059147974,508.97130616652964
24653.96662511507,,,,2016-01-31,1038,488.429403301585,40.02875753086751,True,144,,63025,,109101,,2017-11-08,,,126.189878759905,,,,,,,,,,,730.329208733922,592.2877348972193,Education,True,False,5,2016-01-01,Inactive,2016-01-11,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,676.8617291852465,946.6798970902837,405.5630803287401
24653.96662511507,,,,2016-01-31,1038,794.8707928304774,442.1572976199808,True,113,2016-01-11,84219,2016-01-11,113583,Wealth Comes in Many Forms,2016-01-11,,,475.22908032748546,,,,,,,,,,,804.6557173809257,835.1689265128723,FinancialPlan,True,True,1,2016-01-01,Active,2016-01-11,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,755.7197614604445,265.74797085227283,324.6134980038572
261.1312221675654,,,,2018-09-30,1039,603.0197872035185,414.1917585265188,True,20,2016-09-13,50053,2016-09-13,45804,Now Prove It,2016-09-13,,,901.802024322772,,,,,,,,,,,799.8560713813063,994.0813360367497,Savings,True,True,0,2018-09-01,Active,2018-09-13,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,232.93943247651032,601.2832836341478,96.51337371032737
261.1312221675654,,,,2018-09-30,1039,794.5332469274191,56.8820086390065,True,38,2016-09-13,144144,2016-09-13,126716,Now Prove It,2016-09-13,,,106.27038943468992,,,,,,,,,,,963.1955728600922,55.83752140091811,RetirementBasic,True,True,0,2018-09-01,Active,2018-09-13,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,422.67139967656084,162.8712226582435,972.6165447490821
30469.712334951393,,,,2016-08-31,1040,554.686221297601,945.7658883021056,False,0.0,,110219,,103620,,2017-11-02,,,437.9982936237958,,,,,,,,,,,537.6224729804615,364.4002626438257,Cash,True,False,5,2016-07-01,Inactive,2016-08-01,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,751.7332024399758,235.81129352482083,251.30673319158043
30469.712334951393,,,,2016-08-31,1040,227.9599618515289,457.35132634409274,True,123,,117639,,71390,,2017-04-22,,,553.5298121861678,,,,,,,,,,,477.45243775778795,13.920155266261654,Brokerage,True,False,0,2016-07-01,Inactive,2016-08-01,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,356.2809540703606,32.91658034191678,354.6474593981778
30469.712334951393,,,,2016-08-31,1040,213.6732711123152,988.4035851996659,True,103,2016-08-01,60619,2016-08-01,59235,Wealth Comes in Many Forms,2016-08-01,,,287.5864212143726,,,,,,,,,,,43.56710204878971,480.3915753864743,Savings,True,True,4,2016-07-01,Active,2016-08-01,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.562899124313545,811.238889365485,247.9280894525197
