ACCOUNT_ID,AMOUNT,CHANNEL_ORGANIZATION_ID,CHANNEL_PERSON_ID,CURRENCY,DESCRIPTION,FEE_AMOUNT,QUANTITY_UNITS,TRANSACTION_DATE,TRANSACTION_ID,TRANSACTION_TYPE_CODE
122930,441.32252046819616,79307,142081,CAD,,107.89701495334214,0.5919144992397263,1965-03-08,1252,condimentum suscipit
50154,263.0626328151917,142234,129941,CAD,,951.5964832374384,543.8756998914364,1958-06-06,1253,tristique
103280,518.6352528885034,102229,129168,CAD,,842.1978219468426,876.1774996009448,2001-06-03,1254,tristique
100061,243.31461356808614,139105,82877,GBP,,716.0455564067055,633.8415385403761,1957-12-13,1255,tincidunt donec
141151,523.9202949489977,97694,108777,EUR,,986.8232612924779,284.3895726540216,1954-12-08,1256,ultricies
125980,949.3469261618272,75681,121222,GBP,,252.22639045307199,725.7440084535584,2001-03-15,1257,semper viverra
48191,910.5882530813303,70059,125399,USD,,131.3155699924455,430.5032615465093,1996-10-26,1258,nulla curabitur
88042,719.3846836548336,111638,125825,GBP,,587.1714502750227,78.79685317789608,1995-06-02,1259,semper viverra
64747,34.52091355800222,82111,131886,EUR,,518.8980932961729,51.393633454420446,1965-07-15,1260,nulla curabitur
56655,267.6341931491055,105391,98136,CAD,,936.8078947985234,888.2352535107723,1982-03-12,1261,tincidunt donec
71639,866.2500589292912,138528,109966,CAD,,892.7706461169349,448.81736182790814,2001-12-08,1262,ultricies
109638,266.31015730876953,110641,134714,GBP,,982.3260965435006,947.9419584375008,1967-12-26,1263,tristique
142952,115.06779768304747,62284,82504,EUR,,862.2453948584407,897.1074321671063,1978-01-08,1264,tristique
120779,971.4615281089515,94721,65273,CAD,,917.0110362717382,643.1594626581716,1983-01-24,1265,semper viverra
127482,476.3104892513669,103053,138824,EUR,,773.9624055295469,701.4776277264087,2007-09-02,1266,lorem ipsum
112575,754.5494611644452,100829,91939,CAD,,214.4394639318886,93.97092241813037,1952-08-16,1267,tincidunt donec
110095,207.63621548684196,50660,47140,EUR,,367.0971776966644,252.03486139850756,1987-05-23,1268,tristique
58687,548.1724825324643,98890,73733,EUR,,666.2090453692939,275.18520184367287,1954-10-07,1269,semper viverra
66996,949.200463799561,140455,137702,EUR,,84.29553633782078,679.7641449446621,1964-03-14,1270,nulla curabitur
121581,993.0829572865987,97861,70078,GBP,,603.5017639940193,290.73778769882495,1971-02-03,1271,condimentum suscipit
82388,182.3878951691952,89044,50540,GBP,,317.99325234818207,1.6251800858031034,1991-09-28,1272,nulla curabitur
63219,368.97234685554093,104812,76623,EUR,,274.8918375556832,309.3322902997869,1982-04-25,1273,condimentum suscipit
70734,87.907312717247,104814,74905,EUR,,284.566484129129,567.9943913193619,1996-07-07,1274,nulla curabitur
125801,840.2906995777553,58941,82416,GBP,,954.9807349403269,413.0677219268526,1983-01-24,1275,nulla curabitur
91965,644.4356200173202,133744,131999,GBP,,435.39878368116183,780.4807497657484,1971-12-10,1276,nulla curabitur
61265,98.98878114761867,48605,59266,CAD,,98.55450667083282,989.0145692470438,1966-08-18,1277,ultricies
134539,349.2587391694675,115689,67044,EUR,,860.2403648369116,166.23248997772455,1975-07-19,1278,ultricies
50109,449.41640021999893,98402,81483,CAD,,832.3713140478275,413.10241979322893,1979-05-03,1279,nulla curabitur
95238,999.2061306175065,141805,72645,USD,,432.79497495775405,14.645429798456094,1981-07-12,1280,nulla curabitur
70000,444.0763637833822,104811,45322,USD,,298.0731531665063,853.5939876002141,1997-09-08,1281,ultricies
92150,535.2127553308379,87829,93952,CAD,,849.2137081721721,846.7759508124574,1961-08-07,1282,tristique
138373,344.4672304495497,72252,49536,CAD,,157.89543473041485,897.6410039921101,1993-07-13,1283,condimentum suscipit
86126,793.1970794260753,57551,117157,EUR,,731.9001293860181,264.60123250096126,1996-04-04,1284,semper viverra
108065,654.7738177283398,84685,134574,USD,,959.8110661337147,811.3462137820495,1980-04-09,1285,semper viverra
125698,610.7052636847545,55201,112998,EUR,,697.5167884734117,574.1186927391052,2017-08-16,1286,condimentum suscipit
130121,982.9993952453501,97791,104665,USD,,38.1656236509925,372.5299307040631,1982-09-05,1287,semper viverra
104682,276.1717189359459,127651,122926,USD,,784.3620126683403,516.9303339359886,1987-11-27,1288,ultricies
76372,438.28668341564804,123092,89754,USD,,459.6513471389171,686.9174332901687,1971-10-03,1289,semper viverra
89069,978.6475793676555,92320,58134,USD,,722.7449505856035,701.4888866998008,1967-12-01,1290,tincidunt donec
138743,473.40747316057787,53823,134990,GBP,,744.5685780819892,66.18878554273596,1991-09-18,1291,tristique
141859,560.5473577000828,144590,82372,GBP,,101.18646331199382,885.5367616772056,1989-06-28,1292,condimentum suscipit
111559,439.10795590974175,134566,60896,GBP,,794.333341712188,853.8414672086906,1976-03-26,1293,ultricies
117573,390.5621528570858,95816,89070,EUR,,900.3388032258836,146.77367623329346,1954-01-12,1294,tincidunt donec
137894,97.14491746127679,82029,117278,EUR,,526.6013481210116,168.82323812037302,1980-11-01,1295,nulla curabitur
88046,780.524701087195,113430,61952,USD,,847.5032483873961,670.2325831523855,1982-09-07,1296,nulla curabitur
65788,416.5627705022438,99331,82812,GBP,,560.2092124644001,490.2018846988064,2000-05-02,1297,ultricies
106190,50.01301257823212,106393,121689,CAD,,143.0116312656267,521.6058218095366,2012-03-17,1298,tincidunt donec
79459,913.9237314627234,61640,142330,USD,,358.321124500932,658.7998358657835,1969-02-17,1299,condimentum suscipit
45979,529.0001825996169,54944,143042,GBP,,510.5978233016446,757.8102630689863,1960-04-24,1300,ultricies
52055,949.8898890681829,80738,50063,CAD,,666.5163128090213,600.0645485490872,1976-04-30,1301,ultricies
125787,752.9017627518431,52527,75233,GBP,,579.2700003190987,895.477995196993,1986-10-06,1302,tincidunt donec
114517,620.0874838866594,120829,57051,EUR,,417.9583285303934,176.74913030670348,1995-09-21,1303,ultricies
141883,987.681011601439,99587,53987,EUR,,64.95328567505314,950.7538165019116,2015-06-12,1304,ultricies
128445,494.31523256826137,132350,46314,USD,,560.4908489005051,676.85400326681,2001-09-09,1305,tincidunt donec
123364,905.4833640425625,56842,129210,USD,,634.269545628198,725.6558814240652,1951-11-09,1306,tincidunt donec
120674,262.76049380172356,58790,58735,GBP,,146.38577043018762,753.231825073164,1956-07-01,1307,lorem ipsum
95958,113.20115393049818,61569,51594,GBP,,118.02766111424224,624.3540453363262,1994-01-18,1308,nulla curabitur
71216,339.36588879458964,62800,133686,USD,,815.733407646212,478.76185604302276,1967-07-09,1309,lorem ipsum
77445,37.024661327359084,84802,88491,CAD,,663.0254097991846,568.000144906761,1988-03-24,1310,lorem ipsum
124231,552.1801390866642,123556,58873,USD,,512.1844916338716,55.86546127914767,1987-11-13,1311,lorem ipsum
121141,503.3220656304602,124890,52662,GBP,,620.4664055891085,166.1243212391522,1999-12-22,1312,tincidunt donec
112292,329.7739207212483,143329,110559,CAD,,171.0611466866479,929.5615318017692,1958-04-07,1313,nulla curabitur
130783,710.9418935871774,80307,73968,GBP,,718.3370608861737,251.98307210503,2012-09-06,1314,tristique
45174,93.78843588655938,46544,141308,GBP,,752.9297348065913,317.83795482616756,1999-11-24,1315,nulla curabitur
78524,802.9923124850127,115574,133939,CAD,,155.77005283192747,924.5036254224779,1964-11-12,1316,tincidunt donec
45315,516.9081196882486,61336,63705,GBP,,605.4048303610922,479.1442602556043,2015-10-03,1317,tincidunt donec
46257,796.6880432704777,121145,46100,GBP,,21.637041262514913,106.16044483074788,1996-07-25,1318,lorem ipsum
64222,583.4929637579762,141964,108508,EUR,,594.3990819705779,358.54413196574376,1996-04-30,1319,ultricies
118603,728.0484719670645,117292,116851,USD,,723.9784515035533,116.87067985517457,1970-12-14,1320,semper viverra
138139,350.5471449465832,130911,128857,GBP,,855.9163976692605,938.6327873505729,1956-03-27,1321,lorem ipsum
79340,413.31920363423365,56454,110590,USD,,812.511635859437,382.3955034696372,1980-03-23,1322,tristique
60647,180.8420824470449,68104,100964,USD,,772.8778427213273,448.61705430949377,2003-12-12,1323,tincidunt donec
54997,34.4622403935507,77777,98187,USD,,891.451841336393,81.23028287135293,1951-01-02,1324,semper viverra
105311,998.0977250427712,111544,60378,GBP,,86.47104677124051,646.0358374938809,2001-04-18,1325,condimentum suscipit
123609,17.1302573048123,66195,112529,GBP,,642.825561036541,548.2156439691928,1988-01-20,1326,tristique
109932,82.29430387923753,49880,90105,EUR,,980.9130656077754,39.41850311316301,1953-01-18,1327,ultricies
102170,972.9421699380549,66345,100951,GBP,,258.20163309879615,665.6965080054161,1973-04-05,1328,tristique
139985,418.8766121540372,72224,140586,GBP,,957.6041278264632,833.5752608585884,1974-02-12,1329,nulla curabitur
55896,782.2197530325868,63736,66733,CAD,,186.31795321174675,945.8908934837374,2016-10-02,1330,lorem ipsum
142704,292.7727865491896,130101,93489,GBP,,119.98097108343143,611.5751146083969,1999-08-01,1331,tincidunt donec
60836,197.78207803563708,121882,119377,CAD,,296.40031401766277,143.91411918326568,2015-12-10,1332,tincidunt donec
49751,135.39767929484753,97267,48055,USD,,11.569346098858375,261.85511872808496,1995-09-27,1333,nulla curabitur
126587,699.7030357569228,62289,119980,EUR,,976.8408611795758,484.78207085862454,1963-11-16,1334,tincidunt donec
143534,713.7918632844226,74605,118575,EUR,,96.69622601795047,47.2358361784973,1992-10-12,1335,tristique
134416,536.765446790602,72420,81170,GBP,,724.3448603305885,779.4954544896303,2005-08-29,1336,condimentum suscipit
67859,384.64252956289,49372,65395,GBP,,298.3695225235089,938.7469904124981,1989-07-20,1337,nulla curabitur
58399,655.826452676315,54071,135503,EUR,,70.01962587680192,73.66134176776121,1990-05-04,1338,tristique
144802,850.4314986202612,121595,113520,EUR,,678.6371574007144,805.5403778054135,1972-12-16,1339,condimentum suscipit
110386,721.1391047643297,141632,129490,CAD,,9.289282386559904,879.7272901980797,1977-08-10,1340,condimentum suscipit
125613,497.70020887125844,49822,112640,GBP,,356.4941192201716,455.77958796839516,2013-03-08,1341,lorem ipsum
78816,761.5906751820299,93928,86073,USD,,741.1177405620565,62.00749128305298,1994-06-24,1342,nulla curabitur
74363,295.9945031910993,109447,57669,USD,,126.98054125033819,873.9557414730061,2012-10-09,1343,ultricies
91797,173.0195727987811,112057,81709,EUR,,31.636421328478118,293.44910308460936,1988-01-29,1344,ultricies
110539,637.0944377022864,141093,124139,EUR,,382.56918788023575,988.6542029101372,1956-02-26,1345,nulla curabitur
112606,794.2504211545839,62403,48810,EUR,,551.2807369063734,27.95353748648581,1969-04-19,1346,ultricies
141450,591.1884894971225,78981,47948,GBP,,137.0714093507443,507.6837192280217,1985-02-27,1347,nulla curabitur
132444,537.1597769067581,56033,71352,EUR,,193.47687187553774,242.42808739572507,1986-07-04,1348,tristique
101289,501.28332918725795,62597,110767,GBP,,820.0629875946687,623.3823130325025,1989-03-22,1349,lorem ipsum
115870,306.21446048868984,123816,121612,GBP,,589.4681110480337,741.6641434293476,2002-08-30,1350,lorem ipsum
142564,792.8857360150965,58978,57934,CAD,,991.4195482702905,858.5776493449595,1976-02-28,1351,tristique
80602,201.7183485670445,82717,133664,USD,,25.15890540103533,738.410286278178,2005-05-03,1352,tristique
141686,671.5990298181463,118436,87651,EUR,,563.805535855025,595.762125598988,1962-05-14,1353,condimentum suscipit
105010,903.0819110301396,125919,128947,GBP,,415.1819112770578,964.7256559226266,1982-09-07,1354,condimentum suscipit
64873,119.42736111523477,54556,111183,GBP,,612.4969156206259,454.8364683637297,1954-10-25,1355,condimentum suscipit
125611,972.4476338224564,74477,109253,GBP,,750.1754688136148,725.2336630924098,1968-07-14,1356,ultricies
91397,570.0383620407063,94074,107216,EUR,,785.1569396089692,302.157114867781,2001-09-29,1357,ultricies
68621,707.8426493167432,100609,49327,EUR,,701.204874153139,314.21268157697546,2007-12-02,1358,ultricies
66332,472.3034493066079,97595,144040,USD,,452.6940098318821,973.4620584315784,2014-05-14,1359,nulla curabitur
67615,345.03803309327134,99893,129221,GBP,,196.6383420807457,992.9724337694115,1953-06-30,1360,condimentum suscipit
131913,589.3216447744386,67907,88315,USD,,460.1323307143056,381.59604246935305,2006-11-11,1361,condimentum suscipit
68414,874.3333102346012,81015,128755,CAD,,532.2179100931992,367.3365398679477,1973-09-23,1362,tincidunt donec
46554,361.1516733817826,46714,111848,EUR,,945.5473541094999,751.8615760420057,1969-05-16,1363,tristique
73780,54.663148582072886,80610,74641,GBP,,529.0761336798647,903.6178613651318,1965-06-22,1364,nulla curabitur
99069,262.72867612169495,92471,72590,USD,,648.806788199732,951.6091650516917,2017-11-29,1365,nulla curabitur
121327,507.05994838148325,84266,137728,EUR,,34.70595009066182,366.2252659492372,1968-04-12,1366,tincidunt donec
53071,444.4850306212963,86310,50683,USD,,674.2382108074377,130.00115092505098,1987-09-12,1367,condimentum suscipit
47157,209.66690380988274,71658,107103,GBP,,399.07744330602105,566.5986151230683,1998-02-02,1368,condimentum suscipit
71367,37.68108082317797,100348,115269,GBP,,487.0320438740068,684.3597331207176,2009-03-10,1369,semper viverra
113041,626.101538870583,138418,143858,GBP,,823.173084561518,519.2338429762592,2016-11-01,1370,nulla curabitur
78098,392.81939397810953,91943,102199,CAD,,893.8859670296118,238.61437656152577,2009-02-28,1371,lorem ipsum
61901,370.4746608198837,77499,70838,EUR,,230.21491718169028,998.2699712812589,2013-02-24,1372,tincidunt donec
66332,598.1991646472414,56646,68841,GBP,,23.626605196657582,223.9219167169076,2006-09-10,1373,condimentum suscipit
92962,480.99387109757686,95749,45853,CAD,,302.0116287786282,571.6657950065788,2016-09-06,1374,tincidunt donec
105163,427.99460598625524,118050,123159,GBP,,996.6618048577128,109.00138553637989,2009-11-30,1375,semper viverra
70291,274.6232892636069,130171,66429,CAD,,488.4393821086978,836.8930698293892,2003-08-29,1376,tristique
55090,279.51144329039465,109887,88788,USD,,25.405796119157998,69.98415770513112,1966-09-01,1377,ultricies
106335,531.0527890218968,122477,103667,EUR,,564.0718782089438,661.8140023161415,1994-04-10,1378,semper viverra
138977,220.20576629206155,66057,109413,USD,,851.3582243930014,930.8522483172374,1983-08-31,1379,condimentum suscipit
59880,163.07052166372276,100665,120602,GBP,,158.13258551973465,779.5940633415825,1996-10-18,1380,ultricies
130003,328.38807373895105,127918,52784,EUR,,735.3187448082099,18.579165023531697,1972-12-20,1381,semper viverra
59808,213.37190090170432,92198,48169,CAD,,77.42914208361019,672.5387180220578,2010-10-07,1382,ultricies
85455,713.8670811656241,134928,128367,EUR,,491.4736170019924,429.675747612412,1976-10-01,1383,tristique
75309,422.7461449431343,130441,96300,CAD,,581.7543863273411,638.0231061468007,1969-02-08,1384,nulla curabitur
91575,665.3104384468568,78324,55892,CAD,,449.74384286252445,793.297149020901,2017-11-08,1385,ultricies
115361,33.92714075776841,103908,75878,USD,,695.8559982820425,754.7806152087428,1975-11-07,1386,semper viverra
107103,72.36600607242407,50067,54005,USD,,227.30524402039765,839.6851223413073,1984-07-15,1387,semper viverra
100433,667.9017551540396,120212,121009,USD,,179.3829489239232,222.95995401600476,1995-08-10,1388,lorem ipsum
49312,132.43620167615066,100405,115590,CAD,,314.0055669696065,418.40462584395624,1976-09-09,1389,semper viverra
128541,354.31745816695627,141875,81079,CAD,,742.1146473197363,94.41470785639095,2007-05-21,1390,semper viverra
112196,929.8119234761477,51513,47113,USD,,223.80605672115027,628.6175066788896,1952-12-24,1391,condimentum suscipit
125864,925.9403491503095,48696,54398,GBP,,377.81640467705074,643.2255214592675,1989-07-12,1392,condimentum suscipit
110607,733.5881464378954,115496,85877,GBP,,546.1706263664626,4.369544837442003,1999-09-10,1393,semper viverra
58328,671.5325190578648,138196,118262,EUR,,772.0210023174347,628.3193150836463,1976-01-19,1394,tincidunt donec
94496,818.7321641339867,57742,89979,EUR,,403.2823521507904,33.59966160577657,1991-02-26,1395,nulla curabitur
115688,292.75591236851415,138771,79559,USD,,580.4606734263375,253.1560941005842,2003-05-21,1396,condimentum suscipit
88078,77.19036066171535,140835,134510,USD,,350.7765684757646,286.3344591158181,1962-10-01,1397,tincidunt donec
88142,410.9542736194012,48136,71775,USD,,677.3561607075054,660.0298732450138,2015-02-13,1398,tincidunt donec
78903,271.5972476028028,79306,95046,GBP,,10.768612852563873,215.2496818665307,1956-02-19,1399,condimentum suscipit
119383,848.6504310200754,58026,80569,CAD,,981.2520374056952,289.7482673405738,2002-01-16,1400,ultricies
65921,825.9627573646904,123862,63818,GBP,,309.94988532087564,565.6796742551971,1993-07-21,1401,nulla curabitur
142457,776.8143698976194,141313,113345,EUR,,667.9037377827075,936.4301213816399,1956-10-15,1402,nulla curabitur
135729,688.1782044875482,61725,50922,CAD,,90.85264440244717,995.2687178271514,2000-05-07,1403,tincidunt donec
79098,778.9525875349952,108911,132855,GBP,,257.7457482218599,125.43408056323896,2017-03-21,1404,tincidunt donec
79194,158.4989490586604,72928,97585,CAD,,471.3103655588557,352.4280360366254,2000-07-19,1405,ultricies
121668,242.2313517973506,142711,132679,CAD,,644.0774181008197,585.0738181971749,1951-05-09,1406,tristique
137351,921.7668133526595,49297,137581,USD,,280.17288591210234,813.6556974673563,1974-04-30,1407,condimentum suscipit
119838,337.90672010037605,83398,121551,CAD,,648.8868822395821,776.0085524349736,1958-02-23,1408,condimentum suscipit
143391,717.6392056420493,143666,84337,EUR,,260.92791276319105,374.13332692508385,1977-09-23,1409,lorem ipsum
102172,140.5792384629483,58848,67899,GBP,,347.3757157606575,668.6204828272593,2009-10-19,1410,tristique
90752,611.595327089206,63283,99922,USD,,663.2696836759587,649.477842734497,2005-02-14,1411,tristique
132231,313.11447141358923,77202,64746,GBP,,58.79400806221066,999.2733162135995,2001-08-03,1412,ultricies
54174,752.4171240991529,65838,98995,CAD,,415.14928965495324,155.96101283360457,1965-11-24,1413,ultricies
95653,715.221536565056,117163,109622,EUR,,776.3211873993488,661.6548322962186,1980-11-16,1414,tristique
60833,970.4447423946594,47727,115001,USD,,994.4564685236753,977.9206958351267,1981-08-04,1415,nulla curabitur
46082,188.27655734793015,107540,77279,EUR,,206.50988752144883,303.58129980610715,1990-10-12,1416,nulla curabitur
123549,83.77910937309724,129357,51768,GBP,,274.9764180097486,818.7276693587013,1995-05-30,1417,lorem ipsum
104864,205.20199035164865,135823,77898,EUR,,860.2507277322693,736.0422359072703,2014-12-07,1418,semper viverra
140653,179.79696879605018,111552,81629,CAD,,795.2086789256728,784.8818938750588,1994-12-12,1419,nulla curabitur
63158,980.3509310658244,56902,62270,USD,,515.400739207936,821.2086006279932,1998-04-08,1420,nulla curabitur
86415,611.5570018429247,108550,61351,GBP,,417.06885600006746,909.3528501463257,2004-10-31,1421,condimentum suscipit
56772,652.86766890192,115841,71761,USD,,223.67807648451515,744.8095682946886,2015-02-10,1422,tincidunt donec
119875,47.655887378188325,46432,61700,CAD,,455.13956888834724,517.7260453309636,1983-01-20,1423,semper viverra
126360,76.15267637557046,68706,66498,USD,,480.39706636855414,74.9977321549234,2017-07-17,1424,lorem ipsum
114035,175.8487251657519,79985,46315,GBP,,783.9906341104938,479.4195585843183,1998-07-07,1425,tristique
131245,375.9311555432826,103685,104370,GBP,,791.6527692945119,653.3422175459804,1984-02-05,1426,tristique
135004,750.2662152201196,56053,56204,USD,,872.0112935178701,384.8743011952799,1997-06-11,1427,lorem ipsum
85034,328.0480419322539,126200,77765,USD,,236.84591861780262,378.0579535198816,2014-03-18,1428,nulla curabitur
83317,21.17751069648747,120742,125839,EUR,,334.9714577250941,384.0754075739341,1985-06-02,1429,tincidunt donec
122889,177.71818406791107,72357,97828,USD,,92.23791627963796,733.8108410213005,1963-11-24,1430,nulla curabitur
139166,769.8181110044949,84188,141917,CAD,,104.30772026714402,402.9192524668462,1985-04-28,1431,lorem ipsum
81409,228.4621998708006,82838,55348,USD,,421.14625397416705,449.4748490681613,2004-06-16,1432,tristique
96743,533.8130074473883,114267,106229,USD,,821.0635617706024,859.7594006414257,2010-09-26,1433,nulla curabitur
80725,959.4544501291901,95758,134195,GBP,,651.0952197659105,790.3652020598306,1974-06-12,1434,tincidunt donec
82836,501.6471705950224,127157,99823,EUR,,453.7949022022786,661.5019939062945,1961-07-05,1435,nulla curabitur
56126,646.5942807876172,119614,96040,GBP,,602.3842264532567,422.0170832193093,1996-05-05,1436,tincidunt donec
76997,526.1757778071385,94219,103436,USD,,888.5016354159219,812.4339041862219,1960-04-10,1437,condimentum suscipit
114607,760.3472855296609,142618,100797,CAD,,539.3685831063602,896.6499098314524,1995-07-30,1438,condimentum suscipit
68779,157.4859326667345,135877,134562,USD,,383.63790268243054,961.4505181075955,1956-03-26,1439,ultricies
94725,821.6243411734247,66264,94417,USD,,859.0021461719024,510.7822135198617,2014-01-14,1440,condimentum suscipit
61409,538.7065573616136,70069,64657,EUR,,157.7765693392342,989.3096204777019,1970-05-26,1441,semper viverra
104035,855.5471113495372,88833,103958,GBP,,899.9093882923718,820.0671471436427,1973-02-09,1442,tincidunt donec
100168,124.60830932053891,116502,45382,CAD,,267.7201433877927,968.1850644072204,1974-08-19,1443,ultricies
61547,990.7717514001042,112916,117760,USD,,950.8889544020512,667.1796190692755,1958-12-26,1444,tristique
74760,68.4247357365421,81778,85746,CAD,,990.9109559069548,736.587493950998,2009-05-08,1445,tincidunt donec
47908,690.9119306667336,126508,110133,USD,,259.6039309487685,764.2933176886422,1998-10-06,1446,ultricies
87193,458.76297500132415,48769,92163,CAD,,671.4860061903211,5.819262738934411,1950-05-25,1447,ultricies
139386,223.4683543166932,63867,58726,CAD,,924.1684946835387,543.9463169784088,1972-09-23,1448,tristique
77032,183.02881516396874,108448,77017,GBP,,188.97297019039476,824.9746011176112,1996-02-07,1449,lorem ipsum
69265,702.6853000694199,84793,131886,GBP,,176.46218697979788,448.452659221382,2003-06-19,1450,condimentum suscipit
117201,519.2035923412561,62748,81568,CAD,,177.43643523470297,874.9776458738312,1966-03-16,1451,tristique
67424,227.51503351795859,76090,46581,CAD,,764.0797512217356,756.0483495807232,1994-05-27,1452,tincidunt donec
109509,929.2448888029188,142780,65951,USD,,128.85053000285924,828.720983471951,2002-12-03,1453,nulla curabitur
80339,399.14631956373523,57855,142888,CAD,,615.3369011350636,417.91344529649155,1966-02-02,1454,condimentum suscipit
106804,338.2089393092051,109041,109320,CAD,,321.6675022611951,470.51134628257756,1982-05-18,1455,nulla curabitur
98372,665.4715416230858,78556,46838,GBP,,379.6146136203249,757.9902840371622,1969-04-04,1456,tincidunt donec
84225,202.78152973306135,140035,85166,EUR,,592.4226374748959,867.9166219950594,1962-05-09,1457,nulla curabitur
107285,516.5695041042857,87386,101215,EUR,,655.2017501651144,631.5615644767984,1989-04-15,1458,lorem ipsum
58872,929.7564942342601,114463,144186,GBP,,900.9233847925557,846.6118587889957,1981-02-22,1459,tristique
53864,841.5584764519216,135751,45583,EUR,,448.7582449765904,184.6742613030633,1971-04-23,1460,nulla curabitur
128545,236.45820078136865,92897,67233,USD,,836.6915288097767,72.075260777838,1963-12-22,1461,tristique
140255,48.358865814766105,83972,130144,CAD,,334.0749894919999,525.7340933815932,2016-05-20,1462,semper viverra
69190,214.31593070028555,91753,115557,GBP,,263.7102874026247,293.87933043132995,1982-06-24,1463,condimentum suscipit
135378,761.0859750203374,130543,52825,EUR,,369.79577316056356,275.54812269895126,1974-03-23,1464,semper viverra
124333,469.90689646870754,117741,138300,GBP,,253.8545457011463,694.8512071476925,1993-01-30,1465,lorem ipsum
87727,670.3994623968557,46577,61519,EUR,,393.9102453338863,703.8308239639358,2004-10-23,1466,condimentum suscipit
119727,34.68757574329128,49303,130644,EUR,,344.7938448215342,895.7927191144653,1955-12-02,1467,lorem ipsum
119855,203.21970754839663,106230,49595,GBP,,653.4142134075155,429.02890329523836,1954-01-30,1468,nulla curabitur
144897,61.40399865511036,79456,83625,USD,,771.2313396011521,551.4442278283738,1951-05-06,1469,ultricies
85925,906.706737473625,94643,52532,GBP,,852.7967239633132,473.01310180070294,1999-10-05,1470,condimentum suscipit
72675,306.4184981770377,95530,87985,GBP,,632.4117811090033,334.9617839968187,1971-03-27,1471,tristique
126770,120.12401081340568,85056,135603,USD,,431.28819062168225,450.62448697527134,1959-08-13,1472,lorem ipsum
138459,414.05072653837203,106230,136441,EUR,,131.10229723313105,120.71667269458808,1974-02-13,1473,tincidunt donec
56790,609.7591094003545,106442,50386,CAD,,567.1094041872057,174.74522816503156,1965-06-15,1474,tincidunt donec
94640,933.2791123424921,91146,144045,EUR,,849.9642231296127,927.9497271337658,1968-06-07,1475,lorem ipsum
130553,286.5492780342769,55578,77040,EUR,,97.37060568263995,800.4791555775433,1978-08-04,1476,lorem ipsum
73359,432.83967568114946,106073,67460,EUR,,798.2952507261806,741.5464063234836,1992-11-06,1477,ultricies
63031,944.2253448959954,45982,119796,CAD,,316.3637398439567,673.8634279568712,1976-03-27,1478,ultricies
95198,631.6541300940365,136545,92689,GBP,,819.069718172352,433.8266733839588,1974-06-14,1479,nulla curabitur
56372,672.3428419197817,109196,139770,USD,,280.2727317526005,597.5463637842611,1969-05-03,1480,condimentum suscipit
48698,184.3643497927625,49238,107511,CAD,,77.22957704999907,16.86892874397312,2014-01-13,1481,ultricies
142854,487.137126928437,115176,49872,EUR,,510.0658984478926,818.4465438512667,1959-02-27,1482,ultricies
104169,596.7496291756737,126021,131534,CAD,,667.2526553111267,748.4208718298806,1953-12-13,1483,tristique
97884,391.2374150050271,133568,45254,EUR,,617.5100263311018,984.943607787904,1981-04-15,1484,lorem ipsum
61865,762.7946286522148,53796,47381,EUR,,391.9330429651679,621.5376269043828,1967-10-05,1485,tincidunt donec
126675,788.6491955346224,86105,120015,USD,,59.03281260467963,894.9356388474557,1958-05-26,1486,condimentum suscipit
87786,493.721445903532,61506,67818,GBP,,168.71165791553878,579.9355748030191,2015-05-28,1487,semper viverra
93171,37.177721937178745,99269,85990,EUR,,105.60612420094046,351.9560748664716,1957-03-17,1488,lorem ipsum
78340,999.4060385560754,110863,135565,GBP,,702.9115766512602,275.48473745919296,1964-07-23,1489,tincidunt donec
114132,190.9004106418542,115188,104516,CAD,,31.659355075504035,154.59340671563916,1981-11-12,1490,lorem ipsum
62445,82.89870387638426,137585,123657,CAD,,859.5661105555071,714.4297383042658,1971-12-18,1491,semper viverra
92002,115.78156654147747,129648,90619,GBP,,134.6331964074231,887.1679451181672,1982-11-24,1492,nulla curabitur
47295,874.8380379917411,98483,105001,USD,,264.08773106936854,631.4805422769385,1957-07-30,1493,semper viverra
77394,952.0732208195268,125722,72177,USD,,17.33332523462416,649.4952637698175,2003-07-02,1494,lorem ipsum
97748,297.05368248324527,59011,55792,CAD,,697.0101839062603,382.8465345682016,2016-08-20,1495,tincidunt donec
140581,249.40077239829722,138313,131255,USD,,366.54526223315116,638.1226972797336,1983-10-07,1496,nulla curabitur
81722,383.81626373865186,119326,139604,GBP,,305.4088123871237,779.290372773388,2004-07-31,1497,tincidunt donec
95699,855.1187888612087,52308,129739,GBP,,464.64712612100976,715.0042008108421,1978-06-24,1498,nulla curabitur
87217,108.68173224178356,50678,137135,GBP,,937.8864181944436,602.2281229162481,1987-08-07,1499,lorem ipsum
68108,336.5584612100434,135176,65765,EUR,,458.09232956177635,912.3878916480976,1972-01-30,1500,nulla curabitur
47781,131.6173442637803,111369,138916,GBP,,828.4712147255007,116.54631480886796,1954-03-31,1501,tristique
130602,446.4473517043254,79631,138080,CAD,,133.93399442994996,945.0896833047575,1995-09-09,1502,semper viverra
120253,581.2940499494324,63996,140479,GBP,,828.6925114976966,691.4703831457102,1959-03-17,1503,tincidunt donec
75724,745.9452550292693,72980,111416,CAD,,565.7469031753525,827.4310934169075,1959-05-02,1504,nulla curabitur
47148,55.30368593486283,92753,64503,CAD,,113.58614315067966,415.0275065254411,1989-11-18,1505,tincidunt donec
