ACTIVITY_FEES,COMMUNICATIONS_AND_IT_EXPENSE,CUSTOMER_ID,END_DATE,INTEREST_EXPENSE,INTEREST_INCOME,LAST_CUSTOMER_REPLIED_TO_OFFER_INDICATOR,LAST_CUSTOMER_REPLY_TIME,LAST_INBOUND_COMMUNICATION_DATE,LAST_INBOUND_COMMUNICATION_ID,LAST_OUTBOUND_COMMUNICATION_DATE,LAST_OUTBOUND_COMMUNICATION_ID,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,MANAGEMENT_FEES,OTHER_NON_INTEREST_EXPENSE,OTHER_NON_INTEREST_INCOME,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS,STATUS_DATE,STATUS_REASON,WAIVED_FEES,WAIVED_INTEREST_EXPENSE,WAIVED_INTEREST_INCOME,WAIVED_NON_INTEREST_EXPENSE, ,  
5578.098042,253.1795655,1086,30/06/2016,152.9938834,769.6786773,FALSE,0,,114406,,48645,,09/12/2017,705.0226333,279.7459505,396.3387657,RetirementPlan,TRUE,FALSE,3,01/06/2016,Inactive,08/06/2016,Inactive Client,0,837.6047296,461.1499924,359.4627481,,
18934.27354,990.3074693,1087,28/02/2017,580.5121606,899.7620196,TRUE,5,11/02/2017,129663,11/02/2017,49901,More Generous Investing,11/02/2017,16.51326725,71.89418845,427.1516548,Brokerage,TRUE,TRUE,3,01/02/2017,Active,11/02/2017,Active Client,0,984.3086271,334.8926651,40.95598962,,
18934.27354,658.8945378,1087,28/02/2017,686.0957619,270.0803895,TRUE,106,11/02/2017,113308,11/02/2017,132418,Now Prove It,11/02/2017,655.5860589,726.8394784,816.1427428,Savings,TRUE,TRUE,2,01/02/2017,Active,11/02/2017,Active Client,0,765.4269722,424.8583674,359.5715645,,
18934.27354,283.0149633,1087,28/02/2017,634.9725588,904.4421917,TRUE,27,11/02/2017,116538,11/02/2017,62936,More Generous Investing,11/02/2017,777.9633527,112.360142,253.0777643,FinancialPlan,TRUE,TRUE,1,01/02/2017,Active,11/02/2017,Active Client,0,936.1073555,949.5649123,343.0166087,,
18934.27354,725.8547018,1087,28/02/2017,357.7666452,305.4526687,FALSE,0,,115582,,134820,,05/03/2018,549.6209897,221.3588891,129.6884134,RetirementBrokerage,TRUE,FALSE,3,01/02/2017,Inactive,11/02/2017,Inactive Client,0,729.0075867,604.5206883,213.769572,,
18934.27354,606.8721199,1087,28/02/2017,876.5829411,143.5202451,FALSE,0,,112014,,81810,,07/05/2017,797.3093435,669.721904,86.07801739,RetirementPlan,TRUE,FALSE,1,01/02/2017,Inactive,11/02/2017,Inactive Client,0,241.4779206,724.3448856,428.7676814,,
6147.206988,103.3683365,1088,31/05/2018,994.8934253,132.1796167,TRUE,36,05/05/2018,143051,05/05/2018,90358,More Generous Investing,05/05/2018,558.3108441,749.7244647,707.7076619,FinancialPlan,TRUE,TRUE,5,01/05/2018,Active,05/05/2018,Active Client,0,583.4131858,465.9318692,258.7322439,,
6147.206988,193.7034137,1088,31/05/2018,547.1182014,981.4307788,TRUE,130,05/05/2018,129625,05/05/2018,76031,The Best Things in Life Are Not Fees,05/05/2018,24.10625493,30.22341439,220.4515087,RetirementBrokerage,TRUE,TRUE,1,01/05/2018,Active,05/05/2018,Active Client,0,832.4867045,32.17468065,613.1687789,,
6147.206988,488.105182,1088,31/05/2018,474.0268617,38.5618724,TRUE,27,05/05/2018,92306,05/05/2018,55797,Now Prove It,05/05/2018,446.9139761,17.12879873,468.0775563,RetirementPlan,TRUE,TRUE,0,01/05/2018,Active,05/05/2018,Active Client,0,541.1472029,235.1189665,1.731443272,,
2488.115114,296.9354684,1089,31/05/2018,602.0598569,550.4512972,TRUE,5,06/05/2016,52939,06/05/2016,68157,More Generous Investing,06/05/2016,892.3405404,94.48612532,447.9519969,Brokerage,TRUE,TRUE,1,01/05/2018,Active,06/05/2018,Active Client,0,805.3460137,497.5433905,340.9535575,,
2488.115114,635.806449,1089,31/05/2018,771.6214952,941.6559101,TRUE,65,06/05/2016,109858,06/05/2016,103879,Now Prove It,06/05/2016,675.9160102,653.6102944,590.1406107,FinancialPlan,TRUE,TRUE,0,01/05/2018,Active,06/05/2018,Active Client,0,270.6310807,495.6740409,409.3663852,,
2488.115114,369.4394216,1089,31/05/2018,528.7635514,722.7978367,TRUE,6,06/05/2016,142681,06/05/2016,128023,Now Prove It,06/05/2016,982.1834808,492.1385799,892.700357,RetirementBrokerage,TRUE,TRUE,0,01/05/2018,Active,06/05/2018,Active Client,0,585.6182501,293.1195183,962.7249864,,
2488.115114,564.5030037,1089,31/05/2018,935.1086681,600.2337905,TRUE,67,06/05/2016,126305,06/05/2016,137551,Wealth Comes in Many Forms,06/05/2016,399.9564995,773.5746482,228.1556682,RetirementPlan,TRUE,TRUE,3,01/05/2018,Active,06/05/2018,Active Client,0,600.7256093,109.2477363,635.7362227,,
1538.273756,757.8375121,1090,31/03/2018,477.4511108,503.8117038,TRUE,31,11/03/2016,96737,11/03/2016,87490,Now Prove It,11/03/2016,421.0256647,840.6655714,469.6292572,Savings,TRUE,TRUE,1,01/03/2018,Active,11/03/2018,Active Client,0,819.0806146,635.6141394,265.4816545,,
1538.273756,265.8882178,1090,31/03/2018,34.00990443,188.5202239,FALSE,0,,55981,,48507,,06/04/2016,439.1243441,336.633784,467.4274201,Education,TRUE,FALSE,2,01/03/2018,Inactive,11/03/2018,Inactive Client,0,583.6415225,900.1315826,741.5397292,,
1538.273756,423.6797973,1090,31/03/2018,62.75964678,474.4796791,TRUE,49,11/03/2016,91329,11/03/2016,144609,A Loan With A View,11/03/2016,374.1286991,699.771278,413.5254039,FinancialPlan,TRUE,TRUE,0,01/03/2018,Active,11/03/2018,Active Client,0,537.783182,526.0469685,231.0066904,,
1538.273756,288.4228595,1090,31/03/2018,973.2179861,589.7614656,FALSE,0,,55073,,71177,,10/01/2018,534.9370355,346.031782,346.083217,RetirementBrokerage,TRUE,FALSE,1,01/03/2018,Inactive,11/03/2018,Inactive Client,0,476.94817,119.3703008,24.31988075,,
1538.273756,246.5875049,1090,31/03/2018,600.8026146,833.330941,FALSE,0,,68693,,72544,,02/03/2017,21.01158846,571.0664463,330.365941,RetirementPlan,TRUE,FALSE,0,01/03/2018,Inactive,11/03/2018,Inactive Client,0,627.2607897,106.3948681,988.2549794,,
1538.273756,331.1345215,1090,31/03/2018,535.865699,815.7465309,TRUE,28,11/03/2016,113715,11/03/2016,78753,More Generous Investing,11/03/2016,713.680407,949.1841901,653.443562,RetirementBasic,TRUE,TRUE,5,01/03/2018,Active,11/03/2018,Active Client,0,480.036252,565.7751137,728.0728345,,
16037.46243,253.9345728,1091,31/01/2018,147.2533583,29.71937519,TRUE,51,23/01/2016,54311,23/01/2016,74308,Wealth Comes in Many Forms,23/01/2016,854.4711411,849.6652784,521.6392612,Cash,TRUE,TRUE,1,01/01/2018,Active,22/01/2018,Active Client,0,804.521352,936.5730607,704.2392308,,
16037.46243,672.9267282,1091,31/01/2018,636.7486049,768.2414715,TRUE,79,23/01/2016,47023,23/01/2016,109109,Now Prove It,23/01/2016,339.2485025,67.634243,806.4720637,Brokerage,TRUE,TRUE,2,01/01/2018,Active,22/01/2018,Active Client,0,413.8752872,721.2772906,89.56381687,,
57736.24495,969.9777048,1092,29/02/2016,869.1140519,991.4965395,TRUE,16,04/02/2016,55697,04/02/2016,134161,More Generous Investing,04/02/2016,846.7593758,47.46034528,955.7949501,Cash,TRUE,TRUE,1,01/02/2016,Active,04/02/2016,Active Client,0,445.3152244,752.1734793,378.3428692,,
57736.24495,21.84916246,1092,29/02/2016,303.0204422,90.02472791,TRUE,46,04/02/2016,71424,04/02/2016,58175,Now Prove It,04/02/2016,481.361426,940.6452655,665.877588,Brokerage,TRUE,TRUE,4,01/02/2016,Active,04/02/2016,Active Client,0,414.0209015,207.0992073,746.7045088,,
57736.24495,312.6592884,1092,29/02/2016,222.7920299,489.2012198,TRUE,123,,116089,,51761,,05/11/2016,967.6247524,471.6375488,925.293361,Savings,TRUE,FALSE,1,01/02/2016,Inactive,04/02/2016,Inactive Client,0,815.9225518,997.1559659,222.2989044,,
57736.24495,510.7893168,1092,29/02/2016,457.2668128,487.8923985,FALSE,0,,60444,,69876,,25/10/2016,521.4511573,211.1622662,496.7123158,Education,TRUE,FALSE,5,01/02/2016,Inactive,04/02/2016,Inactive Client,0,728.6220972,83.53965771,229.809479,,
57736.24495,269.6785955,1092,29/02/2016,590.6682972,939.0912263,FALSE,0,,57137,,132252,,29/06/2017,818.2974343,257.5398964,787.8912432,FinancialPlan,TRUE,FALSE,2,01/02/2016,Inactive,04/02/2016,Inactive Client,0,906.8589412,687.9989182,958.740825,,
57736.24495,619.7321906,1092,29/02/2016,920.0314928,769.9773356,FALSE,0,,58429,,108841,,07/03/2018,46.88228689,222.2258472,417.9655956,RetirementBrokerage,TRUE,FALSE,2,01/02/2016,Inactive,04/02/2016,Inactive Client,0,791.1614223,646.7304785,27.50505076,,
65236.1166,400.0934707,1093,30/04/2016,283.3151172,8.893912105,TRUE,5,23/04/2016,56357,23/04/2016,128490,More Generous Investing,23/04/2016,605.6171705,425.3281161,231.3898973,Savings,TRUE,TRUE,4,01/04/2016,Active,23/04/2016,Active Client,0,760.8068252,568.7047007,810.0627611,,
65236.1166,428.7466184,1093,30/04/2016,405.9354371,859.6922492,FALSE,0,,59614,,63413,,31/05/2016,158.0000754,278.7510619,962.7740933,Education,TRUE,FALSE,5,01/04/2016,Inactive,23/04/2016,Inactive Client,0,552.3960238,379.8778348,819.8659814,,
65236.1166,32.38082594,1093,30/04/2016,897.7111939,635.3991348,TRUE,8,23/04/2016,71711,23/04/2016,121935,More Generous Investing,23/04/2016,323.2660184,901.5328397,443.2932008,RetirementBasic,TRUE,TRUE,1,01/04/2016,Active,23/04/2016,Active Client,0,619.0754262,599.0290282,869.179166,,
19428.20175,80.26454121,1094,31/05/2017,547.1962942,957.9770257,TRUE,141,,57490,,81340,,10/09/2017,773.241498,685.5372395,213.9737027,Cash,TRUE,FALSE,2,01/05/2017,Inactive,08/05/2017,Inactive Client,0,311.1461087,745.9215502,601.7106758,,
19428.20175,257.4061238,1094,31/05/2017,214.9059175,273.3057467,FALSE,0,,80444,,74071,,07/06/2018,68.8176351,742.7697003,961.5190297,Brokerage,TRUE,FALSE,4,01/05/2017,Inactive,08/05/2017,Inactive Client,0,834.2471136,437.5360959,54.01507808,,
19428.20175,172.8609029,1094,31/05/2017,259.5929596,758.3527721,FALSE,0,,120988,,112250,,02/11/2017,794.9686058,244.0382824,86.22888521,Savings,TRUE,FALSE,1,01/05/2017,Inactive,08/05/2017,Inactive Client,0,857.7941929,72.95550825,21.56190799,,
19428.20175,928.751076,1094,31/05/2017,897.1484117,873.6511177,TRUE,135,,48859,,93079,,21/07/2018,562.5037013,229.4783697,865.1446869,Education,TRUE,FALSE,3,01/05/2017,Inactive,08/05/2017,Inactive Client,0,610.316014,534.8456438,588.5774627,,
19428.20175,79.15045612,1094,31/05/2017,398.4361165,72.78887104,TRUE,112,08/05/2017,128894,08/05/2017,137712,Now Prove It,08/05/2017,825.4521694,26.9410564,892.8338088,RetirementBrokerage,TRUE,TRUE,5,01/05/2017,Active,08/05/2017,Active Client,0,574.6753809,604.0711256,519.6667537,,
19428.20175,496.8697807,1094,31/05/2017,301.741405,947.7289824,TRUE,51,08/05/2017,78073,08/05/2017,78870,Now Prove It,08/05/2017,628.425116,276.392461,881.8647599,RetirementPlan,TRUE,TRUE,3,01/05/2017,Active,08/05/2017,Active Client,0,210.0405907,525.6785249,576.0114803,,
19428.20175,72.43039017,1094,31/05/2017,917.6037229,464.5586454,TRUE,122,,80869,,68057,,23/07/2017,336.2160145,996.409524,416.6875514,ManagedPortfolio,TRUE,FALSE,3,01/05/2017,Inactive,08/05/2017,Inactive Client,0,33.71561578,609.3700938,116.2697147,,
19428.20175,16.88159244,1094,31/05/2017,189.2916046,53.74783337,TRUE,48,08/05/2017,99388,08/05/2017,64322,More Generous Investing,08/05/2017,842.7532157,885.6777742,800.9053558,RetirementBasic,TRUE,TRUE,0,01/05/2017,Active,08/05/2017,Active Client,0,186.9552311,262.3451669,938.3655392,,
62825.79319,230.5231824,1095,30/04/2018,376.8476596,853.3578404,TRUE,99,06/04/2018,47135,06/04/2018,51071,A Loan With A View,06/04/2018,731.0564098,762.0232049,584.4179744,Cash,TRUE,TRUE,5,01/04/2018,Active,06/04/2018,Active Client,0,936.1867954,968.0806341,667.9928063,,
62825.79319,777.8468232,1095,30/04/2018,74.21360477,109.849149,TRUE,18,06/04/2018,86177,06/04/2018,47099,Now Prove It,06/04/2018,794.8789991,989.7181284,189.7790915,Savings,TRUE,TRUE,5,01/04/2018,Active,06/04/2018,Active Client,0,49.90494701,903.0285657,900.5951137,,
62825.79319,690.1325597,1095,30/04/2018,209.9812749,476.0427366,TRUE,50,06/04/2018,48585,06/04/2018,120828,Wealth Comes in Many Forms,06/04/2018,343.2513436,686.2003221,423.5972857,Education,TRUE,TRUE,0,01/04/2018,Active,06/04/2018,Active Client,0,563.6292387,862.2660829,177.5144023,,
62825.79319,179.8434196,1095,30/04/2018,329.9431054,458.3987592,TRUE,84,,64242,,111250,,26/04/2018,292.8886889,509.5831625,345.6317487,FinancialPlan,TRUE,FALSE,4,01/04/2018,Inactive,06/04/2018,Inactive Client,0,454.0404435,852.8300711,703.4214509,,
23489.0373,835.8637559,1096,31/07/2018,298.5253388,310.4166421,TRUE,10,20/07/2018,80510,20/07/2018,79304,Now Prove It,20/07/2018,214.8842162,355.1503928,988.4405401,Brokerage,TRUE,TRUE,1,01/07/2018,Active,20/07/2018,Active Client,0,103.6897254,850.1305841,185.7467137,,
23489.0373,130.6867144,1096,31/07/2018,570.3564897,507.3075698,TRUE,25,20/07/2018,67546,20/07/2018,96083,More Generous Investing,20/07/2018,745.3952854,958.8607639,995.4314733,Savings,TRUE,TRUE,5,01/07/2018,Active,20/07/2018,Active Client,0,190.2089089,883.1672812,323.4507045,,
23489.0373,525.4285404,1096,31/07/2018,12.79312774,121.2106204,FALSE,0,,52122,,129979,,29/09/2018,681.9184706,620.1080585,300.3410225,Education,TRUE,FALSE,5,01/07/2018,Inactive,20/07/2018,Inactive Client,0,674.3114914,755.3514964,698.3400078,,
23489.0373,401.0883006,1096,31/07/2018,16.2453943,170.3166105,TRUE,120,20/07/2018,125470,20/07/2018,57033,A Loan With A View,20/07/2018,421.5209889,912.0916286,177.8524576,FinancialPlan,TRUE,TRUE,0,01/07/2018,Active,20/07/2018,Active Client,0,427.4898061,373.1012189,561.8420782,,
23489.0373,350.0758743,1096,31/07/2018,364.4790998,648.7534583,TRUE,140,,61206,,96802,,23/08/2018,160.6303182,684.3667756,522.8105532,RetirementBrokerage,TRUE,FALSE,0,01/07/2018,Inactive,20/07/2018,Inactive Client,0,743.5667097,202.5948944,66.12594078,,
42639.92097,992.6809725,1097,30/09/2016,603.1664044,351.2904738,TRUE,45,16/09/2016,53423,16/09/2016,79327,More Generous Investing,16/09/2016,501.2106361,149.4833371,266.6024389,RetirementBrokerage,TRUE,TRUE,2,01/09/2016,Active,16/09/2016,Active Client,0,682.078424,479.4914898,851.7941243,,
42639.92097,715.2567188,1097,30/09/2016,575.2414467,812.559353,TRUE,57,16/09/2016,135765,16/09/2016,110465,Now Prove It,16/09/2016,183.1555247,105.6924416,253.9037119,RetirementPlan,TRUE,TRUE,3,01/09/2016,Active,16/09/2016,Active Client,0,362.266311,206.178459,364.8023593,,
42639.92097,536.6156504,1097,30/09/2016,752.46521,205.1004644,TRUE,119,,132774,,57583,,12/10/2017,599.6613384,426.1308337,854.6649256,ManagedPortfolio,TRUE,FALSE,4,01/09/2016,Inactive,16/09/2016,Inactive Client,0,886.8629027,266.3183133,80.40246088,,
42639.92097,44.36280929,1097,30/09/2016,167.7255107,472.0489599,TRUE,82,16/09/2016,134173,16/09/2016,47121,Wealth Comes in Many Forms,16/09/2016,733.43712,644.5584466,271.7788409,RetirementBasic,TRUE,TRUE,3,01/09/2016,Active,16/09/2016,Active Client,0,197.0472584,241.4134016,844.7850815,,
59493.53519,985.2862455,1098,31/08/2016,455.5227876,602.7086016,FALSE,0,,48076,,50121,,30/06/2017,405.329054,133.9902911,356.4149718,Cash,TRUE,FALSE,3,01/08/2016,Inactive,13/08/2016,Inactive Client,0,353.125803,109.8023402,239.7077027,,
59493.53519,446.2772959,1098,31/08/2016,871.5754943,881.4471235,FALSE,0,,131324,,71012,,01/01/2018,284.5725578,761.1362152,975.0191938,Brokerage,TRUE,FALSE,3,01/08/2016,Inactive,13/08/2016,Inactive Client,0,97.15960333,269.6772673,744.532829,,
59493.53519,598.3314091,1098,31/08/2016,628.9554136,443.2479899,TRUE,119,13/08/2016,45151,13/08/2016,129479,Wealth Comes in Many Forms,13/08/2016,745.5679608,959.1468748,334.4239562,Savings,TRUE,TRUE,4,01/08/2016,Active,13/08/2016,Active Client,0,664.0931807,939.188265,493.7579462,,
59493.53519,974.5482235,1098,31/08/2016,335.5271737,871.2796594,TRUE,129,,97327,,118050,,21/01/2017,956.0559543,28.70037838,84.39399991,Education,TRUE,FALSE,5,01/08/2016,Inactive,13/08/2016,Inactive Client,0,821.5383314,293.0242751,704.3742697,,
59493.53519,585.0261611,1098,31/08/2016,310.0175487,368.4343224,TRUE,23,13/08/2016,129263,13/08/2016,131786,More Generous Investing,13/08/2016,448.2483509,132.8729213,656.2618505,RetirementBasic,TRUE,TRUE,2,01/08/2016,Active,13/08/2016,Active Client,0,120.247303,772.7096218,743.3672371,,
1109.383095,213.46925,1099,30/04/2018,999.6313144,851.1327449,TRUE,113,04/04/2016,119990,04/04/2016,81126,Wealth Comes in Many Forms,04/04/2016,679.7625022,66.28631437,642.0473134,Cash,TRUE,TRUE,5,01/04/2018,Active,04/04/2018,Active Client,0,739.6628964,340.0082567,530.07987,,
1109.383095,127.2952707,1099,30/04/2018,908.262289,23.81816813,TRUE,148,04/04/2016,82155,04/04/2016,116837,The Best Things in Life Are Not Fees,04/04/2016,991.3126093,171.7373009,511.6265494,Brokerage,TRUE,TRUE,5,01/04/2018,Active,04/04/2018,Active Client,0,152.1231444,704.5315097,594.651029,,
8147.950179,34.9319084,1100,29/02/2016,596.105902,354.9012832,TRUE,8,23/02/2016,133822,23/02/2016,86959,More Generous Investing,23/02/2016,582.8586943,913.5473936,131.2806386,Savings,TRUE,TRUE,0,01/02/2016,Active,23/02/2016,Active Client,0,597.6841655,585.9210783,454.3616883,,
19886.68491,918.3847846,1101,31/07/2017,656.0790644,995.9381659,TRUE,80,02/07/2017,144111,02/07/2017,75109,Now Prove It,02/07/2017,567.1186447,305.333257,302.0211472,Savings,TRUE,TRUE,0,01/07/2017,Active,02/07/2017,Active Client,0,149.8926612,883.57656,299.7176628,,
19886.68491,594.3663906,1101,31/07/2017,503.5259665,616.0548297,TRUE,82,02/07/2017,139652,02/07/2017,46398,Now Prove It,02/07/2017,263.726446,787.7011892,50.33793005,ManagedPortfolio,TRUE,TRUE,0,01/07/2017,Active,02/07/2017,Active Client,0,450.901367,961.6442545,592.5645894,,
23061.86173,674.0407202,1102,30/06/2018,445.0099159,391.6096903,TRUE,29,23/06/2018,74973,23/06/2018,110372,Now Prove It,23/06/2018,34.06463616,685.2615495,928.9402842,FinancialPlan,TRUE,TRUE,5,01/06/2018,Active,23/06/2018,Active Client,0,636.0018244,542.9504321,311.6513657,,
23061.86173,185.6553733,1102,30/06/2018,620.9851486,501.7233529,FALSE,0,,49988,,62810,,13/08/2018,325.3224237,137.1613663,144.7337126,RetirementBrokerage,TRUE,FALSE,2,01/06/2018,Inactive,23/06/2018,Inactive Client,0,380.0364859,92.40522833,824.3377389,,
23061.86173,282.3741816,1102,30/06/2018,216.2109184,913.9306135,TRUE,119,23/06/2018,85817,23/06/2018,104057,The Best Things in Life Are Not Fees,23/06/2018,119.40926,521.6888147,341.7555007,RetirementPlan,TRUE,TRUE,2,01/06/2018,Active,23/06/2018,Active Client,0,124.3946795,278.8792502,964.2760135,,
23061.86173,635.3078572,1102,30/06/2018,597.9626904,557.488615,TRUE,44,23/06/2018,137203,23/06/2018,59771,Now Prove It,23/06/2018,457.0702488,257.7419425,278.9930169,ManagedPortfolio,TRUE,TRUE,3,01/06/2018,Active,23/06/2018,Active Client,0,649.0335425,91.55581822,793.4485475,,
47660.42758,948.3667565,1103,31/07/2016,402.618213,490.8516458,TRUE,3,17/07/2016,63192,17/07/2016,85945,More Generous Investing,17/07/2016,669.2573465,295.3235232,573.1873872,Cash,TRUE,TRUE,2,01/07/2016,Active,17/07/2016,Active Client,0,174.4643959,662.7076621,647.2573928,,
47660.42758,116.8459924,1103,31/07/2016,715.8563081,903.6816198,TRUE,91,17/07/2016,60566,17/07/2016,67251,A Loan With A View,17/07/2016,397.8804219,82.10380452,68.23592922,Brokerage,TRUE,TRUE,3,01/07/2016,Active,17/07/2016,Active Client,0,494.5429463,636.2386274,930.7243148,,
22500.07552,130.4032639,1104,30/06/2018,186.3882002,530.4089756,TRUE,38,28/06/2018,48477,28/06/2018,129112,More Generous Investing,28/06/2018,373.9868877,387.2866891,688.0303851,Savings,TRUE,TRUE,5,01/06/2018,Active,28/06/2018,Active Client,0,250.6037906,214.9915588,23.81222723,,
22500.07552,651.3545523,1104,30/06/2018,877.166746,279.8937059,TRUE,77,28/06/2018,116362,28/06/2018,115720,Wealth Comes in Many Forms,28/06/2018,996.0642603,650.1151743,582.7448127,Education,TRUE,TRUE,3,01/06/2018,Active,28/06/2018,Active Client,0,271.5809195,237.6235264,524.7254063,,
22500.07552,310.5254488,1104,30/06/2018,949.7277564,970.6955111,TRUE,7,28/06/2018,53527,28/06/2018,138955,More Generous Investing,28/06/2018,584.6099221,968.1349728,126.0285783,FinancialPlan,TRUE,TRUE,3,01/06/2018,Active,28/06/2018,Active Client,0,479.644741,362.6645801,432.8692118,,
22500.07552,717.8061335,1104,30/06/2018,338.9776393,302.167226,TRUE,12,28/06/2018,62587,28/06/2018,116093,More Generous Investing,28/06/2018,472.8580347,332.0892427,885.270134,RetirementBasic,TRUE,TRUE,5,01/06/2018,Active,28/06/2018,Active Client,0,449.6582887,810.2248435,594.398682,,
18610.73319,361.9822546,1105,30/06/2018,341.9296276,196.5253098,FALSE,0,,55399,,133804,,15/07/2018,426.0427462,430.31921,527.1526542,Cash,TRUE,FALSE,5,01/06/2018,Inactive,20/06/2018,Inactive Client,0,634.4097586,103.6845387,156.3869088,,
18610.73319,575.2519653,1105,30/06/2018,620.5904951,31.89682771,TRUE,121,,79851,,55255,,19/08/2018,315.5689263,161.3598808,199.5788795,Brokerage,TRUE,FALSE,1,01/06/2018,Inactive,20/06/2018,Inactive Client,0,557.825618,840.0536799,74.47678194,,
18610.73319,658.2447902,1105,30/06/2018,699.3258145,244.5854262,FALSE,0,,86232,,133885,,08/09/2018,377.4958346,356.1299057,936.6577182,Savings,TRUE,FALSE,2,01/06/2018,Inactive,20/06/2018,Inactive Client,0,374.6942307,426.432079,282.3453536,,
18610.73319,604.5147463,1105,30/06/2018,980.146302,268.7415563,FALSE,0,,98314,,96673,,26/07/2018,96.57884832,665.0071004,412.1710344,Education,TRUE,FALSE,2,01/06/2018,Inactive,20/06/2018,Inactive Client,0,572.8242672,374.1680575,159.9108988,,
18610.73319,723.835206,1105,30/06/2018,51.36012704,825.0057307,TRUE,3,20/06/2018,69433,20/06/2018,142820,More Generous Investing,20/06/2018,149.5529461,892.4380802,488.1482433,RetirementBrokerage,TRUE,TRUE,0,01/06/2018,Active,20/06/2018,Active Client,0,947.0541327,236.7894545,86.70022903,,
18610.73319,198.7971647,1105,30/06/2018,518.8187448,720.224205,TRUE,71,20/06/2018,122954,20/06/2018,56111,Wealth Comes in Many Forms,20/06/2018,818.2237272,47.11734237,963.7151725,RetirementPlan,TRUE,TRUE,4,01/06/2018,Active,20/06/2018,Active Client,0,779.7072059,765.7146682,505.2693356,,
18610.73319,258.4133664,1105,30/06/2018,731.8380861,760.2457958,TRUE,10,20/06/2018,105849,20/06/2018,65772,More Generous Investing,20/06/2018,93.22471254,123.9993955,294.3398597,RetirementBasic,TRUE,TRUE,5,01/06/2018,Active,20/06/2018,Active Client,0,331.0730846,514.2307159,326.6928185,,
1269.630545,555.5898734,1106,30/06/2018,990.4711462,585.0387575,TRUE,135,,95651,,60542,,18/09/2016,759.4880968,738.4667075,940.5516651,Cash,TRUE,FALSE,5,01/06/2018,Inactive,05/06/2018,Inactive Client,0,89.60663005,819.7327264,993.0678088,,
1269.630545,35.64885624,1106,30/06/2018,169.0927888,78.90449856,FALSE,0,,55741,,144828,,20/01/2018,530.4624289,575.3524825,446.7295964,Brokerage,TRUE,FALSE,4,01/06/2018,Inactive,05/06/2018,Inactive Client,0,674.3711896,601.9103305,60.41997012,,
1269.630545,589.0742935,1106,30/06/2018,787.2452451,398.6656072,FALSE,0,,133148,,58560,,01/07/2017,22.20779457,409.4209149,25.03116903,Savings,TRUE,FALSE,3,01/06/2018,Inactive,05/06/2018,Inactive Client,0,240.4037512,938.1204718,94.7707137,,
1269.630545,385.3228031,1106,30/06/2018,927.8322816,273.1627262,FALSE,0,,76232,,80039,,09/09/2016,296.6054744,163.6496589,606.2442762,Education,TRUE,FALSE,4,01/06/2018,Inactive,05/06/2018,Inactive Client,0,467.8672652,128.6807028,451.2984959,,
1269.630545,669.8821611,1106,30/06/2018,887.2481604,640.9366889,TRUE,75,05/06/2016,65400,05/06/2016,128604,Now Prove It,05/06/2016,831.6053083,563.7325118,677.3193111,FinancialPlan,TRUE,TRUE,5,01/06/2018,Active,05/06/2018,Active Client,0,622.7611221,292.7869521,888.8521311,,
1269.630545,700.9451649,1106,30/06/2018,435.1645374,94.20603033,FALSE,0,,68405,,89046,,28/01/2018,293.4969842,291.9909132,369.33473,RetirementBrokerage,TRUE,FALSE,1,01/06/2018,Inactive,05/06/2018,Inactive Client,0,999.9415563,84.14135917,304.1402194,,
1269.630545,428.3283467,1106,30/06/2018,576.6091662,212.600119,TRUE,112,05/06/2016,74492,05/06/2016,129904,The Best Things in Life Are Not Fees,05/06/2016,205.9877904,822.4047088,147.9656313,RetirementPlan,TRUE,TRUE,1,01/06/2018,Active,05/06/2018,Active Client,0,293.154262,690.5788522,928.9842703,,
1269.630545,48.73831622,1106,30/06/2018,518.6391484,646.8428747,TRUE,136,05/06/2016,133842,05/06/2016,104704,The Best Things in Life Are Not Fees,05/06/2016,718.1374105,305.4441549,96.90044242,ManagedPortfolio,TRUE,TRUE,5,01/06/2018,Active,05/06/2018,Active Client,0,614.1011375,805.8110275,352.7659007,,
1269.630545,374.8306929,1106,30/06/2018,918.02198,863.3441188,TRUE,127,,45780,,87340,,19/09/2017,414.7082246,247.8483139,388.7184821,RetirementBasic,TRUE,FALSE,1,01/06/2018,Inactive,05/06/2018,Inactive Client,0,708.4882913,548.2452663,850.1406719,,
29643.92072,883.8633774,1107,31/03/2017,308.0747723,774.4773583,TRUE,16,04/03/2017,104062,04/03/2017,67925,More Generous Investing,04/03/2017,282.1062355,925.8682003,382.0609222,Cash,TRUE,TRUE,4,01/03/2017,Active,04/03/2017,Active Client,0,245.148742,706.401208,737.0982162,,
29643.92072,500.199174,1107,31/03/2017,828.4456172,843.5122874,TRUE,127,04/03/2017,107600,04/03/2017,126262,The Best Things in Life Are Not Fees,04/03/2017,948.0625109,447.5244613,13.17484127,Brokerage,TRUE,TRUE,5,01/03/2017,Active,04/03/2017,Active Client,0,867.0564259,182.7861018,620.7357133,,
